TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
AAPL,Apple Inc.,160.55,224.5962433460076,5.61,15.43,1.3989177411772507,41.921375,7.65 , 2.70 Til ,None,"$92,953",73295003648,62639001600,-2579119517696,3.818,"$287,912",136521998336,1.4259703348432367,1.4299671374011902,161,112.59,0.0061000003,  21.96,None
AATC,Autoscope Technologies Corporat,6.9,25.604486692015215,0.537,20.00,3.710795172755828,1.805864,32.47 , 28.68 Mil ,None,$2.33,1562000,8502000,-28722648,1.583,$0.72,111000,1.6995073891625618,1.6748768472906406,6.8,4.06,0.0063,  10.43,None
AAWW,Atlas Air Worldwide Holdings,89.66,523.652699619772,16.919,10.00,5.840427165065492,1.0237352,1.82 , 4.45 Bil ,4449937408,$310,196027008,773910976,-1912948288,26.661,"$3,641",2621171968,1.7853444842692154,1.7899243329350856,89.89,50.22,0.1568,  4.08,4.711
AAXJ,,86.64,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,86.18,82.67,,Not Found!,
ABCB,Ameris Bancorp,51.58,154.03346007604566,5.58,8.00,2.9863020565344254,1.2632737,, 3.99 Bil ,356640672,$136,None,3777502976,99371776,54.449,"$19,632",555707008,1.5233313644418192,1.5351447135262846,51.98,33.86,0.0383,Not Found!,None
ABCL,AbCellera Biologics Inc.,15.8,19.932167300380232,0.644,10.00,1.2615295759734324,4.252433,15.70 , 3.73 Bil ,3727264256,$,167605184,753478976,-3306918848,2.676,$175.0,31759000,1.1987860394537178,1.0864946889226101,14.32,13.18,0.10569999,  19.74,12.485
ABCM,Abcam plc,22.81,undefined,0.097,N/A,undefined,7.893799,40.91 , 5.07 Bil ,5050222080,$17.8,15400000,219900000,-4847510432,0.972,$266.2,110500000,1.3308051341890315,1.2870478413068844,22.06,17.14,None,  78.62,82.791
ABGI,ABG Acquisition Corp. I,9.77,undefined,-0.099,,undefined,None,N/A , 188.92 Mil ,188261360,$,None,617654,-189035162,0.032,$0.00,0,1.016649323621228,1.0156087408949013,9.76,9.61,0.00029999999,Not Found!,None
ABIO,"ARCA biopharma, Inc.",2.36,undefined,-1.485,N/A,undefined,0.5677189,N/A ," -23,895,000.00 ",-23798062,$-16.86,-10266125,58313000,26178476,4.047,$3.59,507000,1.0776255707762556,1.0,2.19,2.19,0.020299999,  1.38,1.268
ABEO,Abeona Therapeutics Inc.,0.741,undefined,-0.567,N/A,undefined,0.9927203,-6.87 , 14.69 Mil ,14688174,$-37.95,-27067876,66998000,-12222864,0.657,$39.28,6165000,1.015068493150685,1.0136986301369864,0.74,0.73,0.0305,  -0.39,-0.27
ABMD,"ABIOMED, Inc.",339.99,101.62335361216732,3.257,10.15,0.2989010077124837,11.018665,65.40 , 14.82 Bil ,14825987072,$233.3,170232128,650558976,-14605662720,14.299,$145.5,7854000,1.3363861483432256,1.316772139459927,335,254.41,0.020599999,  50.76,51.448
ABNB,"Airbnb, Inc.",196.42,-1435.4319087452473,-7.886,100.30,-7.307972246946581,25.55618,6.88 , 119.31 Bil ,117506326528,"$1,641",2218460928,7920702976,-107548535296,12.649,"$9,133",2430998016,1.6166255144032922,1.454732510288066,176.75,121.5,0.0422,  -29.58,-45.47
ABOS,"Acumen Pharmaceuticals, Inc.",9.86,-632.5078631178708,-9.312,32.10,-64.14887049876987,1.6822754,157.21 , 199.07 Mil ,199073392,$-17.18,None,199964000,-192597888,4.941,$1.49,0,1.0378947368421052,1.0,9.5,9.5,0.0231,  -15.42,None
ABSI,Absci Corporation,11.05,-81.72422813688215,-2.684,9.70,-7.395857749944085,2.504771,9.14 , 765.59 Mil ,765588736,$-76.69,None,279262016,-692948800,3.016,$61.11,21715000,1.148648648648649,1.0738045738045738,10.33,9.62,0.0346,  -8.83,-15.795
ABST,Absolute Software Corporation,9.26,undefined,-0.137,N/A,undefined,25.439093,0.19 , 687.03 Mil ,None,$29.4,47355712,55869000,-392923544,1.123,$511.1,280480000,1.041034288926363,1.0,8.895,8.895,None,  95.85,None
ABTX,"Allegiance Bancshares, Inc.",43.92,undefined,3.729,N/A,undefined,1.122307,, 242.62 Mil ,245268320,$100.9,None,903761024,6051904,44.636,"$5,961.2",259760000,1.396502384737679,1.3909379968203497,43.745,31.45,0.0183,Not Found!,None
ABVC,"ABVC Biopharma, Inc.",3.29,undefined,-0.418,N/A,undefined,10.450161,5.97 , 99.42 Mil ,91889176,$-8.01,-6283795,3826929,-89153623,0.135,$4.77,3501351,1.6871794871794872,1.6410256410256412,3.2,1.95,0.0062,  -9.62,-9.103
ABUS,Arbutus Biopharma Corporation,3.3,undefined,-0.917,N/A,undefined,None,-2.75 , 488.70 Mil ,488699520,$-63.69,-36304124,121403000,-299283560,0.897,$35.46,2741000,1.3580246913580245,1.2716049382716048,3.09,2.43,0.0242,  -6.91,-7.471
ACAH,Atlantic Coastal Acquisition Co,9.77,undefined,None,,undefined,None,, 421.05 Mil ,414580096,$,None,282415,-420617585,0.007,$23.98,0,1.016649323621228,1.0145681581685744,9.75,9.61,None,  -218.05,None
ACAD,ACADIA Pharmaceuticals Inc.,19.15,-67.25475285171103,-1.2,25.00,-3.511997537948357,5.467687,8.93 , 2.60 Bil ,2604012800,$-133.1,-37918000,540291008,-2560692288,3.361,$150.7,65827000,1.2213010204081631,1.2098214285714286,18.97,15.68,0.079,  -13.86,-19.077
ACAHU,,9.97,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,282415,,,$23.98,0,,,9.965,9.8,,Not Found!,
ACAHW,,,,Key Error,,,,N/A , - ,,$,,,,,$23.98,,,,,,,Not Found!,
ACBA,,10.08,,Unexpected error:<class 'TypeError'>,,,None,, 60.21 Mil ,,$,None,812369,,,$3.20,327839,,,10.08,9.7,,  -174.02,
ACBAU,,10.74,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,812369,,,$3.20,327839,,,10.74,9.76,,  -174.02,
ACBAW,,,,Key Error,,,,N/A , - ,,$,,,,,$3.20,,,,,,,Not Found!,
ACB,Aurora Cannabis Inc.,7.89,undefined,-13.302,,undefined,0.6371569,-0.83 , 1.42 Bil ,1340853760,$-130.1,-266688624,476932000,-910907872,2.408,$422.5,480918016,1.3487179487179488,1.1931623931623934,6.98,5.85,None,  -3.86,-3.619
ACCD,"Accolade, Inc.",32.82,undefined,None,34.70,undefined,None,1.59 , 1.94 Bil ,2615810304,$-43.5,71904376,425505984,-1672682560,6.44,$536.2,279433984,1.0813838550247117,1.0329489291598024,31.35,30.35,0.041500002,  -15.19,-49.253
ACBI,"Atlantic Capital Bancshares, In",29.56,70.71368821292776,1.595,18.00,2.3922086675550664,1.7517943,," -305,541,000.00 ",-39648668,$102.7,None,652492992,56321408,32.09,"$3,846.4",95166000,2.1159627773801,2.0708661417322833,28.93,13.97,0.0174,Not Found!,None
ACER,Acer Therapeutics Inc.,2.39,undefined,-1.603,N/A,undefined,3.1911967,-4.34 , 28.09 Mil ,27157744,$0.90,2049059,15900297,-17299367,1.111,$32.21,842821,1.0575221238938055,1.0176991150442478,2.3,2.26,0.0143,  -1.53,-1.417
ACET,"Adicet Bio, Inc.",9.39,-253.00368060836507,-4.022,29.10,-26.94394894657775,1.2639656,3.81 , 125.81 Mil ,26113430,$-61.28,-20192250,208726000,-90002768,6.555,$39.97,20541000,1.5024000000000002,1.4591999999999998,9.12,6.25,0.0466,  -2.36,-0.573
ACEV,ACE Convergence Acquisition Cor,9.95,undefined,None,,undefined,None,N/A , 285.78 Mil ,286322528,$0.00,None,27483,-286609125,0.001,$23.79,0,1.0257731958762886,1.0257731958762886,9.95,9.7,0.0322,  -49.53,None
ACEVU,,10.55,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$0.00,None,27483,,,$23.79,0,,,10.6,9.922,,  -49.43,
ACEVW,,,,Key Error,,,,N/A , - ,,$-1.21,,,,,$23.79,,,,,,,Not Found!,
ACGL,Arch Capital Group Ltd.,42.15,443.9207178707225,4.056,56.92,10.531926877122718,1.3589668,, 18.93 Bil ,17193369600,"$3,135",1004032256,3335512064,-13483291648,8.298,"$31,396",3160989952,1.349663784822286,1.3325328210054435,41.615,31.23,0.0148,  8.27,7.017
ACGLO,Arch Capital Group Ltd. - Depos,25.75,undefined,4.056,,undefined,0.8384698,Not Found!,,12059913216,Not Found!,1004032256,3335512064,-11655706624,8.298,Not Found!,3160989952,1.012185534591195,1.0094339622641508,25.68,25.44,None,,4.922
ACGLN,,25.77,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,1004032256,3335512064,,,Not Found!,3160989952,,,25.7242,24.98,,,
ACHL,Achilles Therapeutics plc,5.6,undefined,None,3.20,undefined,None,N/A ," -67,075,000.00 ",-93264664,$0.00,None,159262000,-60095744,36.431,$24.89,15939000,1.1428571428571428,1.083673469387755,5.31,4.9,None,  1.22,2.308
ACHC,"Acadia Healthcare Company, Inc.",65.21,-192.04178098859316,-7.911,6.01,-2.9449744055910623,2.4950771,2.27 , 6.91 Bil ,6622795776,$259,45544376,185546000,-5613395184,2.065,"$2,160",1637619968,1.564539347408829,1.527831094049904,63.68,41.68,0.0425,  14.97,13.457
ACIU,AC Immune SA,5.64,undefined,-1.073,N/A,undefined,1.882189,7.46 , 196.50 Mil ,243492480,$-76.86,-42910752,199135008,-193189600,2.739,$26.20,2697000,1.1725571725571726,1.1164241164241164,5.37,4.81,0.0379,  -2.43,-3.359
ACHV,"Achieve Life Sciences, Inc.",7.84,-197.44288973384036,-5.022,15.00,-25.1840420578878,1.5351595,N/A , 39.01 Mil ,21961406,$-26.70,-8303625,29637000,-41333024,4.808,$3.10,126000,1.1825037707390649,1.1022473604826546,7.3079,6.63,0.0339,  -1.26,-1.149
ACKIT,,10.07,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-0.39,None,677130,,,$0.82,0,,,10.07,9.84,,Not Found!,
ACKIU,,10.42,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-0.39,None,363621,,,$0.82,0,,,10.41,8.14,,Not Found!,
ACIW,"ACI Worldwide, Inc.",33.86,27.574448669201526,0.804,12.00,0.8143664698523783,3.2764573,2.23 , 4.86 Bil ,4777502720,$248,308867360,146212992,-3778231936,1.245,"$1,989",1179486976,1.1687953054884364,1.11442871936486,32.285,28.97,0.0223,  15.25,19.71
ACKIW,,,,Key Error,,,,N/A , - ,,$-0.39,,,,,$0.82,,,,,,,Not Found!,
ACLS,"Axcelis Technologies, Inc.",63.02,76.81346007604564,1.611,20.00,1.2188743268176077,4.347376,8.26 , 1.86 Bil ,1354926080,$98.5,12416000,219731008,-1895382720,6.545,$199.3,55400000,2.3772161448509994,2.3296869105997735,61.76,26.51,0.0325,  18,17.472
ACNB,ACNB Corporation,28.64,undefined,3.115,N/A,undefined,0.96515566,," -425,509,000.00 ",-264835504,$40.21,None,592865984,344226464,67.979,"$2,522.95",88019000,1.1903574397339984,1.1767747298420614,28.3132,24.06,0.0038,Not Found!,None
ACMR,"ACM Research, Inc.",100.76,50.493764258555146,1.059,20.00,0.501129061716506,12.27634,6.12 , 1.83 Bil ,1949443328,$-50.3,-14555000,105799000,-1712373544,5.573,$227.0,47881000,1.656147271531887,1.5006574621959237,91.3,60.84,0.0709,  58.36,77.627
ACQR,Independence Holdings Corp.,9.76,undefined,None,,undefined,None,, 603.89 Mil ,603269824,$,None,1556501,-602832363,0.025,$38.63,0,1.0134994807892004,1.011422637590862,9.74,9.63,None,  -1531.98,None
ACOR,"Acorda Therapeutics, Inc.",3.51,-938.4923954372624,-14.959,29.00,-267.37675083682694,0.16390431,-3.16 , 191.68 Mil ,186502544,$-43.6,10166875,45714000,5999892,4.111,$301.6,187075008,1.073394495412844,1.0275229357798166,3.36,3.27,0.0521,  -1.74,-4.482
ACQRU,,9.98,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,1556501,,,$38.63,0,,,9.91,9.82,,Not Found!,
ACQRW,,,,Key Error,,,,Not Found!,,,Not Found!,,,,,Not Found!,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",13.82,-199.0230418250951,-1.435,74.40,-14.401088409920051,6.2523193,7.46 , 647.11 Mil ,812741824,$-43.92,-26753750,128295000,-669041576,2.462,$46.91,14047000,4.415335463258786,4.236421725239617,13.26,3.13,0.050100002,  -10.6,-17.866
ACST,"Acasti Pharma, Inc.",1.52,undefined,0.027,N/A,undefined,8.484848,5.01 , 14.60 Mil ,-13636665,$-15.48,-9350500,57722000,-218114384,2.216,$5.59,66000,1.0935251798561152,1.0071942446043165,1.4,1.39,0.0231,  -0.7,1.493
ACRX,"AcelRx Pharmaceuticals, Inc.",0.693,undefined,-0.357,N/A,undefined,None,-9.49 , 57.51 Mil ,117386136,$-31.76,-19224876,67345000,-13466384,0.565,$115.28,20369000,1.0499999999999998,1.0046969696969696,0.6631,0.66,0.1338,  -1.72,-3.618
ACT,,22.95,,Unexpected error:<class 'TypeError'>,,,None,, 4.04 Bil ,,$0.0,312278496,447822016,,,"$1,789.9",759702976,,,22.57,19.25,,  12.88,
ACTD,ArcLight Clean Transition Corp.,9.89,undefined,None,,undefined,None,, 378.35 Mil ,379232256,$,None,1164577,-337204511,0.03,$28.75,0,1.029136316337149,1.0145681581685744,9.75,9.61,None,  -330.71,None
ACTDU,,9.98,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,1164577,,,$28.75,0,,,10.03,9.73,,Not Found!,
ACTDW,,,,Key Error,,,,, - ,,$,,,,,$28.75,,,,,,,Not Found!,
ACTG,Acacia Research Corporation,5.67,-35.37901140684411,-0.742,20.00,-6.2396845514716235,2.340967,0.53 ," -180,701,000.00 ",26265240,$-45.86,-17891250,475737984,203715136,9.654,$500.29,117056000,1.6293103448275863,1.5156034482758622,5.2743,3.48,0.0517,  19.06,-1.642
ACVA,ACV Auctions Inc.,22.08,undefined,None,0.80,undefined,None,5.43 , 2.77 Bil ,2536968960,$65.5,None,664323968,-2682795904,4.286,$404.2,2204000,1.3671826625386998,1.3244582043343656,21.39,16.15,0.0525,  -51.4,-80.716
ACWI,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,,,,Not Found!,
ACWX,,57.58,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,57.15,50.68,,Not Found!,
ACXP,,4.74,,Unexpected error:<class 'TypeError'>,,,None,N/A , 47.09 Mil ,,$-4.47,None,17095596,,,$0.71,0,,,4.6476,3.71,,  -3.95,
ADALU,,10.1,,Key Error,,,None,, - ,,$,None,,,,$0.73,85000,,,10.1,10.05,,Not Found!,
ADAG,Adagene Inc.,9.68,undefined,None,N/A,undefined,None,-1.10 , 224.71 Mil ,707409536,$,-12611279,75151000,-343491208,1.727,$173.65,7980965,1.0364025695931478,1.0139186295503213,9.47,9.34,None,  -4.93,-16.726
ADAP,Adaptimmune Therapeutics plc,4.23,-14.765095057034221,-0.929,1.00,-3.490566207336695,2.0915031,0.07 , 449.72 Mil ,305018048,$-158.39,-79465248,317944000,-328923456,2.045,$112.55,22742000,1.255192878338279,1.2136498516320473,4.09,3.37,None,  -2.84,-2.273
ADBE,Adobe Inc.,670.67,520.6050889733841,11.538,18.47,0.776246274581216,23.153318,19.00 , 326.05 Bil ,301443776512,"$6,594",5496374784,5768000000,-314950897152,12.107,"$11,730",4693000192,1.5938732829507105,1.5808498502780552,665.19,420.78,0.0101,  50.48,52.617
ADER,26 Capital Acquisition Corp.,9.89,undefined,None,,undefined,None,, 340.07 Mil ,337226336,$,None,679925,-338257579,0.02,$0.00,0,1.033437826541275,1.031347962382445,9.87,9.57,None,Not Found!,None
ADERU,,10.33,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,679925,,,$0.00,0,,,10.33,9.86,,Not Found!,
ADERW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.00,,,,,,,Not Found!,
ADES,"Advanced Emissions Solutions, I",7.24,-25.2506463878327,-0.258,50.00,-3.48765834086087,1.281768,4.97 , 76.66 Mil ,98799408,$37.03,19081500,41335000,-89899976,2.258,$40.75,13083000,1.573913043478261,1.5000000000000002,6.9,4.6,0.0323,  0.88,12.76
ADGI,,,,Key Error,,,,N/A , 1.57 Bil ,,$-111.52,,,,,$53.06,,,,,,,  -17.65,
ADI,"Analog Devices, Inc.",187.04,171.04121673003803,4.19,15.90,0.9144633058706054,5.7015977,7.52 , 105.13 Bil ,67948748800,"$2,224",2059701120,1480701056,-67891972992,4.021,"$9,377",5330696192,1.408009635651912,1.4001053899427884,185.99,132.84,0.0233,  35.9,23.206
ADIL,"Adial Pharmaceuticals, Inc",3.3,undefined,-0.973,N/A,undefined,9.476923,N/A , 55.80 Mil ,62859284,$-12.26,-4758694,5209845,-50856935,0.257,$3.25,273287,2.0624999999999996,1.9124999999999999,3.06,1.6,0.084300004,  -2.97,-3.928
ADILW,,,,Key Error,,,,N/A , - ,,$-12.26,,,,,$3.25,,,,,,,Not Found!,
ADMP,Adamis Pharmaceuticals Corporat,0.955,undefined,-0.637,N/A,undefined,24.45946,-12.57 , 133.70 Mil ,157822432,$-21.85,-8622978,6855355,-127886469,0.046,$27.37,6858474,2.3874999999999997,2.24175,0.8967,0.4,0.074,  -2.85,-4.687
ADMA,ADMA Biologics Inc,1.5,undefined,-0.775,N/A,undefined,1.5973743,-0.91 , 366.97 Mil ,258670608,$-124.56,-90639216,61965708,-125191700,0.483,$135.86,100150160,1.4851485148514851,1.4356435643564356,1.45,1.01,0.1169,  -6.23,-5.03
ADMS,"Adamas Pharmaceuticals, Inc.",8.2,242.50123193916355,-1.772,-90.30,29.57332096819068,62.366413,-3.58 , 424.66 Mil ,276247904,$-46.81,-28954876,91370000,-279614192,2.004,$165.58,137359008,2.0398009950248754,2.0323383084577116,8.17,4.02,0.060399998,  -11,-7.546
ADN,"Advent Technologies Holdings, I",9.07,undefined,None,N/A,undefined,None,4.51 , 410.21 Mil ,334750912,$0.00,-11274415,116109056,-266297856,2.517,$37.83,182140,1.3826219512195124,1.2439024390243902,8.16,6.56,0.1074,  -34.6,-33.216
ADOC,Edoc Acquisition Corp.,10.22,undefined,None,,undefined,None,N/A , 120.56 Mil ,117902424,$,None,727773,-119673027,0.062,$0.07,0,1.0375634517766499,1.0355329949238579,10.2,9.85,0.00029999999,Not Found!,None
ADNWW,,,,Key Error,,,,N/A , - ,,$-31.42,,,,,$37.83,,,,,,,Not Found!,
ADOCR,,0.3601,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,727773,,,Not Found!,0,,,0.4,0.4,,,
ADOCW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.08,,,,,,,Not Found!,
ADPT,Adaptive Biotechnologies Corpor,32.15,-24.755102661596958,-1.156,4.30,-0.7699876411072148,5.513785,5.55 , 3.56 Bil ,3806496768,$-240.6,-110202128,598412992,-3414481984,4.251,$341.1,108607000,1.176362971094036,1.0453713867544823,28.57,27.33,0.0436,  -18.97,-23.459
ADP,"Automatic Data Processing, Inc.",236.88,182.74203802281372,5.755,10.48,0.7714540612243065,17.865456,2.06 , 102.03 Bil ,88093491200,"$2,218",3625112576,2575200000,-98676814080,6.087,"$54,637",3446400000,1.4869123093340029,1.4755508128805472,235.07,159.31,0.0091,  24.97,22.786
ADRE,,50.39,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,,Not Found!,,,,49.0134,46.71,,Not Found!,
ADSK,"Autodesk, Inc.",330.55,342.41121216730045,5.836,26.57,1.0358832617374087,62.81536,7.05 , 72.07 Bil ,69707268096,"$1,469",1408024960,924899968,-69958886784,4.207,"$6,093",2084999936,1.308590657165479,1.2707442596991292,320.99,252.6,0.0119,  89.29,91.539
ADTN,"ADTRAN, Inc.",22.06,4.968821292775667,0.275,2.30,0.2252412190741463,2.856023,6.59 , 962.74 Mil ,964612352,$12.8,23449000,78113000,-979817048,1.605,$194.2,0,1.8022875816993462,1.7704248366013073,21.67,12.24,0.0465,  64.52,108.116
ADTX,"Aditxt, Inc.",1.1,undefined,None,N/A,undefined,None,N/A , 29.20 Mil ,28565762,$-17.63,-7826623,14045036,-2223843,0.966,$6.61,5663328,1.0891089108910892,1.02990099009901,1.0402,1.01,0.0435,  -1.14,None
ADV,Advantage Solutions Inc.,8.83,undefined,None,14.46,undefined,None,0.90 , 4.37 Bil ,5670949376,$315,None,163651008,-2469930560,0.514,"$3,259",2042893952,1.1364221364221365,1.0617760617760619,8.25,7.77,0.059899997,  15.23,14.015
ADUS,Addus HomeCare Corporation,102.84,82.16958174904943,2.09,15.00,0.7990041010214841,3.078432,4.31 , 1.71 Bil ,1391796480,$46.2,72096376,139400000,-1507874240,8.844,$366.9,238647008,1.4076101834108952,1.3940596769778264,101.85,73.06,0.0279,  24.22,15.354
ADVM,"Adverum Biotechnologies, Inc.",2.13,undefined,-1.35,N/A,undefined,0.4815864,-1.14 ," -15,017,000.00 ",-13513802,$-116.44,-83843128,363843008,164056016,3.708,$144.58,129546000,1.126984126984127,1.0687830687830688,2.02,1.89,0.0877,  0.11,0.102
ADVWW,,,,Key Error,,,,N/A , - ,,$314.78,,,,,"$3,258.70",,,,,,,Not Found!,
ADXN,Addex Therapeutics Ltd,7.73,undefined,None,,undefined,None,-21.52 , 28.44 Mil ,27084014,$-12.10,-6300243,18146520,-38547856,3.191,$5.11,420161,1.0856741573033708,1.053370786516854,7.5,7.12,None,  -2.13,-2.114
ADXS,"Advaxis, Inc.",0.404,undefined,-0.327,N/A,undefined,1.1354939,-7.04 , 6.83 Mil ,25537854,$-15.57,-4016375,45257000,-5498852,0.311,$6.75,0,1.5303030303030303,1.3863636363636362,0.366,0.264,0.0235,  -0.23,-1.421
AEAC,Authentic Equity Acquisition Co,9.77,undefined,None,,undefined,None,, 292.90 Mil ,291763456,$,None,736538,-223743462,0.025,$0.42,0,1.0270156627772522,1.025964469673079,9.76,9.513,0.00029999999,Not Found!,None
AEACU,,10.09,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,736538,,,$0.05,0,,,10.07,9.7,,Not Found!,
AEACW,,,,Key Error,,,,N/A , - ,,$,,,,,$0.42,,,,,,,Not Found!,
AEAEU,,,,Key Error,,,,, - ,,$,,,,,$0.39,,,,,,,Not Found!,
AEHA,,,,Key Error,,,,, 132.03 Mil ,,$,,,,,$3.16,,,,,,,  -1538.25,
AEHAU,,,,Key Error,,,,, - ,,$,,,,,$3.16,,,,,,,Not Found!,
AEHAW,,,,Key Error,,,,, - ,,$,,,,,$3.16,,,,,,,Not Found!,
AEHL,Antelope Enterprise Holdings Li,2.72,undefined,None,N/A,undefined,None,-4.10 , 17.75 Mil ,95972360,$-0.84,-23868624,13482000,1454029,4.419,$17.37,101156000,1.2769953051643195,1.2535211267605635,2.67,2.13,0.1148,  -0.77,1.727
AEI,Alset EHome International Inc.,1.73,undefined,None,N/A,undefined,None,2.87 ," -11,461,000.00 ",27206600,$-3.96,33564000,89779984,47879824,2.236,$9.23,6967972,1.138157894736842,1.0263157894736843,1.56,1.52,0.015,  0.19,-6.514
AEHR,Aehr Test Systems,23.25,-11.204942965779468,-0.235,20.00,-0.4819330307862137,44.166668,26.29 , 514.49 Mil ,575304896,$-1.71,-165750,6530000,-456220912,0.246,$9.77,1563000,14.903846153846153,12.256410256410257,19.12,1.56,0.0648,  -489.95,-214.107
AEIS,"Advanced Energy Industries, Inc",89.75,124.60699619771864,4.026,10.00,1.3883787877183136,4.049932,4.18 , 3.33 Bil ,4245181184,$139,159677376,512764000,-2914666912,13.348,$990,427496000,1.0983967690613146,1.0572757312446457,86.39,81.71,0.0373,  14.78,16.221
AEMD,"Aethlon Medical, Inc.",2.88,undefined,-0.706,N/A,undefined,2.8616352,16.78 , 15.49 Mil ,27943936,$-8.50,-4594824,25171680,-13477476,1.636,$0.97,16835,1.986206896551724,1.8627586206896554,2.701,1.45,0.033099998,  -1.6,-3.274
