TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
ABTX,"Allegiance Bancshares, Inc.",39.33,undefined,3.729,N/A,undefined,0.98913896,,308667040,None,757508992,-33681920,37.248,198803008,1.1466472303206998,1.1224489795918369,38.5,34.3,0.0221,undefined,20247500,USD,United States,hold,None,undefined,undefined,Financial Services,Banks—Regional
ACAB,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ABVC,"ABVC Biopharma, Inc.",2.12,undefined,-0.418,N/A,undefined,7.234727,2.44 ,98972688,-6283795,3826929,-60544223,0.135,3501351,1.0871794871794873,1.0435897435897437,2.035,1.95,0.0081,-0.2196409222143771,28609400,USD,United States,none,-9.805,undefined,undefined,Healthcare,Biotechnology
ACABU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ABUS,Arbutus Biopharma Corporation,2.06,undefined,-0.917,N/A,undefined,None,-4.05 ,464351040,-36304124,121403000,-191068360,0.897,2741000,1.067357512953368,1.077720207253886,2.08,1.93,0.0311,-0.2683846716326532,135268992,USD,United States,buy,-7.099,undefined,undefined,Healthcare,Biotechnology
ACABW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACAHU,,9.86,,None,,,None,N/A ,,None,212592,,,0,,,9.1,9.1,,,,,,,,,,,
ACAHW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACAH,Atlantic Coastal Acquisition Co,9.75,undefined,None,,undefined,None,N/A ,419393664,None,212592,-420256144,0.005,0,1.0145681581685744,1.0145681581685744,9.75,9.61,None,undefined,34500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACAD,ACADIA Pharmaceuticals Inc.,16.03,-43.67407407407408,-1.2,25.00,-2.7245211524687507,4.7760773,4.48 ,3610345216,-37918000,540291008,-2168447552,3.361,65827000,1.0573878627968338,1.067282321899736,16.18,15.16,0.06,-0.2358730000746473,160756000,USD,United States,hold,-26.45,-8.584612397778521,-0.5355341483330331,Healthcare,Biotechnology
ACAXR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,
ACAX,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACAXU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACAXW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,2.42,undefined,-2.509,N/A,undefined,0.2778593,-1.73 ,1175278720,-161696752,375272992,-187825120,1.893,406776000,1.0999999999999999,1.0863636363636364,2.39,2.2,None,-0.8157109590976048,198228000,USD,Canada,hold,-5.711,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ACBA,Ace Global Business Acquisition,10.24,undefined,-0.095,,undefined,None,N/A ,61275776,None,316825,-61918295,0.052,144499,1.0556701030927835,1.0597938144329897,10.28,9.7,None,undefined,6054000,USD,Hong Kong,none,None,undefined,undefined,Financial Services,Shell Companies
ACBAW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACBAU,,10.895,,-0.095,,,None,N/A ,,None,316825,,,144499,,,10.26,9.76,,,,,,,,,,,
ACCD,"Accolade, Inc.",5.74,-21.90526419753087,-2.653,-0.90,-3.8162481180367367,0.55625904,0.23 ,1305672192,96218248,365982016,-44002816,5.466,280259008,1.2451193058568328,1.2774403470715834,5.889,4.61,0.0747,1.443327123103555,66664200,USD,United States,strong_buy,-13.605,11.917249134958736,2.0761758074841,Healthcare,Health Information Services
ACER,Acer Therapeutics Inc.,1.83,undefined,-1.244,N/A,undefined,12.847683,-5.35 ,22492438,-993427,12710762,-15051026,0.888,0,1.0892857142857144,1.0773809523809526,1.81,1.68,0.0176,-0.0694209025729899,14310200,USD,United States,buy,-1.417,undefined,undefined,Healthcare,Biotechnology
ACET,"Adicet Bio, Inc.",10.63,-82.22980740740742,-2.013,29.10,-7.735635692136163,1.7402177,7.60 ,371232096,-36551624,192226000,-270838064,6.015,20535000,1.7008,1.8288,11.43,6.25,0.051599998,-0.9337924339348852,39143200,USD,United States,strong_buy,-8.15,-38.144844511157395,-3.5884143472396417,Healthcare,Biotechnology
ACEVU,,10,,-0.114,,,None,N/A ,,None,15842,,,309210,,,10,9.45,,,,,,,,,,,
ACEV,ACE Convergence Acquisition Cor,9.94,undefined,-0.114,,undefined,None,N/A ,288368384,None,15842,-285759134,0.001,309210,1.032191069574247,1.032191069574247,9.94,9.63,0.0347,undefined,23000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACEVW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group Ltd.,45.24,311.25681481481485,4.961,49.25,6.880124111733307,1.4132171,,17673977856,968958400,4323366912,-13446520832,11.244,2724148992,1.2384341637010676,1.23980290172461,45.29,36.53,0.0069999998,2.509383685067518,386134016,USD,Bermuda,none,7.413,157.44059120386578,3.4801191689625504,Financial Services,Insurance—Diversified
ACGLO,Arch Capital Group Ltd. - Depos,21.68,undefined,4.961,,undefined,0.6679155,Not Found!,9061095424,968958400,4323366912,-8358819840,11.244,2724148992,1.0094049725300307,1.0084737871310177,21.66,21.478,None,2.404727218666305,402939008,USD,Bermuda,none,3.801,undefined,undefined,Financial Services,Insurance—Diversified
ACGLN,,18.25,,4.961,,,0.5616632,Not Found!,,968958400,4323366912,,,2724148992,,,18.1601,17.96,,,,,,,,,,,
ACHC,"Acadia Healthcare Company, Inc.",67.65,-123.36214814814817,-7.495,6.65,-1.8235350797952425,2.5808928,2.54 ,6860157952,47268500,196312992,-6152240736,2.183,1567682048,1.3511084481725586,1.3608947473537047,68.14,50.07,0.0403,0.5255816384168227,89935600,USD,United States,buy,13.818,8.650684448608743,0.1278741234088506,Healthcare,Medical Care Facilities
ACHL,Achilles Therapeutics plc,2.06,-36.65884444444445,-2.884,3.20,-17.795555555555556,0.2954485,N/A ,-128189184,None,266319008,176179240,6.559,12259000,1.1195652173913044,1.0706521739130435,1.97,1.84,None,undefined,40603500,USD,United Kingdom,buy,2.021,undefined,undefined,Healthcare,Biotechnology
ACHV,"Achieve Life Sciences, Inc.",6.39,-114.9654814814815,-4.503,15.00,-17.99146815046659,1.8087714,N/A ,37113352,-15321500,33312000,-29459504,3.524,91000,1.1370106761565835,1.1430604982206407,6.424,5.62,0.044899996,-1.6207156261040838,9453540,USD,Canada,buy,-1.219,-41.37827055287958,-6.475472699981155,Healthcare,Biotechnology
ACIW,"ACI Worldwide, Inc.",25.29,15.946469135802472,0.716,12.00,0.6305444498142535,2.5314589,2.16 ,5168485888,295395616,141482000,-2885842416,1.203,1145763968,1.0364754098360656,1.043032786885246,25.45,24.4,0.0201,2.512593913206199,117566000,USD,United States,buy,22.309,55.95949900523436,2.2127124952643085,Technology,Software—Infrastructure
ACKIT,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACIU,AC Immune SA,2.65,undefined,-1.07,N/A,undefined,1.2159414,N/A ,97519192,-45727000,188584000,-28647584,2.587,2569000,1.0772357723577235,1.1016260162601625,2.71,2.46,0.0166,-0.6293915777725217,72652704,USD,Switzerland,strong_buy,-1.334,undefined,undefined,Healthcare,Biotechnology
ACKIU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACKIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACLS,"Axcelis Technologies, Inc.",54.28,69.66666666666667,2.25,20.00,1.2834684352738885,3.829079,7.57 ,2282319616,62048876,271084992,-1682652096,8.138,55687000,1.6270983213429258,1.6591726618705036,55.35,33.36,0.035,1.862669564538692,33311800,USD,United States,buy,22.777,57.673768739049876,1.0625233739692312,Technology,Semiconductor Equipment & Materials
ACLX,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACMR,"ACM Research, Inc.",12.44,44.308000000000014,1.431,20.00,3.561736334405146,1.5388951,2.88 ,1142586752,None,592564992,326283536,30.286,39140000,1.1077471059661619,1.1389136242208369,12.79,11.23,0.0734,undefined,17811900,USD,United States,buy,27.983,undefined,undefined,Technology,Semiconductor Equipment & Materials
ACNB,ACNB Corporation,32.3,undefined,3.488,N/A,undefined,1.042521,,-337602496,None,722782016,442018208,83.125,89721000,1.1962962962962962,1.187037037037037,32.05,27,0.004,undefined,8695070,USD,United States,none,None,undefined,undefined,Financial Services,Banks—Regional
ACON,,,,,,,,-33.07 ,,,,,,,,,,,,,,,,,,,,,
ACONW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACQR,Independence Holdings Corp.,9.8,undefined,None,,undefined,None,N/A ,602769664,None,1435699,-602145869,0.023,0,1.0176531671858775,1.0124610591900312,9.75,9.63,None,undefined,49399500,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACQRU,,9.79,,None,,,None,N/A ,,None,1435699,,,0,,,9.83,9.76,,,,,,,,,,,
ACOR,"Acorda Therapeutics, Inc.",0.6452,-694.2629629629631,-17.041,29.00,-1076.043030010792,0.050227873,-2.82 ,180802752,7839250,36168000,27896296,3.23,188979008,1.0241269841269842,1.134126984126984,0.7145,0.63,0.0221,0.6997955758690257,11202200,USD,United States,buy,-3.634,28.51019012799735,44.18814340979131,Healthcare,Drug Manufacturers—Specialty & Generic
ACQRW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",10.18,-139.8696987654321,-1.553,74.40,-13.739656067331248,3.0110261,4.28 ,717473856,None,197882000,-454188720,3.232,3052000,1.099352051835853,1.1144708423326135,10.32,9.26,0.044099998,undefined,61227300,USD,United States,strong_buy,-11.2,undefined,undefined,Healthcare,Diagnostics & Research
ACRX,"AcelRx Pharmaceuticals, Inc.",0.1784,undefined,-0.325,N/A,undefined,None,-9.13 ,26201730,-19156500,48699000,23653942,0.408,20396000,1.115,1.135,0.1816,0.16,0.0197,-0.16054861338093682,119319000,USD,United States,buy,-0.746,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ACT,"Enact Holdings, Inc.",22.03,71.59923358024692,2.974,13.66,3.250078691795139,0.9088795,,3845215488,316884864,464081984,-3354516160,2.85,739838016,1.1743070362473347,1.1807036247334752,22.15,18.76,None,1.945989093588799,162840000,USD,United States,buy,None,46.849807550933896,2.126636747659278,Financial Services,Insurance—Specialty
ACST,"Acasti Pharma, Inc.",0.8501,undefined,-0.464,N/A,undefined,0.34901124,5.77 ,12585102,-5023875,50790000,10349768,1.147,43000,1.0367073170731707,1.0489036585365854,0.860101,0.82,0.02,-0.11343597165836498,44288200,USD,Canada,strong_buy,-1.824,undefined,undefined,Healthcare,Biotechnology
ACTD,ArcLight Clean Transition Corp.,9.86,undefined,None,,undefined,None,N/A ,382026656,None,1092857,-382804743,0.028,0,1.0260145681581685,1.0249739854318418,9.85,9.61,None,undefined,31116300,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACTDU,,10.17,,None,,,None,N/A ,,None,1092857,,,0,,,10.11,9.79,,,,,,,,,,,
ACTDW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ACTG,Acacia Research Corporation,4.52,4.087111111111112,0.132,20.00,0.9042281219272371,0.9900332,1.68 ,-151707440,13316625,642732992,421057216,12.96,183956000,1.3696969696969696,1.3469696969696972,4.445,3.3,0.0159,0.26852419447530745,49591900,USD,United States,none,10.262,8.31430468819841,1.839447939866905,Industrials,Specialty Business Services
ACWI,,86.85,,None,,,None,Not Found!,,,,,,,,,87.7801,85.52,,,,,,,,,,,
ACVA,ACV Auctions Inc.,8.25,-5.708592592592593,-0.565,0.80,-0.6919506172839507,2.411003,2.26 ,2222497792,None,601651008,-789189440,3.867,2017000,1.0970744680851063,1.1476063829787235,8.63,7.52,0.038399998,undefined,93285104,USD,United States,buy,-38.09,undefined,undefined,Technology,Software—Application
ACWX,,46.02,,None,,,None,Not Found!,,,,,,,,,46.61,45.6,,,,,,,,,,,
ACXP,"Acurx Pharmaceuticals, Inc.",2.61,undefined,-1.479,N/A,undefined,1.9219859,N/A ,33963808,None,14459046,-13225772,1.415,0,1.0,1.01911877394636,2.6599,2.61,0.022,undefined,10215800,USD,United States,buy,None,undefined,undefined,Healthcare,Biotechnology
ADAL,Anthemis Digital Acquisitions I,9.96,undefined,None,,undefined,4974.9995,N/A ,299592032,None,458,-300365174,0,132500,1.428981348637016,1.4275466284074605,9.95,6.97,None,undefined,23000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ADALU,,10.15,,None,,,5130,N/A ,,None,458,,,132500,,,10.09,10,,,,,,,,,,,
ADAG,Adagene Inc.,3.14,undefined,-2.504,N/A,undefined,0.7465482,1.80 ,135376224,None,208274208,69264528,4.779,7674029,1.0865051903114187,1.0899653979238753,3.15,2.89,None,undefined,43576700,USD,China,buy,-2.24,undefined,undefined,Healthcare,Biotechnology
ADALW,,0.2037,,None,,,70,N/A ,,None,458,,,132500,,,0.14,0.13,,,,,,,,,,,
ADAP,Adaptimmune Therapeutics plc,1.35,-10.341629629629631,-1.002,1.00,-7.660466392318245,0.9138043,-2.59 ,191981552,-105806248,240120000,19872368,1.537,25971000,1.0714285714285714,1.0714285714285714,1.35,1.26,None,-0.6773594018078922,156204000,USD,United Kingdom,hold,-1.279,-6.991018023597506,-5.1785318693314855,Healthcare,Biotechnology
ADBE,Adobe Inc.,388.49,259.62933333333336,10.02,15.35,0.6683037744429287,13.04285,12.15 ,251102642176,None,5798000128,-187115112960,12.181,4672999936,1.049207335187836,1.0639263240338133,393.94,370.27,0.0134000005,undefined,475800000,USD,United States,buy,38.165,undefined,undefined,Technology,Software—Infrastructure
ADERU,,10.08,,None,,,None,N/A ,,None,311463,,,0,,,10.05,9.99,,,,,,,,,,,
ADER,26 Capital Acquisition Corp.,9.86,undefined,None,,undefined,None,N/A ,338626048,None,311463,-339313529,0.009,0,1.0270833333333333,1.0260416666666667,9.85,9.6,None,undefined,27500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ADERW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ADGI,"Adagio Therapeutics, Inc.",2.66,undefined,-14.738,N/A,undefined,0.47786367,N/A ,-81138272,None,666321984,363716544,5.989,0,1.08130081300813,1.024390243902439,2.52,2.46,0.112799995,undefined,111252000,USD,United States,hold,None,undefined,undefined,Healthcare,Biotechnology
ADES,"Advanced Emissions Solutions, I",5.1,190.60311111111116,2.999,50.00,37.373159041394345,0.66433114,4.72 ,58072240,16085875,66139000,-30450312,3.615,11312000,1.0515463917525774,1.0268041237113403,4.98,4.85,0.0105,0.8526790210494511,18865100,USD,United States,buy,4.08,54.19248889336512,10.625978214385318,Industrials,Pollution & Treatment Controls
ADI,"Analog Devices, Inc.",152.89,87.50980740740742,3.46,14.78,0.5723710341252366,2.1949365,4.13 ,94330912768,1119481856,1977964032,-81413081600,3.765,7118233088,1.0631388637785966,1.070266323621445,153.915,143.81,0.0126,2.1310028133728594,525331008,USD,United States,buy,33.122,53.89700745170587,0.3525214693682116,Technology,Semiconductors
ADIL,"Adial Pharmaceuticals, Inc",1.29,undefined,-1.004,N/A,undefined,3.6363635,N/A ,38774628,-5937385,7180206,-19631570,0.346,268068,1.1315789473684212,1.0964912280701755,1.25,1.14,0.044499997,-0.283452047339199,20946700,USD,United States,buy,-2.318,undefined,undefined,Healthcare,Biotechnology
ADILW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ADMA,ADMA Biologics Inc,1.68,undefined,-0.628,N/A,undefined,2.3687754,-0.19 ,382629664,-90136696,34410568,-310222072,0.176,101780000,1.6633663366336633,1.6435643564356435,1.66,1.01,0.08140001,-0.4603179343662864,195814000,USD,United States,buy,-7.826,undefined,undefined,Healthcare,Biotechnology
ADMP,Adamis Pharmaceuticals Corporat,0.3517,undefined,-0.421,N/A,undefined,1.6590518,-9.67 ,66735444,-28986774,28731894,-28574326,0.193,775753,1.134516129032258,1.0925806451612903,0.3387,0.31,0.052699998,-0.1946910656475424,148886000,USD,United States,hold,-1.763,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ADN,"Advent Technologies Holdings, I",1.69,undefined,-0.258,N/A,undefined,0.6362952,1.48 ,109446784,-13192669,92492368,5873784,1.805,0,1.1118421052631577,1.0921052631578947,1.66,1.52,0.122,-0.2573998509373,51253600,USD,United States,strong_buy,-5.64,undefined,undefined,Utilities,Utilities—Renewable
ADNWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ADOC,Edoc Acquisition Corp.,10.24,undefined,None,,undefined,None,N/A ,120696992,None,412048,-120106792,0.035,0,1.024,1.02,10.2,10,0.0013,undefined,9554000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ADOCW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,,,
ADOCR,,0.2378,,None,,,None,Not Found!,,None,412048,,,0,,,0.1965,0.1965,,,,,,,,,,,
ADP,"Automatic Data Processing, Inc.",207.48,154.6948740740741,6.32,14.03,0.7455893294489788,16.467386,1.57 ,89013010432,3923987456,1764700032,-86216061056,4.201,3450299904,1.1078007368252443,1.1046505419403065,206.89,187.29,0.0108,9.312141552598105,421384000,USD,United States,hold,21.742,227.9336336770754,1.0985812303695557,Industrials,Staffing & Employment Services
ADPT,Adaptive Biotechnologies Corpor,6.88,-19.00973827160494,-1.367,4.30,-2.763043353430951,1.7835498,0.75 ,3153053440,-120849624,415040000,-747887616,2.941,113152000,1.1096774193548387,1.1419354838709677,7.08,6.2,0.0372,-0.856287900688717,141132000,USD,United States,buy,-17.502,-11.907687547355197,-1.7307685388597671,Healthcare,Biotechnology
ADRE,,36.95,,None,,,None,Not Found!,,,,,,,,,37.36,36.28,,,,,,,,,,,
ADSEW,,0.4601,,-99.619,,,None,N/A ,,None,None,,,7094000,,,0.5,0.5,,,,,,,,,,,
ADSE,,5.53,,-99.619,N/A,,None,1.59 ,,None,None,,,7094000,,,5.57,5.53,,,,,,,,,,,
ADTH,"AdTheorent Holding Company, Inc",8.44,undefined,0.31,N/A,undefined,5.8385878,6.67 ,264483088,None,22640000,-808447808,0.52,26806000,2.0555284948855332,2.0701412566975157,8.5,4.106,None,undefined,89750304,USD,United States,buy,7.562,undefined,undefined,Communication Services,Advertising Agencies
ADTHW,,0.62,,0.31,,,0.567087,N/A ,,None,22640000,,,26806000,,,0.6799,0.6799,,,,,,,,,,,
ADSK,"Autodesk, Inc.",185.05,240.41626074074077,5.928,28.83,1.2991962212415065,33.907436,3.58 ,62451806208,1292612480,1792099968,-41557977472,8.147,3049499904,1.0549569579841516,1.063565361153868,186.56,175.41,0.0128,5.876232660416784,219972992,USD,United States,buy,79.587,238.31678196019203,1.2878507536351906,Technology,Software—Application
ADTN,"ADTRAN, Inc.",17.25,0.3989333333333334,0.034,2.30,0.023126570048309182,2.3527837,5.32 ,898894400,23449000,78113000,-777681368,1.605,0,1.058282208588957,1.0539877300613496,17.18,16.3,0.052199997,0.48169679539852095,48680000,USD,United States,buy,100.75,5.651909066009313,0.3276469023773515,Technology,Communication Equipment
