TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW
AAPL,Apple Inc.,156.54,139.45306542056076,5.61,15.68,0.8908462081293009,40.94767,7.66 ,3022112423936,73295003648,62639001600,-2517759471616,3.818,136521998336,1.2804907975460122,1.2611950920245398,154.1811,122.25,0.0069,4.467464138872635,16406400000,USD,United States,buy,25.135,111.05197305208817,0.7094159515273296
AATC,Autoscope Technologies Corporat,6.43,15.733598130841123,0.537,20.00,2.4469048414993972,1.6497264,9.30 ,29160804,1562000,8502000,-25504152,1.583,111000,1.2707509881422925,1.2470355731225298,6.31,5.06,0.0063,0.29075503237023054,5372220,USD,United States,none,14.19,8.518850714772642,1.3248601422663517
AAXJ,,69.57,,None,,,None,Not Found!,,,,,,,,,68.22,67.99,,,,,,,,,
AAWW,Atlas Air Worldwide Holdings,71.84,321.77724299065426,16.919,10.00,4.479081890181713,0.7856084,1.78 ,4627590656,196027008,773910976,-1287969088,26.661,2621171968,1.1562852084339288,1.1160469982295187,69.34,62.13,0.1934,6.7529620404915205,29028300,USD,United States,buy,4.899,128.43250235888078,1.7877575495389864
ABCB,Ameris Bancorp,43.44,94.65140186915889,5.58,8.00,2.1788996747043945,1.025543,,432954752,None,3777502976,791545600,54.449,555707008,1.095034030753718,1.06201159566423,42.13,39.67,0.0414,undefined,69635200,USD,United States,buy,None,undefined,undefined
ABGI,ABG Acquisition Corp. I,9.84,undefined,-0.099,,undefined,None,N/A ,187681376,None,617654,-189035162,0.032,0,1.0239334027055151,1.0208116545265349,9.81,9.61,0.0002,undefined,15566300,USD,United States,none,None,undefined,undefined
ABEO,Abeona Therapeutics Inc.,0.1814,undefined,-0.567,N/A,undefined,0.20996168,-13.77 ,-25334990,-27067876,66998000,42894002,0.657,6165000,1.149556400506971,1.0,0.1578,0.1578,0.0153,-0.18461495859989907,146618000,USD,United States,buy,0.466,undefined,undefined
ABIO,"ARCA biopharma, Inc.",2.29,undefined,-1.485,N/A,undefined,0.59063137,N/A ,-29850322,-10266125,58313000,24881568,4.047,507000,1.3391812865497077,1.3216374269005846,2.26,1.71,0.0226,-0.712425659780293,14410100,USD,United States,none,1.59,undefined,undefined
ABCM,Abcam plc,14.43,undefined,0.097,N/A,undefined,4.932288,5.11 ,4753900032,15400000,219900000,-2993803424,0.972,110500000,1.0484175651719028,1.0,13.7636,13.7636,None,0.06728299051047693,228884000,USD,United Kingdom,buy,77.933,undefined,undefined
ABCL,AbCellera Biologics Inc.,7.76,12.24803738317757,0.644,10.00,1.5783553328837074,2.1940432,6.19 ,1942038912,167605184,753478976,-1341483584,2.676,31759000,1.0996797324490546,1.0,7.0566,7.0566,0.1225,0.5952290415966714,281580992,USD,Canada,buy,6.505,11.320477566815201,1.4588244287132992
ABMD,"ABIOMED, Inc.",272.25,63.55107102803739,3.257,10.48,0.23342909468516948,8.462803,43.78 ,15808732160,170232128,650558976,-11066867200,14.299,7854000,1.0800999761961438,1.000019836546854,252.065,252.06,0.0295,3.7415710313753503,45497500,USD,United States,buy,54.858,73.00609345145287,0.2681582863230592
ABOS,"Acumen Pharmaceuticals, Inc.",3.77,-388.66721495327107,-9.312,32.10,-103.09475197699498,0.6312869,N/A ,57831956,None,199964000,52652096,4.941,0,1.0619718309859156,1.0,3.55,3.55,0.0337,undefined,40470300,USD,United States,buy,None,undefined,undefined
ABST,Absolute Software Corporation,7.37,undefined,-0.137,N/A,undefined,20.22663,0.06 ,659360960,53557952,61596000,-294123072,1.222,279942016,1.0365682137834036,1.0014064697609002,7.12,7.11,None,1.0750161981188504,49820600,USD,Canada,buy,83.516,undefined,undefined
ABSI,Absci Corporation,5.22,-50.21839252336449,-2.684,9.70,-9.6203817094568,1.1617366,3.75 ,425778048,None,279262016,-171658592,3.016,21715000,1.1298701298701297,1.0,4.62,4.62,0.0828,undefined,92591504,USD,United States,hold,-8.785,undefined,undefined
ABNB,"Airbnb, Inc.",143.09,-882.052785046729,-7.886,100.30,-6.164321651035914,19.102798,4.72 ,98488967168,2307960832,7920702976,-78390536704,12.649,2430998016,1.1031531878806569,1.025672654382854,133.04,129.71,0.036199998,6.654559176988905,346824000,USD,United States,buy,-38.111,744.315553553301,5.2017300548836465
ABTX,"Allegiance Bancshares, Inc.",41.46,undefined,3.729,N/A,undefined,1.0506595,,308667040,None,757508992,-82890880,37.248,198803008,1.2087463556851312,1.1922740524781343,40.895,34.3,0.0221,undefined,20247500,USD,United States,hold,None,undefined,undefined
ABVC,"ABVC Biopharma, Inc.",2.44,undefined,-0.418,N/A,undefined,7.926045,3.25 ,98972688,-6283795,3826929,-66695239,0.135,3501351,1.2512820512820513,1.2512820512820513,2.44,1.95,0.0081,-0.2196409222143771,28609400,USD,United States,none,-9.805,undefined,undefined
ABUS,Arbutus Biopharma Corporation,2.55,undefined,-0.917,N/A,undefined,None,-1.58 ,464351040,-36304124,121403000,-220827560,0.897,2741000,1.1283185840707965,1.0840707964601772,2.45,2.26,0.0311,-0.2683846716326532,135268992,USD,United States,buy,-7.099,undefined,undefined
ACAB,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACABU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACABW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACAH,Atlantic Coastal Acquisition Co,9.79,undefined,None,,undefined,None,N/A ,419393664,None,212592,-422412432,0.005,0,1.0187304890738813,1.0187304890738813,9.79,9.61,None,undefined,34500000,USD,United States,none,None,undefined,undefined
ACAHU,,9.8,,None,,,None,N/A ,,None,212592,,,0,,,9.8,9.54,,,,,,,,,
ACAD,ACADIA Pharmaceuticals Inc.,18.83,-41.32710280373831,-1.2,25.00,-2.194747891860771,5.068027,7.37 ,3610345216,-37918000,540291008,-2334026048,3.361,65827000,1.200892857142857,1.1262755102040816,17.66,15.68,0.06,-0.2358730000746473,160756000,USD,United States,hold,-26.45,-8.123289768925936,-0.4314014747172563
ACAHW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACAX,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAXR,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,
ACAXW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACAXU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,2.93,undefined,-2.509,N/A,undefined,0.2749242,-1.72 ,1175278720,-161696752,375272992,-181876960,1.893,406776000,1.0654545454545454,1.0,2.75,2.75,None,-0.8157109590976048,198228000,USD,Canada,hold,-5.711,undefined,undefined
ACBA,Ace Global Business Acquisition,10.27,undefined,-0.095,,undefined,None,N/A ,61275776,None,316825,-61676135,0.052,144499,1.0587628865979382,1.0556701030927835,10.24,9.7,None,undefined,6054000,USD,Hong Kong,none,None,undefined,undefined
ACBAU,,10.895,,-0.095,,,None,N/A ,,None,316825,,,144499,,,10.26,9.76,,,,,,,,,
ACBAW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACCD,"Accolade, Inc.",6.16,-20.728112149532713,-2.653,-0.90,-3.3649532710280377,0.52822,0.21 ,1305672192,96218248,365982016,-23336928,5.466,280259008,1.3362255965292842,1.2386117136659436,5.71,4.61,0.0747,1.443327123103555,66664200,USD,United States,strong_buy,-13.605,11.276836214154878,1.8306552295705971
ACER,Acer Therapeutics Inc.,2.18,undefined,-1.244,N/A,undefined,13.84106,-5.31 ,22492438,-993427,12710762,-17197554,0.888,0,1.2976190476190477,1.2380952380952381,2.08,1.68,0.0176,-0.0694209025729899,14310200,USD,United States,buy,-1.417,undefined,undefined
ACET,"Adicet Bio, Inc.",15.34,-77.81091588785047,-2.013,29.10,-5.072419549403551,2.2065313,9.73 ,371232096,-36551624,192226000,-394922032,6.015,20535000,2.4544,2.2944,14.34,6.25,0.051599998,-0.9337924339348852,39143200,USD,United States,strong_buy,-8.15,-36.0950047360251,-2.352999004956004
ACEV,ACE Convergence Acquisition Cor,9.93,undefined,-0.114,,undefined,None,N/A ,288368384,None,15842,-285184158,0.001,309210,1.0311526479750777,1.0264797507788161,9.885,9.63,0.0347,undefined,23000000,USD,United States,none,None,undefined,undefined
ACEVW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACEVU,,10.3,,-0.114,,,None,N/A ,,None,15842,,,309210,,,10,9.45,,,,,,,,,
ACGLN,,18.65,,4.961,,,0.55982065,Not Found!,,968958400,4323366912,,,2724148992,,,18.17,18.17,,,,,,,,,
ACGL,Arch Capital Group Ltd.,46.45,294.5303971962617,4.961,49.25,6.340805106485719,1.4291856,,17673977856,968958400,4323366912,-13647310848,11.244,2724148992,1.271557623870791,1.2598549137695045,46.0225,36.53,0.0069999998,2.509383685067518,386134016,USD,Bermuda,none,7.413,148.97999868590102,3.2073196703100324
ACGLO,Arch Capital Group Ltd. - Depos,22.43,undefined,4.961,,undefined,0.6786636,Not Found!,9061095424,968958400,4323366912,-8562900992,11.244,2724148992,1.0288990825688074,1.0027522935779816,21.86,21.8,None,2.404727218666305,402939008,USD,Bermuda,none,3.801,undefined,undefined
ACHC,"Acadia Healthcare Company, Inc.",70.94,-116.7328738317757,-7.495,6.65,-1.6455155600757783,2.5757742,2.54 ,6860157952,47268500,196312992,-6139649632,2.183,1567682048,1.4168164569602555,1.3906530856800479,69.63,50.07,0.0403,0.5255816384168227,89935600,USD,United States,buy,13.818,8.185811218893786,0.11539062896664486
ACHL,Achilles Therapeutics plc,2.3,-34.688859813084115,-2.884,3.20,-15.082112962210486,0.28746343,N/A ,-128189184,None,266319008,178615448,6.559,12259000,1.1330049261083743,1.0394088669950738,2.11,2.03,None,undefined,40603500,USD,United Kingdom,buy,2.021,undefined,undefined
ACIW,"ACI Worldwide, Inc.",27.37,15.089532710280373,0.716,12.00,0.551316503846561,2.6474636,2.21 ,5168485888,295395616,141482000,-3024570352,1.203,1145763968,1.055534130350945,1.0154261473197068,26.33,25.93,0.0201,2.512593913206199,117566000,USD,United States,buy,22.309,52.952329666168026,1.934685044434345
ACKIT,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACIU,AC Immune SA,3.28,undefined,-1.07,N/A,undefined,1.354209,N/A ,97519192,-45727000,188584000,-53349504,2.587,2569000,1.0347003154574133,1.0,3.17,3.17,0.0166,-0.6293915777725217,72652704,USD,Switzerland,strong_buy,-1.334,undefined,undefined
ACHV,"Achieve Life Sciences, Inc.",7.33,-108.78742990654207,-4.503,15.00,-14.841395621629205,2.0539362,N/A ,37113352,-15321500,33312000,-37967688,3.524,91000,1.304270462633452,1.2597864768683273,7.08,5.62,0.044899996,-1.6207156261040838,9453540,USD,Canada,buy,-1.219,-39.154671901673424,-5.341701487267861
ACKIU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACKIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACLS,"Axcelis Technologies, Inc.",57.14,65.92289719626169,2.25,20.00,1.1537083863538973,3.7996995,7.54 ,2282319616,62048876,271084992,-1667661760,8.138,55687000,1.7128297362110312,1.6609712230215827,55.41,33.36,0.035,1.862669564538692,33311800,USD,United States,buy,22.777,54.57447742830654,0.955101110050867
ACLX,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACMR,"ACM Research, Inc.",16.03,41.926962616822436,1.431,20.00,2.6155310428460656,1.6786923,3.53 ,1142586752,None,592564992,302093856,30.286,39140000,1.1390336603276567,1.0338702281826204,14.55,14.073333,0.0734,undefined,17811900,USD,United States,buy,27.983,undefined,undefined
ACNB,ACNB Corporation,33.79,undefined,3.488,N/A,undefined,1.093856,,-337602496,None,722782016,428193024,83.125,89721000,1.2514814814814814,1.2477777777777777,33.69,27,0.004,undefined,8695070,USD,United States,none,None,undefined,undefined
ACON,,,,,,,,-32.73 ,,,,,,,,,,,,,,,,,,,
ACONW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACQRU,,9.98,,None,,,None,N/A ,,None,1435699,,,0,,,9.83,9.76,,,,,,,,,
ACQR,Independence Holdings Corp.,9.81,undefined,None,,undefined,None,N/A ,602769664,None,1435699,-605241165,0.023,0,1.0186915887850467,1.0176531671858775,9.8,9.63,None,undefined,49399500,USD,United States,none,None,undefined,undefined
ACOR,"Acorda Therapeutics, Inc.",1.19,-656.9544392523364,-17.041,29.00,-552.0625539935601,0.06586627,-2.81 ,180802752,7839250,36168000,25320910,3.23,188979008,1.2659574468085106,1.0001063829787236,0.9401,0.94,0.0221,0.6997955758690257,11202200,USD,United States,buy,-3.634,26.978100471586277,22.670672665198552
ACQRW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",12.47,-132.3533364485981,-1.553,74.40,-10.613739891627754,3.341815,5.09 ,717473856,None,197882000,-525824688,3.232,3052000,1.3466522678185746,1.2602591792656588,11.67,9.26,0.044099998,undefined,61227300,USD,United States,strong_buy,-11.2,undefined,undefined
ACST,"Acasti Pharma, Inc.",1.03,undefined,-0.464,N/A,undefined,0.39550212,6.86 ,12585102,-5023875,50790000,4962828,1.147,43000,1.10752688172043,1.075268817204301,1,0.93,0.02,-0.11343597165836498,44288200,USD,Canada,strong_buy,-1.824,undefined,undefined
ACRX,"AcelRx Pharmaceuticals, Inc.",0.2096,undefined,-0.325,N/A,undefined,None,-9.11 ,26201730,-19156500,48699000,19465844,0.408,20396000,1.048,1.025,0.205,0.2,0.0197,-0.16054861338093682,119319000,USD,United States,buy,-0.746,undefined,undefined
ACT,"Enact Holdings, Inc.",23.79,67.75161121495327,2.974,13.66,2.847902951448225,0.9038409,,3845215488,316884864,464081984,-3333346752,2.85,739838016,1.2681236673773986,1.2273454157782515,23.025,18.76,None,1.945989093588799,162840000,USD,United States,buy,None,44.33217770590707,1.8634795168519156
ACTD,ArcLight Clean Transition Corp.,9.92,undefined,None,,undefined,None,N/A ,382026656,None,1092857,-384360551,0.028,0,1.032258064516129,1.029136316337149,9.89,9.61,None,undefined,31116300,USD,United States,none,None,undefined,undefined
ACTDU,,11.01,,None,,,None,N/A ,,None,1092857,,,0,,,10.15,9.79,,,,,,,,,
ACTDW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACTG,Acacia Research Corporation,4.57,3.8674766355140187,0.132,20.00,0.8462749749483629,1.0033224,1.69 ,-151707440,13316625,642732992,418081680,12.96,183956000,1.384848484848485,1.3484848484848486,4.45,3.3,0.0159,0.26852419447530745,49591900,USD,United States,none,10.262,7.86750794093541,1.7215553481259103
ACWI,,91.54,,None,,,None,Not Found!,,,,,,,,,89.71,89.7,,,,,,,,,
ACVA,ACV Auctions Inc.,11.97,-5.4018224299065425,-0.565,0.80,-0.45128006933220904,2.9989212,2.74 ,2222497792,None,601651008,-1128343104,3.867,2017000,1.162135922330097,1.0514563106796115,10.83,10.3,0.038399998,undefined,93285104,USD,United States,buy,-38.09,undefined,undefined
ACWX,,48.19,,None,,,None,Not Found!,,,,,,,,,47.37,47.37,,,,,,,,,
ACXP,"Acurx Pharmaceuticals, Inc.",3.73,undefined,-1.479,N/A,undefined,2.751773,N/A ,33963808,None,14459046,-25178258,1.415,0,1.2071197411003236,1.2189967637540453,3.7667,3.09,0.022,undefined,10215800,USD,United States,buy,None,undefined,undefined
ADAL,Anthemis Digital Acquisitions I,9.95,undefined,None,,undefined,4974.9995,N/A ,299592032,None,458,-300365174,0,132500,1.4275466284074605,1.4275466284074605,9.95,6.97,None,undefined,23000000,USD,United States,none,None,undefined,undefined
ADAG,Adagene Inc.,3.5,undefined,-2.504,N/A,undefined,0.75590926,1.06 ,135376224,None,208274208,67521472,4.779,7674029,1.08359133126935,1.0,3.23,3.23,None,undefined,43576700,USD,China,buy,-2.24,undefined,undefined
ADALU,,10.2637,,None,,,5131.8496,N/A ,,None,458,,,132500,,,10.03,10,,,,,,,,,
ADALW,,0.2889,,None,,,135,N/A ,,None,458,,,132500,,,0.27,0.241,,,,,,,,,
ADAP,Adaptimmune Therapeutics plc,1.78,-9.78588785046729,-1.002,1.00,-5.497689803633309,1.1082307,-1.80 ,191981552,-105806248,240120000,-26988848,1.537,25971000,1.082066869300912,1.0,1.645,1.645,None,-0.6773594018078922,156204000,USD,United Kingdom,hold,-1.279,-6.615332475600443,-3.7164789188766534
ADERU,,10.1,,None,,,None,N/A ,,None,311463,,,0,,,10.1,9.99,,,,,,,,,
ADBE,Adobe Inc.,400.51,245.67728971962617,10.02,15.35,0.6134111251145444,12.578331,11.82 ,251102642176,None,5798000128,-180244564480,12.181,4672999936,1.0462097069118645,1.0004231753826864,382.982,382.82,0.0134000005,undefined,475800000,USD,United States,buy,38.165,undefined,undefined
ADER,26 Capital Acquisition Corp.,9.92,undefined,None,,undefined,None,N/A ,338626048,None,311463,-339657305,0.009,0,1.0333333333333334,1.0322916666666668,9.91,9.6,None,undefined,27500000,USD,United States,none,None,undefined,undefined
ADERW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADES,"Advanced Emissions Solutions, I",5.96,180.3604205607477,2.999,50.00,30.261815530326796,0.7564552,4.91 ,58072240,16085875,66139000,-43844528,3.615,11312000,1.2956521739130435,1.25,5.75,4.6,0.0105,0.8526790210494511,18865100,USD,United States,buy,4.08,51.28027570517026,8.60407310489434
ADGI,"Adagio Therapeutics, Inc.",2.98,undefined,-14.738,N/A,undefined,0.50597334,N/A ,-81138272,None,666321984,345916224,5.989,0,1.1057513914656771,1.0400371057513915,2.8029,2.695,0.112799995,undefined,111252000,USD,United States,hold,None,undefined,undefined
ADI,"Analog Devices, Inc.",158.24,82.80717757009346,3.46,14.78,0.5233011727129263,2.1588476,4.07 ,94330912768,1119481856,1977964032,-80041970176,3.765,7118233088,1.100340727348585,1.073291148042556,154.35,143.81,0.0126,2.1310028133728594,525331008,USD,United States,buy,33.122,51.00067293911419,0.32229950037357297
ADIL,"Adial Pharmaceuticals, Inc",1.34,undefined,-1.004,N/A,undefined,3.7784092,N/A ,38774628,-5937385,7180206,-20678906,0.346,268068,1.0428015564202335,1.0,1.285,1.285,0.044499997,-0.283452047339199,20946700,USD,United States,buy,-2.318,undefined,undefined
ADILW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADMA,ADMA Biologics Inc,1.88,undefined,-0.628,N/A,undefined,2.409152,-0.16 ,382629664,-90136696,34410568,-316096472,0.176,101780000,1.8613861386138613,1.7524752475247525,1.77,1.01,0.08140001,-0.4603179343662864,195814000,USD,United States,buy,-7.826,undefined,undefined
ADNWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADN,"Advent Technologies Holdings, I",1.93,undefined,-0.258,N/A,undefined,0.7266566,1.71 ,109446784,-13192669,92492368,-6427080,1.805,0,1.1123919308357348,1.0489913544668588,1.82,1.735,0.122,-0.2573998509373,51253600,USD,United States,strong_buy,-5.64,undefined,undefined
ADMP,Adamis Pharmaceuticals Corporat,0.4167,undefined,-0.421,N/A,undefined,1.7336208,-9.54 ,66735444,-28986774,28731894,-31150058,0.193,775753,1.0684615384615386,1.0069230769230768,0.3927,0.39,0.052699998,-0.1946910656475424,148886000,USD,United States,hold,-1.763,undefined,undefined
ADOC,Edoc Acquisition Corp.,10.22,undefined,None,,undefined,None,N/A ,120696992,None,412048,-122349544,0.035,0,1.022,1.022,10.22,10,0.0013,undefined,9554000,USD,United States,none,None,undefined,undefined
ADOCR,,0.2925,,None,,,None,Not Found!,,None,412048,,,0,,,0.16,0.16,,,,,,,,,
ADOCW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADP,"Automatic Data Processing, Inc.",218.56,146.38183177570096,6.32,14.03,0.6697558188858939,17.110182,1.60 ,89013010432,3923987456,1764700032,-89650344064,4.201,3450299904,1.1669603289017032,1.1423727908590957,213.955,187.29,0.0108,9.312141552598105,421384000,USD,United States,hold,21.742,215.68486364302694,0.9868450935350793
ADPT,Adaptive Biotechnologies Corpor,8.85,-17.98818691588785,-1.367,4.30,-2.0325634933206613,1.7792209,0.91 ,3153053440,-120849624,415040000,-745065088,2.941,113152000,1.1132075471698113,1.0012452830188678,7.9599,7.95,0.0372,-0.856287900688717,141132000,USD,United States,buy,-17.502,-11.26778845018424,-1.2731964350490668
ADRE,,39.52,,None,,,None,Not Found!,,,,,,,,,38.4619,38.12,,,,,,,,,
ADSEW,,0.76,,-99.619,,,None,N/A ,,None,None,,,7094000,,,0.76,0.76,,,,,,,,,
ADSE,,6.47,,-99.619,N/A,,None,N/A ,,None,None,,,7094000,,,6.25,6.25,,,,,,,,,
ADTH,"AdTheorent Holding Company, Inc",8.54,undefined,0.31,N/A,undefined,5.2648177,6.21 ,264483088,None,22640000,-726775104,0.52,26806000,2.079883097905504,1.948368241597662,8,4.106,None,undefined,89750304,USD,United States,buy,7.562,undefined,undefined
ADTHW,,0.84,,0.31,,,0.49810848,N/A ,,None,22640000,,,26806000,,,0.76,0.76,,,,,,,,,
ADSK,"Autodesk, Inc.",198.39,227.4966953271028,5.928,28.83,1.146714528590669,33.339645,3.52 ,62451806208,1292612480,1792099968,-40832067968,8.147,3049499904,1.1010044952550084,1.0383761584993618,187.105,180.19,0.0128,5.876232660416784,219972992,USD,United States,buy,79.587,225.5100390043873,1.1367006351347715
ADTN,"ADTRAN, Inc.",16.82,0.37749532710280376,0.034,2.30,0.022443241801593565,2.4544969,5.80 ,898894400,23449000,78113000,-814678232,1.605,0,1.0319018404907976,1.0226993865030676,16.67,16.3,0.052199997,0.48169679539852095,48680000,USD,United States,buy,100.75,5.348184980686383,0.3179658133582867
ADTX,"Aditxt, Inc.",0.3652,undefined,-1.857,N/A,undefined,0.6693309,-12.54 ,9486144,-14227312,5469435,-8643856,0.203,4777420,1.2052805280528054,1.1016501650165016,0.3338,0.303,0.0155,-0.36300923386242845,39192700,USD,United States,buy,-0.426,undefined,undefined
ADUS,Addus HomeCare Corporation,80.49,61.12196261682244,2.53,15.00,0.7593733708140444,2.2673106,3.55 ,1545826304,61405752,152379008,-1126432000,9.66,263928992,1.1738369549365613,1.1465655534490304,78.62,68.57,0.039,3.8553531649861243,15927400,USD,United States,strong_buy,18.349,93.14100870550591,1.1571749124798847
ADVM,"Adverum Biotechnologies, Inc.",1.06,undefined,-1.52,N/A,undefined,0.2893617,-1.84 ,-55259696,-73182872,332704992,232589856,3.39,122365000,1.0495049504950495,1.0,1.01,1.01,0.0765,-0.7456068182181255,98152096,USD,United States,hold,0.387,undefined,undefined
ADV,Advantage Solutions Inc.,5.24,-9.512306542056075,-0.403,14.46,-1.8153256759648997,0.6739974,0.94 ,4033399296,None,173928000,-1485842624,0.546,2040195968,1.0543259557344065,1.0301810865191148,5.12,4.97,0.0319,undefined,318574016,USD,United States,buy,8.546,undefined,undefined
ADVWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
AEACW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
AEACU,,9.93,,None,,,None,N/A ,,None,660076,,,0,,,9.91,9.885,,,,,,,,,
AEAC,Authentic Equity Acquisition Co,9.84,undefined,None,,undefined,None,N/A ,291989920,None,660076,-294839924,0.022,0,1.0250000000000001,1.0260416666666667,9.85,9.6,0.0016,undefined,23000000,USD,United States,none,None,undefined,undefined
ADXN,Addex Therapeutics Ltd,4.5,undefined,-2.658,,undefined,1.8329072,-18.93 ,23929096,-6191379,15486114,-9082196,2.721,521224,1.1078286558345642,1.0585918266863612,4.3,4.062,None,-1.0877659733337082,5691830,USD,Switzerland,none,-1.79,undefined,undefined
AEAE,,9.96,,None,,,None,N/A ,,None,48349,,,250000,,,9.96,3.85,,,,,,,,,
AEAEU,,10.12,,None,,,None,N/A ,,None,48349,,,250000,,,10.12,9.91,,,,,,,,,
AEAEW,,0.23,,None,,,None,N/A ,,None,48349,,,250000,,,0.227,0.227,,,,,,,,,
AEHA,Aesther Healthcare Acquisition ,10.11,undefined,None,,undefined,None,N/A ,131087800,None,1162203,-132674797,0.088,0,1.0160804020100502,1.015075376884422,10.1,9.95,None,undefined,10600000,USD,United States,none,None,undefined,undefined
AEHAU,,10.19,,None,,,None,N/A ,,None,1162203,,,0,,,10.16,10.02,,,,,,,,,
