TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
ASRVP,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
ASTC,Astrotech Corporation,1.07,undefined,-0.639,N/A,undefined,0.92962646,-2.47 , 24.59 Mil ,23106992,$-6.86,-3783500,31474000,-21477628,$5.45,3114000,1.1382978723404256,1.1170212765957448,1.05,0.94,0.0217, -3.5 ,-3.291
ASTE,"Astec Industries, Inc.",57.22,49.423745019920325,1.524,10.00,0.8637494760559302,1.9870017,5.91 , 1.10 Bil ,1209715456,$72,65356500,183800000,-1101859776,$243,1600000,1.1851698425849213,1.1711888980944491,56.545,48.28,0.0146, 15.69 ,17.431
ASTS,"AST SpaceMobile, Inc.",11.87,undefined,None,N/A,undefined,None,2.94 , 218.23 Mil ,123810864,$0.00,-43213376,42777000,-560908632,$137.45,7045000,1.7054597701149423,1.6652298850574712,11.59,6.96,None, -3.23 ,-5.275
ASTR,,9.24,,Unexpected error:<class 'TypeError'>,-32.21,,None,, 1.95 Bil ,,$,None,22548000,,$84.79,14993000,,,9.11,8.12,, -66.17 ,
ASTRW,,,,Key Error,,,,, - ,,$,,,,$84.79,,,,,,,Not Found!,
ASTSW,,,,Key Error,,,,N/A , - ,,$0.00,,,,$137.45,,,,,,,Not Found!,
ASYS,"Amtech Systems, Inc.",10.68,-5.995219123505977,-0.12,20.00,-0.5613501051971889,1.9652292,3.95 , 140.62 Mil ,95917264,$-6.05,-4845125,40399000,-123855064,$32.03,11096000,2.2020618556701033,2.169072164948454,10.52,4.85,0.0173, 52.41 ,72.665
ASUR,Asure Software Inc,8.58,-56.78717131474105,-0.967,25.00,-6.6185514352845045,1.1071663,-0.38 , 160.53 Mil ,161813424,$-5.58,9464000,24290000,-135975440,$236.20,29645000,1.3179723502304148,1.293394777265745,8.42,6.51,0.1041, 42.69 ,39.076
ATAI,,16.97,,Unexpected error:<class 'TypeError'>,N/A,,None,72.57 , 2.17 Bil ,,$0.00,None,104369000,,$21.07,5365000,,,16.14,13.13,,Not Found!,
ATAX,America First Multifamily Inves,6.7,undefined,0.07,N/A,undefined,1.119567,, 1.22 Bil ,1213659904,$19.64,None,52386692,-350266204,$793.75,777148032,1.8356164383561644,1.8054794520547945,6.59,3.65,0.0046,Not Found!,None
ATCOL,,26.49,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,-419738240,591000000,,Not Found!,5864699904,,,26.34,25.6,,,
ATEC,"Alphatec Holdings, Inc.",14.45,-42.36884462151395,-1.179,12.00,-2.932099973807194,8.881163,1.50 , 1.43 Bil ,1473780096,$-125.4,-23709750,107765000,-1255417976,$227.5,43160000,2.457482993197279,2.3554421768707483,13.85,5.88,0.0269, -19.19 ,-41.941
ATCX,"Atlas Technical Consultants, In",10.12,undefined,None,N/A,undefined,None,1.97 , 799.45 Mil ,779350336,$27.4,22071624,11806000,-305178608,$557.8,480550016,2.0444444444444443,2.0054949494949494,9.9272,4.95,0.0128, 16.82 ,19.623
ATER,"Aterian, Inc.",10.18,undefined,None,N/A,undefined,None,-0.50 , 413.52 Mil ,217190032,$-17.9,49875,61934000,-339209360,$183.3,82746000,3.3486842105263155,3.3730263157894735,10.254,3.04,0.17879999, -2.96 ,-8.343
ATEX,Anterix Inc.,60.76,undefined,-3.126,N/A,undefined,5.0403256,15.24 , 1.00 Bil ,1018174592,$-26.44,-25224500,117538000,-965523120,$38.88,7071000,2.2284980744544285,2.1978360535485053,59.924,27.265,0.0939, -20.16 ,-21.568
ATHE,Alterity Therapeutics Limited,1.36,undefined,-0.66,N/A,undefined,1.2941177,N/A , 34.27 Mil ,8970848,$-13.17,-8639113,35042176,-10806176,$2.38,9110,1.2477064220183487,1.201834862385321,1.31,1.09,None, -3.18 ,-0.565
ATHA,"Athira Pharma, Inc.",11.09,undefined,None,N/A,undefined,None,N/A , 130.72 Mil ,78870096,$-35.12,None,304190016,-106376352,$9.42,1900000,1.2488738738738738,1.2184684684684683,10.82,8.88,0.052800003, -3.29 ,-2.683
ATHX,"Athersys, Inc.",1.58,-225.55749800796815,-0.451,276.80,-142.7579101316254,8.707865,-9.13 , 303.73 Mil ,310521056,$-75.53,-40191124,56654000,-287580848,$42.25,9692000,1.1703703703703703,1.1444444444444444,1.545,1.35,0.066599995, -3.3 ,-3.377
ATIF,ATIF Holdings Limited,4.62,undefined,-0.374,,undefined,12.378378,0.55 , 37.23 Mil ,61308000,$-4.64,1433764,2637222,-232603018,$2.18,4276487,10.973871733966746,9.995961995249408,4.2083,0.421,0.0392, -5.02 ,-6.063
ATLC,Atlanticus Holdings Corporation,54.94,197.44254980079685,3.952,20.00,3.593785034597686,10.267401,, 1.66 Bil ,1657755776,$253.2,None,265868992,-623104384,"$1,163.4",988065984,4.9053571428571425,4.833928571428571,54.14,11.2,0.0232,Not Found!,None
ATLCP,,24.94,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,265868992,,Not Found!,988065984,,,24.85,24.33,,,
ATLO,Ames National Corporation,23.22,undefined,2.336,N/A,undefined,1.0294642,, 47.20 Mil ,84754240,$27.92,None,166172000,-44537824,"$1,875.34",36268000,1.4047186932849363,1.3914095583787054,23,16.53,0.0039,Not Found!,None
ATNFW,,,,Key Error,,,,N/A , - ,,$-13.61,,,,$53.55,,,,,,,Not Found!,
ATNF,180 Life Sciences Corp.,5.98,undefined,None,,undefined,None,N/A , 201.72 Mil ,60232568,$-13.61,-2089854,473851,-133132413,$53.55,2720422,3.147368421052632,2.910526315789474,5.53,1.9,None, -4.39 ,-2.498
ATNI,"ATN International, Inc.",46.84,-32.973705179282874,-0.66,20.00,-0.7039646707788828,1.135864,2.57 , 794.67 Mil ,869770304,$8.1,49373500,94885000,-645450808,$325.4,151878000,1.1427177360331788,1.1063674066845572,45.35,40.99,0.0186, 9.22 ,7.684
ATOM,Atomera Incorporated,24.24,undefined,-0.74,N/A,undefined,15.173267,165.47 , 526.57 Mil ,504804576,$-12.31,-6845125,36738000,-528141488,$1.98,1083000,3.041405269761606,3.028858218318695,24.14,7.97,0.1702, -36.51 ,-34.106
ATOS,"Atossa Therapeutics, Inc.",3.66,undefined,-0.712,N/A,undefined,3.4491746,N/A , 360.27 Mil ,330463488,$-15.86,-9029822,142432960,-337238336,$1.80,4720,4.518518518518518,4.481481481481481,3.63,0.81,0.187, -19.76 ,-18.125
ATNX,"Athenex, Inc.",3.49,66.91043187250997,-1.724,-30.64,19.172043516478503,1.9751626,-2.12 , 409.69 Mil ,406394880,$-151.1,-87464248,130224000,-182108416,$239.1,158432000,1.1185897435897436,1.0705128205128205,3.34,3.12,0.120799996, -2.94 ,-3.181
ATRC,"AtriCure, Inc.",76.5,-55.7555378486056,-1.116,20.00,-0.7288305601124915,8.708022,6.17 , 3.34 Bil ,3319684608,$-13.9,-391375,227204992,-3180406144,$316.0,73575000,2.247356051703878,2.185957696827262,74.41,34.04,0.045900002, -79.08 ,-112.095
ATRA,"Atara Biotherapeutics, Inc.",15.07,undefined,-3.82,N/A,undefined,3.303835,0.94 , 916.10 Mil ,635934144,$-189.72,-103034248,435160992,-883161696,$125.25,12569000,1.2760372565622353,1.2489415749364945,14.75,11.81,0.16610001, -3.12 ,-2.092
ATRI,Atrion Corporation,746,undefined,16.864,N/A,undefined,5.65987,33.75 , 1.32 Bil ,1059668864,$15.5,4138125,47820000,-1337317152,$26.9,0,1.3156966490299824,1.3156966490299824,746,567,0.0645, 29.32 ,23.618
ATRO,Astronics Corporation,13.08,-425.1346613545817,-3.76,56.00,-32.50264995065609,1.5070841,1.69 , 569.33 Mil ,710043136,$-13.7,25793376,40412000,-366147328,$347.6,197450000,2.0761904761904764,2.066666666666667,13.02,6.3,0.0574, 2412.41 ,34.094
ATSG,"Air Transport Services Group, I",26.45,-16.802390438247013,-1.065,0.50,-0.6352510562664277,1.7981957,1.39 , 3.38 Bil ,3218284800,$26,-49438624,51659000,-1945143688,"$2,096",1561927936,1.2348272642390288,1.2404295051353873,26.57,21.42,0.0358, 6.17 ,6.672
ATRS,"Antares Pharma, Inc.",3.83,50.55968127490041,0.33,78.90,13.200961168381308,5.210084,4.79 , 618.89 Mil ,666482560,$5.8,-241250,45126000,-582802576,$80.6,31738000,1.4562737642585553,1.414448669201521,3.72,2.63,0.0253, 22.74 ,24.292
ATSPT,,9.74,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,None,,$0.28,None,,,9.75,4.5,,Not Found!,
ATSPU,,9.82,,Unexpected error:<class 'TypeError'>,,,None,, - ,,$,None,None,,$0.28,None,,,9.83,9.75,,Not Found!,
ATSPW,,,,Key Error,,,,, - ,,$,,,,$0.28,,,,,,,Not Found!,
ATVC,,9.7,,Unexpected error:<class 'TypeError'>,,,None,, 333.68 Mil ,,$,None,None,,$28.64,12500,,,9.68,9.618,, -420.34 ,
ATVCU,,9.82,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$28.64,12500,,,9.82,9.8,,Not Found!,
ATVCW,,,,Key Error,,,,N/A , - ,,$,,,,$28.64,,,,,,,Not Found!,
ATVI,"Activision Blizzard, Inc",78.05,116.23011952191237,2.96,13.90,1.489175138012971,4.0356746,7.00 , 56.33 Bil ,57115373568,"$2,486",2376375040,9624999936,-52256634880,"$7,286",3606000128,1.096361848574238,1.0863885377159714,77.34,71.19,0.018099999, 15.46 ,16.863
ATXS,,,,Key Error,,,,N/A , 68.69 Mil ,,$-34.17,,,,$4.05,,,,,,, -2.07 ,
ATXI,"Avenue Therapeutics, Inc.",1.7,undefined,-0.297,N/A,undefined,19.886364,N/A , 27.35 Mil ,24469466,$-4.14,-2929500,1825000,-27484176,$0.55,0,1.1111111111111112,1.065359477124183,1.63,1.53,0.0464, -7.07 ,None
AUBAP,,28.01,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,None,968310976,,Not Found!,499737984,,,27.92,26,,,
AUB,Atlantic Union Bankshares Corpo,35,69.70756972111555,2.41,8.00,1.9916448491747298,1.0982714,, 2.08 Bil ,2377083648,$221.6,None,968310976,-1776698944,"$17,241.8",499737984,1.7848036715961244,1.755226925038246,34.42,19.61,0.016,Not Found!,None
ATY,AcuityAds Holdings Inc.,7.6,undefined,None,,undefined,None,11.36 , 394.27 Mil ,548914432,$13.32,21893940,27010140,-437648132,$28.81,14793958,3.2900432900432897,3.2900432900432897,7.6,2.31,None, 25.79 ,46.436
AUBN,"Auburn National Bancorporation,",35,undefined,2.148,N/A,undefined,1.192722,, 31.00 Mil ,-15999528,$-4.54,None,141252992,17642216,$930.19,3533000,1.0606060606060606,1.05,34.65,33,0.0025,Not Found!,None
AUDC,AudioCodes Ltd.,32.16,31.990278884462157,0.948,10.75,0.9947226021287985,5.084148,5.80 , 970.81 Mil ,932795520,$49.7,45862124,117487000,-966877032,$144.5,25364000,1.2416988416988417,1.217953667953668,31.545,25.9,0.0124, 21.68 ,20.32
AUID,,11.13,,Unexpected error:<class 'TypeError'>,,,None,30.51 , 257.09 Mil ,,$-5.18,-1787846,1805414,,$3.75,1275658,,,11.16,6.6,, -39.19 ,
AURC,Aurora Acquisition Corp.,10,undefined,None,,undefined,None,, 347.37 Mil ,345415200,$,None,1999935,-348005697,$30.33,212295,1.0395010395010396,1.0374220374220375,9.98,9.62,None, -260.99 ,None
AURCU,,10.31,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$,None,None,,$30.33,None,,,10.3,9.78,,Not Found!,
AUPH,Aurinia Pharmaceuticals Inc,19.35,undefined,-1.04,N/A,undefined,6.8823524,16.22 , 1.38 Bil ,1448404096,$-124.58,-71047128,348259008,-2200763712,$54.01,8881000,1.9907407407407407,1.9084362139917694,18.55,9.72,0.1005, -9.63 ,-11.494
AURCW,,,,Key Error,,,,N/A , - ,,$,,,,$30.33,,,,,,,Not Found!,
AUTL,Autolus Therapeutics plc,7.06,undefined,-1.4,N/A,undefined,1.1522843,3.61 , 319.89 Mil ,57329104,$-153.68,None,217450000,-262759856,$46.97,0,1.5347826086956522,1.4608695652173913,6.72,4.6,None, -1.88 ,-0.832
AUTO,"AutoWeb, Inc.",2.63,-11.157768924302792,-0.19,25.00,-4.24249768984897,2.0389104,-8.90 , 37.39 Mil ,41921980,$3.50,-246125,11218000,-24062656,$24.39,13281000,1.2232558139534884,1.2046511627906977,2.59,2.15,0.0355, 26.67 ,-156.425
AUUD,Auddia Inc.,2.96,undefined,None,,undefined,None,-1.86 , 34.34 Mil ,30474820,$-4.98,-6981030,6162647,-25341475,$2.67,2536144,1.339366515837104,1.244343891402715,2.75,2.21,0.0017, -14.1 ,-11.734
AUUDW,,0.6701,,Unexpected error:<class 'TypeError'>,,,None,N/A , - ,,$-4.98,-1562011,62958,,$2.67,11207149,,,0.6397,0.6397,,Not Found!,
AUVI,"Applied UV, Inc.",6.73,undefined,None,N/A,undefined,None,7.99 , 56.52 Mil ,93043184,$-4.49,-1761736,8909592,-51643604,$4.17,968107,1.4889380530973453,1.422566371681416,6.43,4.52,0.0139999995, -9.52 ,-24.231
AUVIP,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
AVAH,Aveanna Healthcare Holdings Inc,9.15,undefined,None,36.34,undefined,None,1.17 , 1.64 Bil ,3504518656,$0.0,None,67105000,-1583004440,"$1,211.7",1251154944,1.0777385159010602,1.0518256772673733,8.93,8.49,0.0139999995, 23.27 ,29.23
AVAV,"AeroVironment, Inc.",92,54.64484462151396,1.237,16.70,0.5939657024077605,4.2709565,5.86 , 2.44 Bil ,2538254592,$31.8,42926000,180712000,-2135177408,$310.2,222768992,1.5558937933367156,1.5232707593438186,90.071,59.13,0.0625, 59.98 ,36.499
AVCO,Avalon GloboCare Corp.,0.9274,undefined,-0.145,,undefined,16.720001,-3.33 , 82.52 Mil ,88356736,$-6.22,-2069955,1692540,-75945244,$7.15,3937243,1.1549190535491904,1.1209215442092153,0.9001,0.803,0.0671, -7.8 ,-7.833
AVCT,American Virtual Cloud Technolo,3.65,undefined,None,N/A,undefined,None,-0.83 , 187.14 Mil ,213651920,$-28.4,None,15313000,-58380600,$161.5,108284000,1.1128048780487805,1.000030487804878,3.2801,3.28,0.0301, -5.85 ,-10.022
AVCTW,,,,Key Error,,,,N/A , - ,,$-28.40,,,,$161.55,,,,,,,Not Found!,
AVDL,Avadel Pharmaceuticals plc,7.97,-3.9959362549800805,-0.097,15.00,-0.5013721775382787,3.410454,N/A , 407.45 Mil ,423605920,$-62.91,-35637752,204260992,-261300320,$163.71,143856992,1.650103519668737,1.6376811594202898,7.91,4.83,None, -6.94 ,-6.627
AVGO,Broadcom Inc.,493.49,320.62677290836666,10.759,8.50,0.64971280655812,8.531718,3.22 , 234.43 Bil ,222399184896,"$13,114",11484000256,9518000128,-194853509120,"$51,513",40438001664,1.4367357633632234,1.4455281239082334,496.51,343.48,0.015700001, 16.9 ,17.029
AVGOP,,1587,,Unexpected error:<class 'TypeError'>,,,None,Not Found!,,,Not Found!,11484000256,9518000128,,Not Found!,40438001664,,,1582.18,1172.94,,,
AVEO,"AVEO Pharmaceuticals, Inc.",6.51,undefined,-2.037,N/A,undefined,3.149905,-5.97 , 158.52 Mil ,120709936,$-56.03,-32653750,102920000,-125235712,$52.78,33198000,1.315151515151515,1.303030303030303,6.45,4.95,0.0508, -3 ,-2.199
AVGR,"Avinger, Inc.",0.8602,undefined,-0.324,N/A,undefined,4.186046,-11.45 , 70.39 Mil ,64665472,$-15.00,-8642875,26700000,-59116352,$20.91,15064000,4.019626168224299,4.012616822429907,0.8587,0.214,0.021, -5.23 ,-3.901
AVID,"Avid Technology, Inc.",24.93,10.298804780876495,0.25,15.00,0.4131088961442637,None,-2.47 , 1.32 Bil ,1175031808,$62.8,31493750,79899000,-1065841672,$386.4,242779008,3.3107569721115535,3.3519256308100926,25.24,7.53,0.04, 24.86 ,27.965
AVIR,"Atea Pharmaceuticals, Inc.",28.66,undefined,None,N/A,undefined,None,6.32 , 1.56 Bil ,1051177792,$274.9,315207136,850116992,-1516158336,$273.7,0,1.530982905982906,1.5232371794871795,28.515,18.72,0.056599997, 35.65 ,87.365
AVPT,,9.94,,Unexpected error:<class 'TypeError'>,N/A,,None,, 1.79 Bil ,,$,None,None,,$84.75,None,,,9.9,8.358,, -406.12 ,
AVNW,"Aviat Networks, Inc.",35.65,339.0585657370519,9.435,12.00,9.510759207210432,2.1835012,0.61 , 348.51 Mil ,335979456,$14.5,7386250,45808000,-346613632,$114.3,3098000,3.8540540540540538,3.7675675675675677,34.85,9.25,0.059699997, 12.53 ,11.661
AVO,"Mission Produce, Inc.",19.82,undefined,None,12.40,undefined,None,4.72 , 1.57 Bil ,1583081088,$-31.0,-52521000,54200000,-1398939328,$323.9,179200000,1.686808510638298,1.6885106382978723,19.84,11.75,0.018099999, 16.63 ,17.264
AVPTW,,,,Key Error,,,,, - ,,$,,,,$84.75,,,,,,,Not Found!,
AVT,"Avnet, Inc.",38.59,53.20914741035858,1.606,10.40,1.3788325320124015,0.97925764,3.71 , 5.17 Bil ,5093912576,$41,313509120,322748992,-3533948352,"$4,841",1503245952,1.5880658436213992,1.5917695473251028,38.68,24.3,0.0311, 11.46 ,13.011
AVRO,"AVROBIO, Inc.",6.44,undefined,-3.159,N/A,undefined,1.1188811,N/A , 54.50 Mil ,155805776,$-104.11,-58775876,233027008,-27593440,$17.10,0,1.1838235294117647,1.1433823529411764,6.22,5.44,0.1148, -0.38 ,-1.306
AVTE,,,,Key Error,N/A,,,N/A , 486.22 Mil ,,$0.00,,,,$84.01,,,,,,, -58.67 ,
AVTX,,,,Key Error,N/A,,,-4.62 , 243.51 Mil ,,$-63.77,,,,$42.50,,,,,,, -3.17 ,
AVXL,Anavex Life Sciences Corp.,18.91,undefined,-0.451,N/A,undefined,17.266853,N/A , 1.26 Bil ,1277292544,$-28.96,-15162849,75859336,-1233868024,$9.27,0,5.042666666666666,4.978666666666667,18.67,3.75,0.1086, -33.82 ,None
AWH,Aspira Women's Health Inc.,3.6,undefined,None,N/A,undefined,None,14.52 , 341.78 Mil ,364189344,$-20.07,-11184750,52993000,-337698552,$8.99,3655000,1.45748987854251,1.4068825910931173,3.475,2.47,0.1266, -14.25 ,-15.181
AXGN,"AxoGen, Inc.",17.25,undefined,-0.553,N/A,undefined,5.591948,3.97 , 646.80 Mil ,863898560,$-26.9,-23040876,90905000,-581139032,$91.8,56832000,1.6319772942289499,1.5453926206244089,16.3348,10.57,0.0434, -41.42 ,-48.209
AWRE,"Aware, Inc.",3.88,undefined,-0.373,N/A,undefined,1.9428297,10.05 , 51.14 Mil ,46712808,$-6.78,-3277250,36040000,-50151744,$4.74,0,1.5275590551181102,1.5013779527559055,3.8135,2.54,0.0034999999, -7.61 ,-5.683
AXDX,"Accelerate Diagnostics, Inc.",5.97,-96.17330677290839,-1.425,30.00,-16.10943162025266,None,-7.95 , 458.53 Mil ,470826848,$-46.65,-15622750,68831000,-299874760,$163.74,155906000,1.1158878504672898,1.1158878504672898,5.97,5.35,0.22950001, -7.09 ,-7.267
AXLA,Axcella Health Inc.,3.3,undefined,-1.604,N/A,undefined,2.0293398,N/A , 72.45 Mil ,92678352,$-49.39,-27733124,92958000,-32280368,$33.40,25316000,1.1073825503355703,1.1006711409395973,3.28,2.98,0.037, -1.32 ,-1.732
AXON,"Axon Enterprise, Inc.",181.15,-1.4356972111553787,-0.03,18.80,-0.007925460729535627,11.744611,17.53 , 11.15 Bil ,8549065216,$51.2,-25122624,561964992,-11066904640,$429.2,24383000,2.249192947603675,2.221256518500124,178.9,80.54,0.0187, -86.89 ,459.01
AXNX,"Axonics, Inc.",75.01,-179.94913147410358,-1.632,54.40,-2.3990018860699047,9.499557,33.77 , 3.24 Bil ,3337550336,$-87.2,-60493000,231140000,-3212616544,$61.2,10007000,1.9228402973596517,1.9074596257369905,74.41,39.01,0.1046, -61.65 ,-69.339
AXSM,"Axsome Therapeutics, Inc.",26.81,199.28423904382475,-2.766,-49.60,7.433205484663363,8.995073,N/A , 919.09 Mil ,914565376,$-88.98,-46036040,141219088,-887656112,$71.83,50053304,1.3833849329205365,1.347265221878225,26.11,19.38,0.1521, -8.68 ,-8.509
AY,Atlantica Sustainable Infrastru,37.76,32.53545816733068,0.32,49.50,0.8616381929907491,2.5354693,0.53 , 9.70 Bil ,9603228672,$520,463755744,1254360064,-2883944960,"$8,354",6502397952,1.4351957430634739,1.418472063854048,37.32,26.31,0.056999996, 11.95 ,12.385
AXTI,AXT Inc,9.17,5.188844621513945,0.16,10.00,0.5658500132512481,1.9751765,3.42 , 353.49 Mil ,419970208,$-33.1,-34915376,55534000,-333845520,$92.1,13155000,1.8868312757201644,1.8909465020576128,9.19,4.86,0.0427, 16.08 ,24.432
AYLA,"Ayala Pharmaceuticals, Inc.",13.65,undefined,None,N/A,undefined,None,15.55 , 136.19 Mil ,86849288,$-37.04,-19188500,56030000,-130270864,$5.71,0,1.7640217110364436,1.7278366502972342,13.37,7.738,0.0313, -3.85 ,-2.691
AYTU,"Aytu BioPharma, Inc.",3.35,undefined,-3.1,N/A,undefined,0.53916746,-0.63 , 70.94 Mil ,77553256,$-27.44,-2237873,46537960,-36273312,$128.41,26177594,1.0276073619631902,1.0030674846625767,3.27,3.26,0.0784, -2.98 ,-4.449
AYRO,"AYRO, Inc.",3.89,undefined,None,N/A,undefined,None,16.05 , 54.84 Mil ,87285080,$-15.79,-7577693,91491160,-44488920,$5.20,1226879,1.5685483870967742,1.5564516129032258,3.86,2.48,0.1363, -2.68 ,-6.406
AZPN,"Aspen Technology, Inc.",128.02,190.54015936254984,4.665,14.80,1.4883624383889222,11.738122,11.40 , 8.43 Bil ,8850427904,$273.8,263856496,317099008,-8286104576,$653.2,333068000,1.1837263060564032,1.1676837725381415,126.285,108.15,0.0152, 20.97 ,23.209
AZRX,"AzurRx BioPharma, Inc.",0.6394,undefined,-1.87,N/A,undefined,2.8390625,N/A , 52.10 Mil ,50953852,$-19.28,-26371436,8074491,-34756797,$6.74,543808,1.2296153846153846,1.0384615384615385,0.54,0.52,0.0116, -1.14 ,-1.339
AZN,Astrazeneca PLC,56.29,76.24595219123506,1.5155,20.20,1.354520380018388,10.23095,2.65 , 186.82 Bil ,167834484736,"$4,371",5874874880,15628999680,-132698235904,"$57,948",29890000896,1.2110585197934596,1.210197934595525,56.25,46.48,None, 20.9 ,25.284
BAND,Bandwidth Inc.,108.43,undefined,-1.979,N/A,undefined,6.0191536,3.07 , 2.91 Bil ,2857669120,$-35.0,37235000,309615008,-2355922784,$649.4,492515008,1.05893842472777,1.0266126275697056,105.12,102.395,0.17909999, 117.1 ,94.901
AZYO,"Aziyo Biologics, Inc.",9.53,undefined,None,N/A,undefined,None,-0.28 , 89.64 Mil ,107343920,$-13.36,None,30410000,-61537920,$54.74,27601000,1.3054794520547945,1.178082191780822,8.6,7.3,0.0251, -8.68 ,-11.308
BANF,BancFirst Corporation,54.81,97.62653386454186,3.593,7.00,1.7811810593786144,1.6156749,," -1,782,959,000.00 ",-1690134912,$154.5,None,3641398016,1865407232,"$9,883.7",92709000,1.3982142857142856,1.374234693877551,53.87,39.2,0.0464,Not Found!,None
BANFP,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
BANR,Banner Corporation,52.84,111.94581673306776,4.12,7.00,2.1185809374161195,1.1119217,,,881447936,$418.2,None,1706146944,-97075072,"$14,512.6",609689984,1.7584026622296174,1.721963394342762,51.745,30.05,0.0292,,None
BANX,StoneCastle Financial Corp,21.5,undefined,4.184,N/A,undefined,0.9853355,, 203.84 Mil ,175651120,$0.00,None,1365332,-138622732,$106.75,39000000,1.2078651685393258,1.196067415730337,21.29,17.8,0.0027,Not Found!,None
BAOS,Baosheng Media Group Holdings L,2.13,undefined,None,,undefined,None,2.15 , 57.34 Mil ,59363460,$-3.39,-950467,6576658,-54871018,$51.68,1884118,1.107068607068607,1.0758835758835759,2.07,1.924,0.003, 7.23 ,9.744
BASE,,41.61,,Unexpected error:<class 'TypeError'>,N/A,,None,6.04 , 1.69 Bil ,,$0.00,None,53388000,,$95.61,27548000,,,38.53,28,, -118.44 ,
BATRA,Liberty Media Corporation - Ser,25.13,-348.31031075697217,-3.707,45.10,-13.860338669199052,5.7248154,0.69 , 1.83 Bil ,1894347264,$-65.0,-80125000,181000000,-1147218368,"$1,344.0",672000000,1.34241452991453,1.329059829059829,24.88,18.72,0.073, -37.15 ,-34.443
BATRK,Liberty Media Corporation - Ser,24.98,undefined,-3.707,N/A,undefined,5.6868434,0.69 , 1.83 Bil ,1873963392,$-65.0,-80125000,181000000,-1157854784,"$1,344.0",672000000,1.3437331898870362,1.3249327595481442,24.6305,18.59,0.016900001, -37.16 ,-34.072
BBBY,Bed Bath & Beyond Inc.,25.33,-211.45453386454187,-1.241,88.70,-8.347987914115352,2.080177,4.59 , 4.49 Bil ,4904205824,$420,756030528,1127264000,-1478846464,"$4,946",3059104000,2.0985915492957745,2.013670256835128,24.305,12.07,0.45049998, 9.87 ,6.288
BBCP,"Concrete Pumping Holdings, Inc.",8.54,undefined,-0.522,N/A,undefined,1.8729023,0.79 , 840.39 Mil ,861423552,$48.6,45718500,13714000,-460849104,$522.8,369904992,2.719745222929936,2.662420382165605,8.36,3.14,0.0475, 13.48 ,9.539
BBGI,"Beasley Broadcast Group, Inc.",2.58,17.114772908366536,-0.678,-22.90,6.633632910219587,0.29381144,0.80 , 360.82 Mil ,361993344,$-2.1,-84199,57141092,-17134860,$518.6,343631104,2.2434782608695656,2.208695652173913,2.54,1.15,0.0104, 11.95 ,11.761
BBH,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
BBI,"Brickell Biotech, Inc.",0.777,undefined,-3.167,N/A,undefined,0.33861983,-2.69 , 43.55 Mil ,35818812,$-28.99,-17272876,24408000,-28665540,$6.72,86000,1.6531914893617023,1.6406382978723406,0.7711,0.47,0.0326, -1.37 ,-1.108
BBIG,"Vinco Ventures, Inc.",10.82,undefined,None,,undefined,None,-5.67 , 682.31 Mil ,275749600,$-11.60,4546015,75652176,-356669424,$148.82,5753595,9.747747747747747,9.234234234234233,10.25,1.11,0.21059999, -2.81 ,-15.327
BBQ,"BBQ Holdings, Inc.",13.01,9.557290836653388,0.232,15.00,0.7346111327174011,5.0560064,2.53 , 175.21 Mil ,185353488,$10.0,10676500,38358000,-83476392,$101.5,77979000,4.183279742765273,4.147909967845659,12.9,3.11,0.0041, 8.57 ,28.697
BBIO,"BridgeBio Pharma, Inc.",50.87,542.9871713147412,-4.729,-74.00,10.674015555626916,12.850944,0.88 , 8.12 Bil ,7912151040,$-477.37,-260748880,837662976,-6678786304,"$1,538.98",1398146944,1.500589970501475,1.4699115044247788,49.83,33.9,0.1408, -16.31 ,None
BBSI,"Barrett Business Services, Inc.",77.24,174.2969721115538,4.231,15.00,2.256563595436999,3.1385636,2.11 , 497.48 Mil ,503900896,$83.0,60164000,109753000,-470128792,$666.7,27893000,1.612526096033403,1.5918580375782883,76.25,47.9,0.0069999998, 8.93 ,10.534
