TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AATC,Autoscope Technologies Corporat,5.39,6.582755344418052,0.221,20.00,1.2212904164040914,1.4863358,7.46,26449354,-760375,4826000,-23910642,0.895,1730000,1.065217391304348,1.0533596837944665,5.33,5.06,0.0005,-0.1410324418667196,5391490,USD,United States,none,12.965,-4.200823802870935,-0.7793736183434017,Technology,Scientific & Technical Instruments
AAWW,Atlas Air Worldwide Holdings,63.5,295.0314964370546,15.259,10.00,4.646165298221333,0.657073,1.79,3487962112,362989376,730348992,-1072990912,25.908,2431041024,1.0328562134027326,1.0344827586206897,63.6,61.48,0.1983,12.8763471252625,28190400,USD,United States,buy,3.376,248.96310118678568,3.9206787588470187,Industrials,Airports & Air Services
AAXJ,,68.43,,None,,,None,Not Found!,,,,,,,,,69.19,65.43,,,,,,,,,,,
AAPL,Apple Inc.,138.27,118.08112779097388,6.137,9.91,0.8539894972949582,34.069263,7.12,2197792358400,84384628736,51511001088,-2241284308992,3.183,119980998656,1.0715282083075017,1.0831525108493492,139.77,129.04,0.0069999998,5.213690948400843,16185199616,USD,United States,buy,16.824,100.31587211027598,0.725507139005395,Technology,Consumer Electronics
ABCB,Ameris Bancorp,40.3,82.42945368171021,4.78,8.00,2.045395872995291,0.9489504,,-390523424,None,3798459904,935621888,54.883,554412032,1.0179338216721392,1.0209648901237687,40.42,39.59,0.0402,undefined,69435800,USD,United States,buy,None,undefined,undefined,Financial Services,Banks—Regional
ABCM,Abcam plc,14.6,undefined,0.097,N/A,undefined,5.3029222,5.44,3437449728,20687500,219900000,-3235295648,0.962,110500000,1.164274322169059,1.160287081339713,14.55,12.54,None,0.09038421208996697,228884000,USD,United Kingdom,buy,50.85,undefined,undefined,Healthcare,Biotechnology
ABEO,Abeona Therapeutics Inc.,0.1867,undefined,-0.567,N/A,undefined,0.21711367,-21.11,-5212438,-61701000,45024000,20098940,0.306,9378000,1.4361538461538461,1.3076923076923077,0.17,0.13,0.0278,-0.42082827483665036,146618000,USD,United States,buy,0.096,undefined,undefined,Healthcare,Biotechnology
ABGI,ABG Acquisition Corp. I,9.8,undefined,-0.099,,undefined,None,N/A,188948096,-829700,510896,-189141920,0.026,0,1.0197710718002082,1.0197710718002082,9.8,9.61,0.0004,-0.053301041352151766,15566300,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ABCL,AbCellera Biologics Inc.,10.55,12.451686460807602,0.644,10.00,1.1802546408348438,3.1406662,6.74,1494783360,140531504,722977024,-2307331328,2.546,40065000,1.9464944649446496,1.8671586715867157,10.12,5.42,0.0773,0.49908022200589447,281580992,USD,Canada,buy,6.829,9.649674601254112,0.9146610996449395,Healthcare,Biotechnology
ABIO,"ARCA biopharma, Inc.",2.53,undefined,-1.485,N/A,undefined,0.6262729,N/A,-18923962,-11605375,53359000,17910152,3.703,283000,1.47953216374269,1.432748538011696,2.45,1.71,0.0154,-0.8053639461211234,14410100,USD,United States,none,0.98,undefined,undefined,Healthcare,Biotechnology
ABNB,"Airbnb, Inc.",95.72,-598.3619572446556,-7.886,64.10,-6.251169632727284,14.556321,3.71,91181056000,735152896,8322476032,-57446639616,13.134,2418499072,1.0394179606906286,1.0462590943642087,96.35,92.09,0.0252,2.119671349156921,346824000,USD,United States,buy,171.237,160.83321039778787,1.6802466610717495,Consumer Cyclical,Travel Services
ABMD,"ABIOMED, Inc.",248.62,41.93716294536818,3.257,3.82,0.16867976407918983,8.3898535,43.44,12307118080,None,758606976,-10857814912,16.656,13439000,1.1308619513304525,1.1290425289970434,248.22,219.85,0.028199999,undefined,45497500,USD,United States,buy,43.268,undefined,undefined,Healthcare,Medical Devices
ABOS,"Acumen Pharmaceuticals, Inc.",3.69,-395.1296152019003,-9.312,32.10,-107.0811965316803,0.6503642,N/A,-38010176,-16346000,194236992,42473360,4.799,0,1.2218543046357615,1.1423841059602649,3.45,3.02,0.0624,-0.4039011324353909,40470300,USD,United States,strong_buy,1.941,-17.13845565279293,-4.64456792758616,Healthcare,Biotechnology
ABSI,,,,,11.80,,,2.87,,,,,,,,,,,,,,,,,,,,,
ABST,Absolute Software Corporation,8.28,undefined,-0.137,N/A,undefined,24.419264,0.12,606439168,53557952,61596000,-367857568,1.222,279942016,1.219440353460972,1.2253313696612667,8.32,6.79,None,1.0750161981188504,49820600,USD,Canada,buy,76.813,undefined,undefined,Technology,Software—Application
ABTX,"Allegiance Bancshares, Inc.",38.25,undefined,3.729,N/A,undefined,0.96863204,,341856288,None,699384000,-75403904,34.32,208592992,1.1151603498542275,1.1122448979591837,38.15,34.3,0.0349,undefined,20247500,USD,United States,hold,None,undefined,undefined,Financial Services,Banks—Regional
ABVC,"ABVC Biopharma, Inc.",0.94,undefined,-0.418,N/A,undefined,3.1829584,-5.02,69206088,-4631378,5936695,-22383749,0.198,3339658,1.0930232558139534,1.0,0.86,0.86,0.0087,-0.16188308737687612,28609400,USD,United States,none,-5.918,undefined,undefined,Healthcare,Biotechnology
ABUS,Arbutus Biopharma Corporation,2.92,undefined,-0.917,N/A,undefined,None,-3.38,193632240,-38419876,155316992,-228846944,1.045,2614000,1.5129533678756477,1.450777202072539,2.8,1.93,0.0497,-0.2840257433129981,135268992,USD,United States,buy,-2.77,undefined,undefined,Healthcare,Biotechnology
ACAB,,9.98,,None,,,None,N/A,,None,None,,,None,,,9.98,9.87,,,,,,,,,,,
ACABW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACABU,,9.99,,None,,,None,N/A,,None,None,,,None,,,9.96,9.935,,,,,,,,,,,
ACACU,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACAH,Atlantic Coastal Acquisition Co,9.79,undefined,None,,undefined,None,N/A,422929152,None,189608,-421572888,0.004,62500,1.0187304890738813,1.0176899063475546,9.78,9.61,0.0354,undefined,34500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACAD,ACADIA Pharmaceuticals Inc.,14.72,-42.01425178147268,-1.2,25.00,-2.8542290612413503,4.2460313,3.47,2516321024,-65262376,520705984,-1887418944,3.23,64430000,1.2026143790849673,1.1723856209150327,14.35,12.24,0.1007,-0.405971634029212,160756000,USD,United States,buy,-15.059,-14.213828706865998,-0.9656133632381791,Healthcare,Biotechnology
ACAHW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACAHU,,9.85,,None,,,None,N/A,,None,189608,,,62500,,,9.85,9.1,,,,,,,,,,,
ACAXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAX,,9.84,,None,,,None,N/A,,None,1708642,,,0,,,9.84,9.8,,,,,,,,,,,
ACAXU,,9.96,,None,,,None,N/A,,None,1708642,,,0,,,10.1,9.94,,,,,,,,,,,
ACAXW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,1.42,undefined,-2.509,N/A,undefined,0.1496918,-5.99,731630208,-62906876,334080992,30721792,1.556,414451008,1.1735537190082643,1.1900826446280992,1.44,1.21,None,-0.31734606614605404,198228000,USD,Canada,hold,-3.444,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ACBAU,,10.6,,-0.095,,,None,N/A,,-642014,122008,,,185867,,,10.6,9.76,,,,,,,,,,,
ACBA,Ace Global Business Acquisition,10.28,undefined,-0.095,,undefined,None,N/A,62056820,-642014,122008,-62294736,0.02,185867,1.0383838383838382,1.0414141414141413,10.31,9.9,0.00059999997,-0.10604790221341262,6054000,USD,Hong Kong,none,None,undefined,undefined,Financial Services,Shell Companies
ACBAW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACCD,"Accolade, Inc.",7.69,-21.07276009501188,-2.653,-0.90,-2.7402808966205305,0.74529666,0.43,326955520,8998250,365852992,-183460032,5.452,319740992,1.668112798264642,1.6485900216919738,7.6,4.61,0.0668,0.1349787442135359,66664200,USD,United States,buy,-2.544,1.0721352034443328,0.1394194022684438,Healthcare,Health Information Services
ACER,Acer Therapeutics Inc.,1.19,undefined,-1.244,N/A,undefined,8.079471,-7.47,17162178,1078446,12710762,-4747682,0.888,393837,1.0258620689655173,1.0344827586206897,1.2,1.16,0.0057,0.07536204944724742,14310200,USD,United States,buy,-1.081,undefined,undefined,Healthcare,Biotechnology
ACEV,ACE Convergence Acquisition Cor,10.14,undefined,-0.114,,undefined,None,N/A,291181856,1291960,8390,-291516634,0,527756,1.0529595015576323,1.0524402907580477,10.135,9.63,0.0198,0.05617217391304348,23000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACET,"Adicet Bio, Inc.",12.02,-79.1046840855107,-2.013,29.10,-6.58108852624881,2.0050015,11.19,331188576,-42882376,277544000,-255977824,6.96,20944000,1.9232,1.9376,12.11,6.25,0.0794,-1.0955255574403728,39143200,USD,United States,strong_buy,-5.549,-43.05077154939081,-3.581594970831182,Healthcare,Biotechnology
ACEVU,,10.12,,-0.114,,,None,N/A,,1291960,8390,,,527756,,,10.12,9.45,,,,,,,,,,,
ACEVW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACGLN,,19.075,,4.961,,,0.588994,,,793457152,3157912064,,,2724642048,,,19.09,17.96,,,,,,,,,,,
ACGLO,Arch Capital Group Ltd. - Depos,22.83,undefined,4.961,,undefined,0.70230937,,8869893120,793457152,3157912064,-10177334784,8.451,2724642048,1.078922495274102,1.0770037807183366,22.7894,21.16,None,1.969174332210596,402939008,USD,Bermuda,none,4.319,undefined,undefined,Financial Services,Insurance—Diversified
ACGL,Arch Capital Group Ltd.,43.58,299.4275771971497,4.961,49.25,6.870756704845105,1.377595,,17471678464,793457152,3157912064,-14164059648,8.451,2724642048,1.1929920613194633,1.2024363536819052,43.925,36.53,0.0093,2.0548750411048995,386134016,USD,Bermuda,none,8.508,124.02464321728147,2.845907370749919,Financial Services,Insurance—Diversified
ACHC,"Acadia Healthcare Company, Inc.",68.5,-147.34351068883612,-7.495,10.31,-2.151000156041403,2.5728493,2.53,7683325440,1145051136,133813000,-6194955512,1.488,1649206016,1.3680846814459757,1.3734771320151786,68.77,50.07,0.0465,12.731900782337584,89935600,USD,United States,buy,15.266,250.29525804023473,3.653945372850142,Healthcare,Medical Care Facilities
ACHL,Achilles Therapeutics plc,2.56,-35.265634204275536,-2.884,3.20,-13.77563836104513,0.3446899,N/A,-163920256,-44915876,266319008,161155944,6.559,12259000,1.391304347826087,1.3478260869565217,2.48,1.84,None,-1.1062070018594456,40603500,USD,United Kingdom,buy,2.691,-13.52673074957821,-5.283879199053988,Healthcare,Biotechnology
ACIW,"ACI Worldwide, Inc.",26.24,15.340427553444181,0.716,12.00,0.5846199524940618,2.6877704,2.22,4192026112,257975120,122059000,-3092195336,1.061,1136027008,1.110452814219213,1.0739399068980109,25.3772,23.63,0.0269,2.194300392970757,117566000,USD,United States,buy,14.908,47.01327682801954,1.79166451326294,Technology,Software—Infrastructure
ACKIT,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACHV,"Achieve Life Sciences, Inc.",5.19,-110.59624703087889,-4.503,15.00,-21.3094888306125,1.4328521,N/A,37534588,-17058750,43022000,-6703624,4.547,14993000,1.007766990291262,1.0,5.15,5.15,0.045100003,-1.8044827651863746,9453540,USD,Canada,buy,-1.143,-44.319125396739,-8.539330519602888,Healthcare,Biotechnology
ACIU,AC Immune SA,3.24,undefined,-1.07,N/A,undefined,1.313542,N/A,122307216,-44784248,173835008,-60833232,2.121,2769000,1.5728155339805825,1.5145631067961165,3.12,2.06,0.021300001,-0.6164154330718372,72652704,USD,Switzerland,strong_buy,-1.555,undefined,undefined,Healthcare,Biotechnology
ACKIU,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACKIW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACLS,"Axcelis Technologies, Inc.",53.74,67.01900237529692,2.25,20.00,1.2470971785503706,3.7996995,7.53,1572076160,97055248,294923008,-1643823744,8.87,56467000,1.6109112709832134,1.6336930455635492,54.5,33.36,0.0433,2.9135395865729263,33311800,USD,United States,buy,11.834,86.78334065469002,1.6148742213377376,Technology,Semiconductor Equipment & Materials
ACLX,,16.81,,None,N/A,,None,N/A,,-34630248,104617000,,,326000,,,16.13,6.035,,,,,,,,,,,
ACMR,"ACM Research, Inc.",15.41,76.63361900237531,1.431,42.74,4.972979818453946,1.7361894,3.10,469542816,-60377376,592564992,292144864,10.089,39140000,1.3722172751558326,1.3455031166518254,15.11,11.23,0.0943,-3.389721253768548,17811900,USD,United States,buy,11.437,-181.52802731345412,-11.779884965181967,Technology,Semiconductor Equipment & Materials
ACNB,ACNB Corporation,31.77,undefined,3.488,N/A,undefined,1.0008718,,-116169432,None,477620000,208072832,54.855,63409000,1.1766666666666667,1.1325925925925926,30.58,27,0.0042,undefined,8695070,USD,United States,none,None,undefined,undefined,Financial Services,Banks—Regional
ACONW,,0.13,,None,,,None,N/A,,-2504879,452530,,,2000000,,,0.2,0.2,,,,,,,,,,,
ACON,,0.8854,,None,,,None,-38.23,,-2504879,452530,,,2000000,,,0.88,0.783,,,,,,,,,,,
ACOR,"Acorda Therapeutics, Inc.",0.5639,-667.8776722090262,-17.041,29.00,-1184.3902681486545,0.035623427,-3.06,163320864,68304248,45634000,39767408,3.445,190942000,2.013928571428571,1.8703571428571428,0.5237,0.28,0.0064999997,6.097395868668654,11202200,USD,United States,buy,-4.338,238.97157204995912,423.7836000176612,Healthcare,Drug Manufacturers—Specialty & Generic
ACQR,Independence Holdings Corp.,9.8,undefined,None,,undefined,None,N/A,609155072,-1403138,1260014,-605416850,0.02,0,1.0176531671858775,1.0176531671858775,9.8,9.63,0.0004,-0.028403890727638943,49399500,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ACQRW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACQRU,,9.82,,None,,,None,N/A,,-1403138,1260014,,,0,,,9.82,9.76,,,,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",15.85,-134.5539857482185,-1.553,74.40,-8.489210457300853,4.0769014,8.41,566388416,-28508000,191414000,-691483664,3.124,2894000,1.7116630669546435,1.5475161987041037,14.33,9.26,0.0335,-0.465609295200017,61227300,USD,United States,strong_buy,-8.706,-40.341008673909315,-2.545174048827086,Healthcare,Diagnostics & Research
ACRX,"AcelRx Pharmaceuticals, Inc.",0.1994,undefined,-0.325,N/A,undefined,None,-10.27,3684245,-18207000,51630000,30152580,0.351,18621000,1.2462499999999999,1.125,0.18,0.16,0.0143,-0.15259095366203204,119319000,USD,United States,buy,-0.108,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ACST,"Acasti Pharma, Inc.",0.9215,undefined,-0.464,N/A,undefined,0.35284996,N/A,199592,-4782000,46325000,5439972,1.046,22000,1.123780487804878,1.1017073170731708,0.9034,0.82,0.030199999,-0.10797458465234532,44288200,USD,Canada,strong_buy,-0.022,undefined,undefined,Healthcare,Biotechnology
ACT,"Enact Holdings, Inc.",21.01,77.11490166270785,2.974,16.31,3.6703903694768134,0.82554936,,4172040704,1041729024,425828000,-3042663776,2.615,758073024,1.1199360341151385,1.1236673773987205,21.08,18.76,None,6.397255121591747,162840000,USD,United States,buy,None,165.87884990343028,7.895233217678737,Financial Services,Insurance—Specialty
ACTD,ArcLight Clean Transition Corp.,9.89,undefined,None,N/A,undefined,None,N/A,385138272,None,1092857,-383582663,0.028,0,1.029136316337149,1.0260145681581685,9.86,9.61,0.00029999999,undefined,31116300,USD,United States,strong_buy,None,undefined,undefined,Financial Services,Shell Companies
ACTDU,,10.06,,None,,,None,N/A,,None,1092857,,,0,,,10.02,9.79,,,,,,,,,,,
ACTDW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ACTG,Acacia Research Corporation,4.82,3.931781472684086,0.132,20.00,0.8157222972373622,1.1118494,2.07,-261051744,-11245000,707470976,458519632,15.223,184210000,1.4606060606060607,1.4696969696969697,4.85,3.3,0.0365,-0.2267507395360936,49591900,USD,United States,none,-10.162,-6.75404815625324,-1.4012548042019168,Industrials,Specialty Business Services
ACWI,,83.76,,None,,,None,Not Found!,,,,,,,,,84.61,81.26,,,,,,,,,,,
ACVA,ACV Auctions Inc.,7.23,-5.491638954869359,-0.565,0.80,-0.7595627876721104,1.8770227,1.60,1510254464,69579128,579758976,-503043072,3.71,3855000,1.0839580209895052,1.038230884557721,6.925,6.67,0.0221,0.7458760832812064,93285104,USD,United States,buy,-22.063,7.249702928234435,1.002725162964652,Technology,Software—Application
ACWX,,44.54,,None,,,None,Not Found!,,,,,,,,,45.06,44.07,,,,,,,,,,,
ACXP,"Acurx Pharmaceuticals, Inc.",3.55,undefined,-1.479,N/A,undefined,2.6170213,N/A,25210998,-208372,12958846,-24737458,1.266,0,1.5236051502145922,1.5476394849785406,3.606,2.33,0.0045,-0.020397032048395623,10215800,USD,United States,buy,None,undefined,undefined,Healthcare,Biotechnology
ADAG,Adagene Inc.,1.96,undefined,-2.504,N/A,undefined,0.46805525,0.85,-7053484,-21582352,174391248,87237848,3.982,7489374,1.2249999999999999,1.2374999999999998,1.98,1.6,None,-0.49527274896905915,43576700,USD,China,buy,0.099,undefined,undefined,Healthcare,Biotechnology
ADAL,Anthemis Digital Acquisitions I,10.02,undefined,None,,undefined,4974.9995,N/A,299416576,None,949061,-299416571,0.031,0,1.4375896700143471,1.4418938307030131,10.05,6.97,0,undefined,23000000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ADALU,,10.04,,None,,,5019.9995,N/A,,None,949061,,,0,,,10.0032,9.82,,,,,,,,,,,
ADALW,,0.0556,,None,,,30.199999,N/A,,None,458,,,132500,,,0.0556,0.0556,,,,,,,,,,,
ADAP,Adaptimmune Therapeutics plc,1.74,-9.948598574821853,-1.002,1.00,-5.717585387828651,1.0499028,-2.51,-74532440,-75010752,369580000,116529520,2.358,25468000,1.380952380952381,1.2738095238095237,1.605,1.26,None,-0.48021018667895826,156204000,USD,United Kingdom,hold,0.479,-4.7678826135820565,-2.740162421598883,Healthcare,Biotechnology
ADBE,Adobe Inc.,376.64,238.24275534441807,10.02,14.25,0.6325476724310166,12.472495,11.70,187050377216,5721625088,4701000192,-179776171520,9.949,4664999936,1.114319526627219,1.1192603550295859,378.31,338,0.0128,12.025273408995377,475800000,USD,United States,buy,28.684,285.921583905092,0.7591375953300021,Technology,Software—Infrastructure
ADER,26 Capital Acquisition Corp.,9.84,undefined,None,,undefined,None,N/A,339272960,None,1508283,-337085477,0.044,1500000,1.0250000000000001,1.0247083333333333,9.8372,9.6,0.0004,undefined,27500000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ADERW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ADERU,,10.18,,None,,,None,N/A,,None,1508283,,,1500000,,,9.9601,9.96,,,,,,,,,,,
ADES,"Advanced Emissions Solutions, I",4.66,183.3592874109264,2.999,50.00,39.34748656886833,0.60594267,4.33,42516732,2295500,78753000,-9347016,4.301,10498000,1.0355555555555556,1.0244444444444445,4.61,4.5,0.0058999998,0.12167971545340338,18865100,USD,United States,buy,4.217,7.439515144348226,1.5964624773279454,Industrials,Pollution & Treatment Controls
ADGI,"Adagio Therapeutics, Inc.",3.29,undefined,-14.738,N/A,undefined,0.59030217,N/A,-277747008,-93294000,591417984,217611264,5.392,0,1.3651452282157677,1.3319502074688796,3.21,2.41,0.2721,-0.8385826771653543,111252000,USD,United States,hold,1.266,undefined,undefined,Healthcare,Biotechnology
ADI,"Analog Devices, Inc.",145.54,83.93088836104515,3.46,14.71,0.5766860544252106,2.0698,3.99,85252562944,2341289984,1790398976,-76846403072,3.421,6253575168,1.0271719952007905,1.0388877126120404,147.2,141.69,0.013200001,4.45679000162884,525331008,USD,United States,buy,24.725,108.11050406801513,0.7428233067748738,Technology,Semiconductors
ADILW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ADIL,"Adial Pharmaceuticals, Inc",1.23,undefined,-1.004,N/A,undefined,3.380682,N/A,27638524,-5325317,6062173,-18864401,0.256,256960,1.088495575221239,1.0353982300884956,1.17,1.13,0.0404,-0.25423178830078247,20946700,USD,United States,buy,-1.563,undefined,undefined,Healthcare,Biotechnology
ADMA,ADMA Biologics Inc,2.07,undefined,-0.628,N/A,undefined,2.6110365,-0.30,412324032,-96389528,51089120,-328790048,0.261,102919712,2.0495049504950495,1.881188118811881,1.9,1.01,0.1221,-0.4922504417457383,195814000,USD,United States,strong_buy,-7.917,undefined,undefined,Healthcare,Biotechnology
ADMP,Adamis Pharmaceuticals Corporat,0.4376,undefined,-0.421,N/A,undefined,1.9594828,-13.22,38241968,-32486598,23220770,-44462806,0.155,2692433,1.4116129032258065,1.3548387096774193,0.42,0.31,0.0494,-0.21819780234541863,148886000,USD,United States,hold,-1.248,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic
ADN,"Advent Technologies Holdings, I",2.53,undefined,-0.258,N/A,undefined,0.9487952,3.57,20317878,-20058592,79764432,-49394640,1.556,137805,2.2389380530973453,2.0619469026548676,2.33,1.13,0.1363,-0.3913596703451075,51253600,USD,United States,strong_buy,-0.597,undefined,undefined,Utilities,Utilities—Renewable
ADNWW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ADOC,Edoc Acquisition Corp.,10.21,undefined,None,,undefined,None,N/A,56622532,1017624,223398,-120177402,0.041,975324,1.0210000000000001,1.0210000000000001,10.21,10,0.0359,0.10651287418882144,9554000,USD,United States,none,None,undefined,undefined,Financial Services,Shell Companies
ADOCR,,0.29,,None,,,None,,,1017624,223398,,,975324,,,0.29,0.29,,,,,,,,,,,
ADOCW,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
ADP,"Automatic Data Processing, Inc.",210.58,151.92019002375298,6.32,14.50,0.7214369361940971,17.256092,1.61,92940173312,4568175104,1634200064,-90560402944,3.908,3331500032,1.0952876313325706,1.1025174243212317,211.97,192.26,0.0085,10.840884096216278,421384000,USD,United States,hold,22.021,260.59322340548397,1.2375022481027826,Industrials,Staffing & Employment Services
ADPT,Adaptive Biotechnologies Corpor,8.7,-24.00205225653207,-1.367,8.30,-2.758856581210583,1.8939395,0.90,926854720,-139103744,353060992,-881843968,2.494,111740000,1.4609571788413096,1.4391267842149456,8.57,5.955,0.0541,-0.9856286596944704,141132000,USD,United States,buy,-4.753,-17.30585998209389,-1.989179308286654,Healthcare,Biotechnology
ADSEW,,0.546,,-99.619,,,None,N/A,,None,None,,,7094000,,,0.5,0.5,,,,,,,,,,,
ADRE,,38.99,,None,,,None,Not Found!,,,,,,,,,39.41,36.28,,,,,,,,,,,
ADSE,ADS-TEC ENERGY PLC,4.97,undefined,-99.619,N/A,undefined,None,1.31,250518240,-15727750,101813000,-148571528,2.011,9587000,1.0804347826086957,1.0869565217391306,5,4.6,0.0271,-0.3222377934719584,48807900,USD,Ireland,buy,-16.527,undefined,undefined,Industrials,Electrical Equipment & Parts
ADTHW,,0.4777,,0.31,,,0.30895334,N/A,,None,22640000,,,26806000,,,0.47,0.47,,,,,,,,,,,
ADTH,"AdTheorent Holding Company, Inc",2.88,undefined,0.31,N/A,undefined,1.6393442,2.40,682143552,749250,100093000,-133257784,1.167,41967000,1.1184466019417474,1.0,2.575,2.575,0.0466,0.008348161138261994,89750304,USD,United States,buy,49.737,undefined,undefined,Communication Services,Advertising Agencies
ADSK,"Autodesk, Inc.",183.41,218.08281235154396,5.928,26.70,1.1890453756695054,33.117687,3.57,42427953152,1303000064,1764099968,-40576301184,8.118,3060000000,1.1238357843137254,1.122855392156863,183.25,163.2,0.019299999,5.923454748481123,219972992,USD,United States,buy,51.359,217.9155989179944,1.1881336836486256,Technology,Software—Application
