TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY
AACI,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AADI,,,,,N/A,,,,5.96,,,,,,,,,,,,,,,,,,,,,,
ABCB,,,,,8.00,,,,"Bancorp)  Altman Z-Score as of today (December 17, 2022) is ",,,,,,,,,,,,,,,,,,,,,,
ABCM,Abcam plc,16.04,0.6443301886792453,0.07,0.37,0.040170211264292106,5.265473,undefined,29.56,3624738048,None,109600000,-4278854912,0.479,229900000,1.2791068580542264,1.299043062200957,16.29,12.54,None,undefined,229044992,USD,United Kingdom,4388454912,buy,46.892,undefined,undefined,Healthcare,Biotechnology
ABGI,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ABIO,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ABNB,,,,,45.95,,,,4.09,,,,,,,,,,,,,,,,,,,,,,
ABMD,,,,,18.35,,,,68.64,,,,,,,,,,,,,,,,,,,,,,
ABOS,,,,,32.10,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ABST,,,,,N/A,,,,0.22,,,,,,,,,,,,,,,,,,,,,,
ACAB,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACABU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ABVC,,,,,N/A,,,,-9.48,,,,,,,,,,,,,,,,,,,,,,
ACAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ABCL,,,,,10.00,,,,8.08,,,,,,,,,,,,,,,,,,,,,,
ABEO,,,,,N/A,,,,-30.58,,,,,,,,,,,,,,,,,,,,,,
ABSI,Absci Corporation,2.91,-46.07547169811321,-1.776,16.50,-15.833495428904882,0.83069116,-4.065597441945257,1.39,109695184,-66132752,181312000,-60762624,1.962,22138000,1.4405940594059405,1.297029702970297,2.62,2.02,0.09770001,-0.7157619615698252,92394896,USD,United States,242074624,hold,-1.1,-18.56929617280207,-6.381201433952601,Healthcare,Biotechnology
ACACU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACACW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABUS,,,,,N/A,,,,-3.92,,,,,,,,,,,,,,,,,,,,,,
ACAH,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAHU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACAXR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACAXU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAXW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBA,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACBAU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACBAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACDCW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACB,,,,,N/A,,,,-11.21,,,,,,,,,,,,,,,,,,,,,,
ACDC,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,
ACCD,,,,,-0.90,,,,-1.16,,,,,,,,,,,,,,,,,,,,,,
ACAD,,,,,25.00,,,,3.52,,,,,,,,,,,,,,,,,,,,,,
ACGLN,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACGLO,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group Ltd.,60.15,85.34650943396228,3.1,18.03,1.4188945874307943,2.028335,15.975204756190077,,45152301056,1392649472,2783054080,-19616454400,3.773,2725153024,1.4652862362971986,1.4718635809987821,60.42,41.05,0.0251,3.7652099561786874,369872992,USD,Bermuda,22399508480,buy,35.313,103.66049259543647,1.7233664604395091,Financial Services,Insurance—Diversified
ACHC,,,,,12.25,,,,3.06,,,,,,,,,,,,,,,,,,,,,,
ACIW,,,,,12.00,,,,1.97,,,,,,,,,,,,,,,,,,,,,,
ACER,,,,,N/A,,,,-16.17,,,,,,,,,,,,,,,,,,,,,,
ACLS,,,,,20.00,,,,"Technologies)  Altman Z-Score as of today (December 17, 2022) is 8.01",,,,,,,,,,,,,,,,,,,,,,
ACLX,,,,,69.30,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACNB,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
ACET,"Adicet Bio, Inc.",10.64,-40.93079245283019,-1.049,29.10,-3.846878989927649,1.3402479,-14.684046789752076,6.25,194976272,-31049876,282679008,-143691424,6.597,21717000,1.1343283582089552,1.0586353944562898,9.93,9.38,0.1257,-0.7245958932401118,42851300,USD,United States,426370432,strong_buy,-3.505,-28.272911456991533,-2.6572285203939408,Healthcare,Biotechnology
ACIU,,,,,N/A,,,,4.04,,,,,,,,,,,,,,,,,,,,,,
ACNT,,,,,12.40,,,,3.17,,,,,,,,,,,,,,,,,,,,,,
ACHL,,,,,3.20,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACHV,"Achieve Life Sciences, Inc.",2.88,-89.15811320754717,-3.656,15.00,-30.957678197064993,26.666668,undefined,N/A,21823470,None,18197000,-33346364,1.877,15786000,1.44,1.3859,2.7718,2,0.031,undefined,9710750,USD,Canada,51543364,buy,-0.593,undefined,undefined,Healthcare,Biotechnology
ACONW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACON,,,,,N/A,,,,-14.73,,,,,,,,,,,,,,,,,,,,,,
ACQR,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACOR,"Acorda Therapeutics, Inc.",0.57,-464.83872641509436,-8.219,46.00,-815.506537570341,0.18307643,-3.147040068056146,-3.35,186692368,-4408125,20696000,6821020,0.851,193755008,2.192307692307692,2.1746153846153846,0.5654,0.26,0.032899998,-0.18112257476024948,24337800,USD,United States,13874980,buy,-15.703,-10.24367769516694,-17.971364377485862,Healthcare,Drug Manufacturers—Specialty & Generic
ACMR,"ACM Research, Inc.",9.58,32.967622641509436,0.62,42.74,3.441296726671131,0.84520066,-3.975691804913469,2.16,332340384,-131020752,416615008,-126852128,7.007,74405000,1.7545787545787546,1.663003663003663,9.08,5.46,0.1014,-2.409643521200585,54373500,USD,United States,543467136,buy,5.009,-128.12938436693375,-13.374674777341728,Technology,Semiconductor Equipment & Materials
ACQRW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACRV,ACRIVON THERAPEUTICS INC,15.72,undefined,None,,undefined,None,undefined,N/A,71782544,None,83861000,-245306648,47.391,5308000,1.2369868511130522,1.2267573160847636,15.59,12.7083,None,undefined,18809800,USD,United States,329167648,none,-3.601,undefined,undefined,Healthcare,Biotechnology
ACQRU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACST,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ACT,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,
ACWI,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ACTG,,,,,20.00,,,,1.58,,,,,,,,,,,,,,,,,,,,,,
ACWX,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ADAL,,,,,,,,,"Digital Acquisitions I)  Altman Z-Score as of today (December 17, 2022) is N/A",,,,,,,,,,,,,,,,,,,,,,
ACRS,,,,,74.40,,,,"Therapeutics)  Altman Z-Score as of today (December 17, 2022) is 9.76",,,,,,,,,,,,,,,,,,,,,,
ADALU,,,,,,,,,"Digital Acquisitions I)  Altman Z-Score as of today (December 17, 2022) is N/A",,,,,,,,,,,,,,,,,,,,,,
ACRX,,,,,N/A,,,,-8.03,,,,,,,,,,,,,,,,,,,,,,
ADALW,,,,,,,,,"Digital Acquisitions I)  Altman Z-Score as of today (December 17, 2022) is N/A",,,,,,,,,,,,,,,,,,,,,,
ADAP,,,,,1.00,,,,-4.08,,,,,,,,,,,,,,,,,,,,,,
ADAG,,,,,N/A,,,,-0.63,,,,,,,,,,,,,,,,,,,,,,
ADBE,,,,,13.19,,,,10.09,,,,,,,,,,,,,,,,,,,,,,
ACVA,,,,,0.80,,,,2.23,,,,,,,,,,,,,,,,,,,,,,
ADD,,,,,,,,,-7.26,,,,,,,,,,,,,,,,,,,,,,
ADEA,,,,,15.00,,,,0.52,,,,,,,,,,,,,,,,,,,,,,
ACXP,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADES,,,,,50.00,,,,2.44,,,,,,,,,,,,,,,,,,,,,,
ADI,,,,,14.68,,,,4.44,,,,,,,,,,,,,,,,,,,,,,
ADMA,,,,,N/A,,,,0.79,,,,,,,,,,,,,,,,,,,,,,
ADN,,,,,N/A,,,,2.20,,,,,,,,,,,,,,,,,,,,,,
ADER,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADERW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADNWW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADOC,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADERU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADOCR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ADILW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADOCW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADIL,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADMP,,,,,N/A,,,,"Pharmaceuticals)  Altman Z-Score as of today (December 17, 2022) is -41.37",,,,,,,,,,,,,,,,,,,,,,
ADRE,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ADSEW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADTHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADTH,,,,,N/A,,,,5.79,,,,,,,,,,,,,,,,,,,,,,
ADSK,,,,,23.35,,,,3.64,,,,,,,,,,,,,,,,,,,,,,
ADTX,"Aditxt, Inc.",1.73,undefined,-1.72,N/A,undefined,0.49676663,-0.9108204318187396,-12.27,1743887,-7903594,9244876,2212566,2.222,3581954,1.1019108280254777,1.0509554140127388,1.65,1.57,0.0235,-1.899386464734339,4161130,USD,United States,7032310,buy,-0.066,undefined,undefined,Healthcare,Biotechnology
ADTN,,,,,2.30,,,,1.96,,,,,,,,,,,,,,,,,,,,,,
ADUS,,,,,15.00,,,,4.69,,,,,,,,,,,,,,,,,,,,,,
ADV,,,,,14.46,,,,0.82,,,,,,,,,,,,,,,,,,,,,,
ADVWW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ADVM,"Adverum Biotechnologies, Inc.",0.7129,undefined,-1.578,N/A,undefined,0.34758258,-0.8509949751455206,N/A,-33607776,-83545504,203264000,130850768,2.038,105700000,1.1315873015873015,1.1317460317460317,0.713,0.63,0.0295,-0.8377252754965958,99729000,USD,United States,72413232,buy,0.232,undefined,undefined,Healthcare,Biotechnology
ADP,,,,,14.58,,,,2.65,,,,,,,,,,,,,,,,,,,,,,
ADPT,,,,,8.30,,,,0.33,,,,,,,,,,,,,,,,,,,,,,
ADSE,,,,,N/A,,,,0.42,,,,,,,,,,,,,,,,,,,,,,
AEAC,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEACW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEACU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEAE,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEAEW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEHAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEHAU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEAEU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEHL,,,,,N/A,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,
ADXN,,,,,,,,,-43.08,,,,,,,,,,,,,,,,,,,,,,
AEI,Alset Inc.,0.2537,undefined,0.2,N/A,undefined,0.21720321,-13.156568337406178,1.20,-62869476,-2863682,106218824,74156160,0.715,1483890,1.6581699346405228,1.3745098039215686,0.2103,0.153,0.0073,-0.0192831438634869,148507008,USD,United States,32062664,buy,4.269,undefined,undefined,Real Estate,Real Estate—Development
AEIS,,,,,10.00,,,,4.37,,,,,,,,,,,,,,,,,,,,,,
AEMD,"Aethlon Medical, Inc.",0.4369,undefined,-0.611,N/A,undefined,0.48498845,undefined,-8.08,-8641935,None,19604024,9966620,0.854,1324673,1.065609756097561,1.0014634146341463,0.4106,0.41,0.0113,undefined,22946200,USD,United States,9637404,buy,0.676,undefined,undefined,Healthcare,Medical Devices
AEPPZ,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEHA,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEY,,,,,N/A,,,,4.96,,,,,,,,,,,,,,,,,,,,,,
AEP,,,,,6.23,,,,0.94,,,,,,,,,,,,,,,,,,,,,,
AEYE,,,,,N/A,,,,-2.83,,,,,,,,,,,,,,,,,,,,,,
AEZS,,,,,N/A,,,,-6.19,,,,,,,,,,,,,,,,,,,,,,
AFAQ,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AEHR,,,,,20.00,,,,39.27,,,,,,,,,,,,,,,,,,,,,,
AFAQU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AFAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFAQW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AFARW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERC,,,,,N/A,,,,5.46,,,,,,,,,,,,,,,,,,,,,,
AFARU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFCG,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
AFMD,,,,,N/A,,,,-0.48,,,,,,,,,,,,,,,,,,,,,,
AFRIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGBAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGBA,,3.44,,1.24,,,None,,N/A,,None,None,,,None,,,2.82,2.82,,,,,,175639744,,,,,,
AGEN,,,,,N/A,,,,-5.18,,,,,,,,,,,,,,,,,,,,,,
AFRI,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,
AFIB,,,,,N/A,,,,-7.64,,,,,,,,,,,,,,,,,,,,,,
AGGR,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGGRU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGGRW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AFRM,,,,,-40.67,,,,0.91,,,,,,,,,,,,,,,,,,,,,,
AFYA,,,,,6.27,,,,2.03,,,,,,,,,,,,,,,,,,,,,,
AGAE,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,
AGILW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGFY,,,,,20.00,,,,-6.35,,,,,,,,,,,,,,,,,,,,,,
AGIL,,,,,N/A,,,,0.62,,,,,,,,,,,,,,,,,,,,,,
AGFS,,,,,15.00,,,,0.10,,,,,,,,,,,,,,,,,,,,,,
AGMH,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,
AGNCL,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGNC,,,,,-1.81,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNCN,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGNCM,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGNCO,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGIO,,,,,39.00,,,,6.65,,,,,,,,,,,,,,,,,,,,,,
AGNCP,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGLE,,,,,N/A,,,,-7.82,,,,,,,,,,,,,,,,,,,,,,
AGNG,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGRIW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGRI,AgriFORCE  Growing Systems Ltd.,1.31,undefined,-0.76,N/A,undefined,2.0727847,-2.6798714275113364,N/A,18350810,-7681270,7881028,-12703788,0.502,5647028,1.4086021505376345,1.36752688172043,1.2718,0.93,0.0225,-0.48882942164749005,15713600,USD,Canada,20584816,buy,-1.504,undefined,undefined,Consumer Defensive,Farm Products
AGZD,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AHRN,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AHG,,,,,N/A,,,,-3.54,,,,,,,,,,,,,,,,,,,,,,
AHPI,"Allied Healthcare Products, Inc",1.2,undefined,-0.467,N/A,undefined,0.9202454,-1.1073891426269522,-0.20,12076753,-4349192,3317047,-1499201,0.826,10577556,1.0169491525423728,1.0,1.18,1.18,0.0145000005,-1.083629912745357,4013540,USD,United States,4816248,none,-2.925,undefined,undefined,Healthcare,Medical Devices
AHRNU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AHRNW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIBBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIBBU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIB,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AGRX,,,,,N/A,,,,-43.72,,,,,,,,,,,,,,,,,,,,,,
AIA,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AGYS,,,,,0.05,,,,16.28,,,,,,,,,,,,,,,,,,,,,,
AHCO,,,,,13.94,,,,1.32,,,,,,,,,,,,,,,,,,,,,,
AHI,Advanced Human Imaging Limited.,0.6001,undefined,-0.819,N/A,undefined,2.090873,-3.5874542488703844,-17.38,9442820,-3984765,6011368,-6540075,0.252,1161384,1.7145714285714286,1.4854285714285715,0.5199,0.35,None,-0.16727739460063054,23821300,USD,Australia,12551443,buy,-0.483,undefined,undefined,Technology,Software—Application
AIH,,,,,N/A,,,,-5.93,,,,,,,,,,,,,,,,,,,,,,
AIHS,,,,,,,,,-1.75,,,,,,,,,,,,,,,,,,,,,,
AIMBU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIMAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIMAU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIKI,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIMC,Altra Industrial Motion Corp.,59.26,6.34056603773585,0.26,15.00,0.10699571444036196,2.0349534,48.056479529953876,2.28,4761940480,80362496,198200000,-3679379264,3.041,1098200064,1.841516469857054,1.8430702299564947,59.31,32.18,0.0531,1.2331323596657326,65169400,USD,United States,3877579264,buy,13.418,30.07214292203697,0.507461068546017,Industrials,Specialty Industrial Machinery
AIMDW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIMD,,,,,N/A,,,,1.35,,,,,,,,,,,,,,,,,,,,,,
AIQ,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,
AIRS,"AirSculpt Technologies, Inc.",3.3,6.008490566037736,0.06,88.00,1.8207547169811322,2.6190476,14.61424575995585,1.46,284979072,12684125,7600000,-183947888,0.135,107210000,1.2267657992565055,1.229739776951673,3.308,2.69,0.1043,0.22580706895201202,56172400,USD,United States,191547888,buy,-154.043,22.61266072571328,6.852321432034327,Healthcare,Medical Care Facilities
AIRTP,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AIRT,,,,,N/A,,,,1.80,,,,,,,,,,,,,,,,,,,,,,
AIRR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
AKAN,,,,,,,,,-4.04,,,,,,,,,,,,,,,,,,,,,,
AIP,,,,,N/A,,,,0.52,,,,,,,,,,,,,,,,,,,,,,
AKICU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AIRG,,,,,35.00,,,,1.93,,,,,,,,,,,,,,,,,,,,,,
AKLI,,,,,N/A,,,,0.44,,,,,,,,,,,,,,,,,,,,,,
AKTS,"Akoustis Technologies, Inc.",3.76,undefined,-1.008,N/A,undefined,2.4239419,-4.389975393139411,"Technologies)  Altman Z-Score as of today (December 17, 2022) is -1.19",204990032,-49092000,60664000,-149961712,1.058,44891000,1.6491228070175439,1.5350877192982457,3.5,2.28,0.0857,-0.8564968281772313,57317200,USD,United States,210625712,buy,-3.615,undefined,undefined,Technology,Communication Equipment
AKTX,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AKU,,,,,N/A,,,,0.25,,,,,,,,,,,,,,,,,,,,,,
AKAM,,,,,12.00,,,,3.24,,,,,,,,,,,,,,,,,,,,,,
AKIC,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AKICW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
AKBA,,,,,N/A,,,,-5.06,,,,,,,,,,,,,,,,,,,,,,
ALBT,,,,,,,,,-5.63,,,,,,,,,,,,,,,,,,,,,,
AKRO,,,,,-14.60,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALCO,,,,,N/A,,,,1.91,,,,,,,,,,,,,,,,,,,,,,
ALGN,,,,,43.25,,,,6.01,,,,,,,,,,,,,,,,,,,,,,
ALGM,,,,,12.99,,,,23.25,,,,,,,,,,,,,,,,,,,,,,
AKYA,,,,,N/A,,,,1.28,,,,,,,,,,,,,,,,,,,,,,
ALGT,,,,,127.40,,,,1.20,,,,,,,,,,,,,,,,,,,,,,
ALBO,,,,,N/A,,,,-1.03,,,,,,,,,,,,,,,,,,,,,,
ALEC,,,,,-16.10,,,,0.40,,,,,,,,,,,,,,,,,,,,,,
ALDX,,,,,73.70,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALLR,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALGS,,,,,N/A,,,,-3.98,,,,,,,,,,,,,,,,,,,,,,
ALHC,,,,,-36.70,,,,3.16,,,,,,,,,,,,,,,,,,,,,,
ALIM,,,,,N/A,,,,-12.96,,,,,,,,,,,,,,,,,,,,,,
ALOR,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALKT,,,,,N/A,,,,4.28,,,,,,,,,,,,,,,,,,,,,,
ALKS,Alkermes plc,25.2,-11.742707547169813,-0.381,21.20,-0.46598045822102435,4.1106033,49.61967213114754,2.31,3771991808,83448000,580182016,-3706718208,3.531,405391008,1.1586206896551723,1.1448275862068964,24.9,21.75,0.0733,0.5078630897317299,164312000,USD,Ireland,4286900224,buy,-94.363,15.652723718429828,0.6211398300964217,Healthcare,Drug Manufacturers—Specialty & Generic
ALORU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALLK,,,,,-10.50,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALORW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALLO,,,,,1.00,,,,1.79,,,,,,,,,,,,,,,,,,,,,,
ALOT,,,,,N/A,,,,2.82,,,,,,,,,,,,,,,,,,,,,,
ALPA,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALLT,,,,,N/A,,,,1.26,,,,,,,,,,,,,,,,,,,,,,
ALPAU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALPAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALPP,,,,,N/A,,,,0.86,,,,,,,,,,,,,,,,,,,,,,
ALNY,,,,,-177.50,,,,2.31,,,,,,,,,,,,,,,,,,,,,,
ALPS,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,
ALR,,,,,14.25,,,,0.73,,,,,,,,,,,,,,,,,,,,,,
ALRM,,,,,8.10,,,,3.78,,,,,,,,,,,,,,,,,,,,,,
ALSAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALSAU,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALSA,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
ALRS,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
ALSAR,,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,,,,
ALPN,,,,,N/A,,,,1.01,,,,,,,,,,,,,,,,,,,,,,
