TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI
AAOI,"Applied Optoelectronics, Inc.",16.62,-40.29614604,-2.1,13,-2.424557524,3.0374641,212.6035507,0.93,671598272,2961375,21940000,-576974432,0.617,131705000,10.3875,9.3875,15.02,1.6,0.2223,0.078173671,37882000,USD,United States,598914432,buy,-19.651,1.500046504,0.090255506,Technology,Communication Equipment,39.56
AAON,"AAON, Inc.",70.35,37.50709939,2.05,12,0.533149956,8.369435,344.7688764,16.21,5750279168,16578000,2859000,-5710282248,0.035,40000000,1.45471464,1.439205955,69.6,48.36,0.0374,0.204049741,81244896,USD,United States,5713141248,buy,21.95,3.733323865,0.053067859,Industrials,Building Products & Equipment,49.8
AAPB,GraniteShares 1.75x Long AAPL D,21.98,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.27738711,1.278549428,22,17.207,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
AAPL,Apple Inc.,188.63,80.09535091,6.13,6.14,0.424616185,47.925945,35.4901233,8.3,3.04166E+12,82179997696,61554999296,-2.90033E+12,3.958,1.2393E+11,1.367875272,1.369253082,188.82,137.9,0.007,5.314999849,15461900288,USD,United States,2.96188E+12,buy,24.175,69.44645644,0.36816231,Technology,Consumer Electronics,56.97
AAPD,Direxion Daily AAPL Bear 1X Sha,20.6134,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.04902799,1.031043257,20.26,19.65,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
AAPU,Direxion Daily AAPL Bull 1.5X S,26.42,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.453245325,1.455445545,26.46,18.18,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ABAT,American Battery Technology Com,2.97,undefined,-7.45,N/A,undefined,2.0383413,-5.909929665,N/A,136760400,-24701196,5457540,-122584204,0.115,19078714,1.274678112,1.115879828,2.6,2.33,0.0716,-0.502544052,49152300,USD,United States,128041744,buy,-5.414,undefined,undefined,Basic Materials,Other Industrial Metals & Mining,27.08
AAXJ,iShares MSCI All Country Asia e,62.41,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.024458306,1.023965857,62.38,60.92,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ABCL,AbCellera Biologics Inc.,5.19,-7.264908722,-0.44,10,-1.399789735,1.2836845,-23.31927683,3.41,815409088,-64581000,785840000,-734650624,2.708,80757000,1.341085271,1.30749354,5.06,3.87,0.1228,-0.222562648,290169984,USD,Canada,1520490624,buy,-4.574,-3.674766642,-0.708047523,Healthcare,Biotechnology,46.62
ABCB,Ameris Bancorp,49.9,60.67180527,4.12,8,1.215867841,1.0612144,undefined,"Bancorp)  Altman Z-Score as of today (January 20, 2024) is ",3341083904,N/A,1545773056,-2013171968,22.458,1339369984,1.761383692,1.744440522,49.42,28.33,0.030299999,undefined,69052096,USD,United States,3558945024,buy,N/A,undefined,undefined,Financial Services,Banks - Regional,"Bancorp)  14-Day RSI as of today (January 20, 2024) is 57.89"
ABCS,Alpha Blue Capital US Small-Mid,24.5691,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.008169881,1.00738613,24.55,24.37,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ABEO,Abeona Therapeutics Inc.,4.97,undefined,-1.37,N/A,undefined,5.605381,-5.443598063,-15.11,75804584,-22618000,53754000,-70112496,2.17,5692000,2.269406393,2.228310502,4.88,2.19,0.0269,-0.912999076,24773300,USD,United States,123866496,buy,-1.705,undefined,undefined,Healthcare,Biotechnology,45.44
ABIO,"ARCA biopharma, Inc.",1.61,undefined,-0.37,N/A,undefined,0.6110057,-5.966378038,N/A,-14985670,-3888500,38487000,15286738,2.671,301000,1.032051282,1,1.56,1.56,0.0189,-0.269845456,14410100,USD,United States,23200262,none,2.37,undefined,undefined,Healthcare,Biotechnology,29.76
ABL,"Abacus Life, Inc.",11.43,undefined,-0.09,,undefined,4.585403,-44.39936051,387.57,842830784,-16308528,36649192,-723548440,0.579,118992864,2.089579525,2.083180987,11.395,5.47,N/A,-0.25743614,63349800,USD,United States,760197632,none,24.163,undefined,undefined,Financial Services,Insurance - Life,76.53
ABLLW,None,0.94,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.02173913,1,0.92,0.92,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ABLV,Able View Global Inc.,2.6,undefined,0.18,,undefined,1.1310518,-3.748077515,5.04,2720000,-11964331,N/A,N/A,N/A,N/A,1.625,1.6,2.56,1.6,N/A,-0.693688962,17247400,USD,China,46740456,none,0.265,undefined,undefined,Communication Services,Advertising Agencies,51.37
ABOS,"Acumen Pharmaceuticals, Inc.",3.68,-18.03018256,-1.11,9.7,-4.899506129,0.74793386,-6.831892542,N/A,-5796131,-31193500,215434000,5798000,3.72,2000,2.033149171,1.878453039,3.4,1.81,0.0095,-0.538650158,57910500,USD,United States,209636000,buy,0.102,-8.749514135,-2.377585363,Healthcare,Biotechnology,50.29
ABLVW,Able View Global Inc. Warrant,0.0204,undefined,N/A,,undefined,0.018739566,undefined,N/A,N/A,-11964331,N/A,N/A,N/A,N/A,0.457399103,1,0.0446,0.0446,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,Communication Services,Advertising Agencies,N/A
ABLLL,"Abacus Life, Inc. - 9.875% Fixe",25.34,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.044517725,1.038746908,25.2,24.26,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ABNB,"Airbnb, Inc.",137.04,223.7574037,8.22,22,1.632788993,9.801078,20.79222358,5.53,80795582464,2876497408,10961999872,-78722770944,17.149,2308999936,1.372582406,1.36537094,136.32,99.841,0.0448,6.590925665,436432992,USD,United States,89684770816,hold,35.673,179.4122159,1.309195971,Consumer Cyclical,Travel Services,56.32
ABSI,Absci Corporation,3.62,-32.92235294,-1.16,23.3,-9.094572636,1.6138194,-8.962312374,1.59,221189200,-37539124,113479000,-203441288,1.221,17748000,3.258325833,2.781278128,3.09,1.111,0.0374,-0.403913616,92938496,USD,United States,316920288,buy,-2.923,-11.46360916,-3.166742863,Healthcare,Biotechnology,48.98
ABTS,Abits Group Inc,0.96,undefined,N/A,,undefined,N/A,-0.894574606,27.7,33309802,-38155020,1538831,-33304777,0.043,0,1.263157895,1.276315789,0.97,0.76,0.0084,-1.07313576,35554700,USD,Hong Kong,34843608,none,N/A,undefined,undefined,Communication Services,Advertising Agencies,43.08
ABVX,Abivax SA,11.29,undefined,-2.64,N/A,undefined,6.115222,-19.79003407,N/A,419230464,-35893752,114381000,-670469944,2.689,41469000,1.412132583,1.364602877,10.91,7.995,N/A,-0.570489164,62917500,EUR,France,784850944,buy,-5.715,undefined,undefined,Healthcare,Biotechnology,63.33
ABUS,Arbutus Biopharma Corporation,2.32,undefined,-0.46,N/A,undefined,3.3146064,-8.406059761,-5.58,263489776,-46282376,134180000,-261580192,0.8,1909000,1.372781065,1.352071006,2.285,1.69,0.0493,-0.275991376,167695008,USD,United States,395760192,buy,-3.417,undefined,undefined,Healthcare,Biotechnology,54.69
ABVC,"ABVC Biopharma, Inc.",1.23,undefined,-3.57,N/A,undefined,0.658588,-5.797666486,-6.54,12285174,-1642887,568590,-9111198,0.079,3886517,1.824925816,1.78041543,1.2,0.674,0.0027,-0.212154322,7743830,USD,United States,9679788,hold,-1.312,undefined,undefined,Healthcare,Biotechnology,46.15
ACAB,Atlantic Coastal Acquisition Co,10.75,undefined,0.17,,undefined,N/A,36.17564851,N/A,114532752,3249666,948153,-114532847,0.087,0,1.098059244,1.078651685,10.56,9.79,0.0007,0.297161224,10935700,USD,United States,115481000,none,N/A,undefined,undefined,Financial Services,Shell Companies,44.1
ACABU,Atlantic Coastal Acquisition Co,10.53,undefined,N/A,,undefined,N/A,undefined,N/A,114204680,3249666,948153,N/A,0.087,0,1.063636364,1.063636364,10.53,9.9,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,23.54
ACABW,Atlantic Coastal Acquisition Co,0.0499,undefined,N/A,,undefined,11.666667,undefined,N/A,N/A,3249666,948153,N/A,0.087,0,1.425714286,1,0.035,0.035,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,N/A
ACACU,Acri Capital Acquisition Corpor,11.856,undefined,N/A,,undefined,N/A,undefined,N/A,64882312,N/A,52840,N/A,0.01,1135924,1.255985423,1.248993601,11.79,9.4396,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,85.69
ACACW,None,0.051,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0.051,0.051,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ACAC,Acri Capital Acquisition Corpor,11.13,undefined,0.15,,undefined,N/A,undefined,N/A,61094400,N/A,52840,-59958476,0.01,1135924,1.126518219,1.122469636,11.09,9.88,0.0033,undefined,3255050,USD,United States,60011316,none,N/A,undefined,undefined,Financial Services,Shell Companies,56.06
ACAD,ACADIA Pharmaceuticals Inc.,27.59,283.0413793,-0.91,-357,10.25883941,12.354006,-102.0915703,5.32,4191696384,-44369248,345920000,-4134552576,2.107,57134000,1.557876906,1.525127047,27.01,17.71,0.0645,-0.270247582,164180000,USD,United States,4480472576,buy,-27.948,84.05631686,3.046622576,Healthcare,Biotechnology,44.27
ACAH,Atlantic Coastal Acquisition Co,10.63,undefined,0.26,,undefined,N/A,257.9340731,N/A,127501912,501040,1490339,-127501789,0.123,0,1.05876494,1.056772908,10.61,10.04,0.0004,0.041212081,12157600,USD,United States,128992128,none,N/A,undefined,undefined,Financial Services,Shell Companies,55.24
ACAHU,Atlantic Coastal Acquisition Co,10.59,undefined,-0.005,,undefined,N/A,undefined,N/A,127258760,501040,1490339,N/A,0.123,0,1.15447509,1.15447509,10.59,9.173,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,52.07
ACAHW,Atlantic Coastal Acquisition Corp. Warrant,0.026,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,501040,1490339,N/A,0.123,0,1,1,0.026,0.026,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,N/A
ACBA,Ace Global Business Acquisition,11.87,undefined,-0.35,,undefined,N/A,undefined,N/A,45709688,N/A,58653,-41115507,0.017,4594192,1.109345794,1.107476636,11.85,10.7,0.0027,undefined,3431180,USD,Hong Kong,41174160,none,N/A,undefined,undefined,Financial Services,Shell Companies,76.71
ACB,Aurora Cannabis Inc.,0.41,undefined,-5.87,N/A,undefined,0.3434057,-3.626707137,-10.15,238796576,-53704500,128917000,-66518552,0.271,127011000,1.032745592,1,0.397,0.397,N/A,-0.113050209,475049984,CAD,Canada,195435552,hold,-1.661,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic,28.77
ACBAU,Ace Global Business Acquisition,11.19,undefined,-0.208,,undefined,N/A,undefined,N/A,44748956,N/A,58653,N/A,0.017,4594192,1.110119048,1.162698413,11.72,10.08,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,4.56
ACBAW,Ace Global Business Acquisition Limited Warrant,0.0298,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,58653,N/A,0.017,4594192,1,1,0.0298,0.0298,N/A,undefined,N/A,USD,Hong Kong,N/A,none,N/A,undefined,undefined,Financial Services,Shell Companies,N/A
ACCD,"Accolade, Inc.",11.88,-10.98839757,-1.62,-0.9,-0.92494929,2.0786119,61.35027565,-0.09,920446336,14989375,230016992,-678748192,2.972,241698000,1.876777251,1.786729858,11.31,6.33,0.0403,0.193642162,77407600,USD,United States,908765184,buy,-10.385,1.31346732,0.110561222,Healthcare,Health Information Services,49.34
ACDC,ProFrac Holding Corp.,7.12,-2.311561866,0.7,-12.2,-0.324657565,0.92311615,2.790412551,1.6,2396475136,406696000,25100000,-1128876320,0.157,1155900032,1.102167183,1.094427245,7.07,6.46,0.18360001,2.551594027,159388992,USD,United States,1153976320,buy,3.009,-8.425953502,-1.183420436,Energy,Oil & Gas Equipment & Services,38.87
ACET,"Adicet Bio, Inc.",2.445,-112.4186613,-3.35,29.1,-45.97900256,0.5403012,-1.592287381,N/A,-56138568,-66280248,183256992,77935608,4.246,21797000,2.222727273,2.104545455,2.315,1.1,0.083000004,-1.535526833,43164500,USD,United States,105321384,buy,0.442,-51.5289167,-21.07522155,Healthcare,Biotechnology,53.73
ACGL,Arch Capital Group Ltd.,78.96,195.0547667,7.75,19.7,2.470298464,2.0821211,12.74030972,,31010994176,2312790016,2553999872,-27628150272,6.884,2726000128,1.300823723,1.312355848,79.66,60.7,0.0118,6.197651528,373172000,USD,Bermuda,30182150144,buy,9.123,155.9847062,1.9754902,Financial Services,Insurance—Diversified,64.43
ACGLN,Arch Capital Group Ltd. - Depos,19.87,undefined,4.691,,undefined,0.51152015,undefined,N/A,8375896064,2312790016,2553999872,N/A,6.884,2726000128,1.204972711,1.198302001,19.76,16.49,N/A,undefined,N/A,USD,Bermuda,N/A,none,2.464,undefined,undefined,Financial Services,Insurance—Diversified,N/A
ACHC,"Acadia Healthcare Company, Inc.",85.06,-3.846653144,-0.2,13.05,-0.045222821,2.888844,24.04556806,2.43,9455205376,326211264,99591000,-7823649960,1.08,1533975040,1.279290119,1.267634231,84.285,66.49,0.0335,3.537450219,92216496,USD,United States,7923240960,buy,15.342,68.03672004,0.799867388,Healthcare,Medical Care Facilities,69.78
ACGLO,Arch Capital Group Ltd. - Depos,23.15,undefined,4.691,,undefined,0.595186,4.033240359,N/A,9581667328,2312790016,2553999872,-10927018496,6.884,2726000128,1.205729167,1.1953125,22.95,19.2,N/A,5.739801732,402939008,USD,Bermuda,13481018368,none,2.819,undefined,undefined,Financial Services,Insurance—Diversified,N/A
ACHL,Achilles Therapeutics plc,0.839,-23.231643,-1.9,5.2,-27.68968177,0.21862876,-0.987545653,N/A,-99234872,-34648376,140138000,106585908,3.436,7351000,1.133783784,1.081081081,0.8,0.74,0.0008,-0.849580976,40782900,USD,United Kingdom,33552092,buy,1.482,-10.38797997,-12.38138256,Healthcare,Biotechnology,42
ACIC,American Coastal Insurance Corp,12.03,-215.6981744,-8.48,20,-17.93002281,1.5507013,-0.792406781,,488044992,-658979968,188275008,-310899744,4.357,159190000,13.07608696,12.38043478,11.39,0.92,0.0428,-15.18159649,43406500,USD,United States,499174752,buy,-1.423,-386.1606896,-32.09980795,Financial Services,Insurance—Property & Casualty,68.7
ACHV,"Achieve Life Sciences, Inc.",4.3,-42.36673428,-2.02,15,-9.852728902,23.66492,-4.471528666,N/A,92028232,-20353876,19919000,-75750416,0.941,16278000,1.419141914,1.405940594,4.26,3.03,0.0381,-0.961639815,21165800,USD,Canada,95669416,buy,-2.748,-20.16907848,-4.690483367,Healthcare,Biotechnology,57.94
ACIU,AC Immune SA,4.15,undefined,-0.94,,undefined,2.7983816,-10.77551408,8.76,274035392,-38051624,79927000,-330098824,0.943,2393000,2.331460674,2.280898876,4.06,1.78,0.0095,-0.385132437,98801400,CHF,Switzerland,410025824,strong_buy,-4.086,undefined,undefined,Healthcare,Biotechnology,47.38
ACLS,"Axcelis Technologies, Inc.",125.67,177.7983773,6.99,20,1.414803671,5.3860316,43.18889948,"Technologies)  Altman Z-Score as of today (January 20, 2024) is 9.14",3926224384,95287872,461009984,-3849870784,14.078,76359000,1.230129209,1.227585161,125.4101,102.16,0.051,2.909775464,32747500,USD,United States,4310880768,buy,15.698,74.01335561,0.588950072,Technology,Semiconductor Equipment & Materials,"Technologies)  14-Day RSI as of today (January 20, 2024) is 58.19"
ACIW,"ACI Worldwide, Inc.",29.61,14.27099391,0.78,12,0.481965347,2.6941378,22.53316489,2.25,4235108352,142868880,139520000,-3123257344,1.283,1111864960,1.513803681,1.499488753,29.33,19.56,0.0269,1.314063078,108723000,USD,United States,3262777344,buy,15.316,24.04228998,0.811965214,Technology,Software—Infrastructure,56.43
EAR,"Eargo, Inc.",2.62,906.3286004,15,59.2,345.9269467,1.2281508,-1.234479404,-14.12,17066578,-44065124,46023000,-9412608,2.217,7654000,1.788395904,1.795221843,2.63,1.465,0.0025,-2.122352137,20762400,USD,United States,55435608,hold,-0.195,-128.2365628,-48.94525296,Healthcare,Medical Devices,68.25
ACLX,"Arcellx, Inc.",53.18,-184.0056795,-2.65,69.3,-3.460054147,10.107901,-280.021118,4.04,2359888640,-9862000,439716000,-2430383200,9.032,108719000,2.020516717,2.026975684,53.35,26.32,0.0858,-0.189914248,51928700,USD,United States,2870099200,buy,-16.486,-13.18690574,-0.247967389,Healthcare,Biotechnology,54.5
ACNB,ACNB Corporation,43.98,undefined,4.43,N/A,undefined,1.4930497,undefined,,473191232,N/A,64041000,-317019352,7.527,156172000,1.628888889,1.623703704,43.84,27,0.0085,undefined,8507710,USD,United States,381060352,hold,N/A,undefined,undefined,Financial Services,Banks—Regional,54.74
ACNT,Ascent Industries Co.,10.4,-37.30628803,-2,12.4,-3.58714308,1.1244221,2.95494009,2.63,194107200,35637000,730000,-107612848,0.072,86494000,1.444444444,1.423611111,10.25,7.2,0.0018,3.5195299,10125500,USD,United States,108342848,strong_buy,-53.006,65.65029809,6.312528662,Basic Materials,Steel,74.36
ACON,"Aclarion, Inc.",3.11,undefined,-9.28,N/A,undefined,N/A,-1.454712307,-49.29,2110358,-1795819,161450,-2198950,0.294,727536,1.130909091,1.018181818,2.8,2.75,0.020399999,-2.137879762,840000,USD,United States,2360400,buy,-0.466,undefined,undefined,Healthcare,Health Information Services,38.47
ACONW,None,0.034,undefined,-6.576,,undefined,N/A,undefined,N/A,N/A,-1795819,161450,N/A,0.294,727536,1,1,0.034,0.034,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,Healthcare,Health Information Services,N/A
ACRV,"Acrivon Therapeutics, Inc.",4.35,undefined,-2.27,N/A,undefined,0.696,-4.315472024,N/A,-41124764,-22371876,142090000,45544800,6.402,4420000,1.27528584,1.213720317,4.14,3.411,0.0224,-1.008000973,22194300,USD,United States,96545200,buy,0.741,undefined,undefined,Healthcare,Biotechnology,39.3
ACRS,"Aclaris Therapeutics, Inc.",1.18,-122.8197972,-1.66,74.4,-104.0845739,0.5163044,-1.607201206,"Therapeutics)  Altman Z-Score as of today (January 20, 2024) is -5.26",-17321292,-52007624,103052000,22298736,1.455,2144000,2,1.917627119,1.1314,0.59,0.0941,-0.734195567,70836200,USD,United States,80753264,hold,N/A,-54.32153649,-46.03520042,Healthcare,Diagnostics & Research,"Therapeutics)  14-Day RSI as of today (January 20, 2024) is 46.51"
ACOR,"Acorda Therapeutics, Inc.",17.5,126.9529412,2.61,46,7.254453782,0.3499347,0.665536351,-3.16,174252240,32660500,32468000,11836718,26.14,186088992,1.944444444,1.845555556,16.61,9,0.0064,26.29458176,1242100,USD,United States,20631282,buy,15.146,1278.994058,73.08537473,Healthcare,Drug Manufacturers—Specialty & Generic,62.08
ACT,"Enact Holdings, Inc.",28.07,31.13647059,4.01,0.2,1.109243697,1.007251,9.698302838,,4529865728,462231744,696163008,-3785103168,4.359,744752000,1.346928983,1.335412668,27.83,20.84,0.036,2.894320838,159703008,USD,United States,4481266176,buy,N/A,22.47355004,0.800625224,Financial Services,Insurance—Specialty,46.1
ACTG,Acacia Research Corporation,3.75,-18.568357,-0.73,20,-4.951561866,0.7686067,-11.4082763,9.05,-53657840,-32833500,445993984,67424896,4.465,2725000,1.093294461,1.074344023,3.685,3.43,0.0084,-0.328708729,99886304,USD,United States,378569088,none,1.401,-8.361069894,-2.229618638,Industrials,Business Equipment & Supplies,47.42
ACST,"Acasti Pharma, Inc.",2.41,undefined,-5.65,N/A,undefined,0.3436136,-2.530516826,N/A,-4025454,-8951750,27006000,4071464,2.873,46000,1.401162791,1.337209302,2.3,1.72,0.0087,-0.95237462,9399400,USD,Canada,22934536,strong_buy,0.3,undefined,undefined,Healthcare,Biotechnology,46.86
ACVA,ACV Auctions Inc.,13.87,-3.984097363,-0.48,0.8,-0.287245664,4.7070985,-71.09825988,2.8,1878910976,-26563750,450246016,-1755010688,2.789,123900000,1.561936937,1.514752252,13.451,8.88,0.069,-0.19508213,136167008,USD,United States,2205256704,buy,-23.824,-1.619221252,-0.1167427,Consumer Cyclical,Auto & Truck Dealerships,42.23
ACWI,iShares MSCI ACWI ETF,100.66,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.184932313,1.18375515,100.56,84.95,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ACWX,iShares MSCI ACWI ex U.S. ETF,49.39,undefined,N/A,,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.100245043,1.095678325,49.185,44.89,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,N/A,N/A,N/A
ADAG,Adagene Inc.,3.37,undefined,-0.86,N/A,undefined,1.3975649,undefined,-2.28,41133156,N/A,128759960,13036344,2.35,25238704,3.063636364,2.227727273,2.4505,1.1,0.0008,undefined,43834700,USD,China,115723616,buy,-1.047,undefined,undefined,Healthcare,Biotechnology,53.19
ACXP,"Acurx Pharmaceuticals, Inc.",4,undefined,-1.05,N/A,undefined,12.178218,-23.66334051,N/A,43751508,-2327313,7052329,-43751591,0.512,0,3.418803419,3.051367521,3.5701,1.17,0.0286,-0.169037841,13768000,USD,United States,50803920,buy,N/A,undefined,undefined,Healthcare,Biotechnology,43.18
ADAP,Adaptimmune Therapeutics plc,0.7225,-4.578498986,-0.54,1,-6.337022818,1.8108248,-3.742257244,-4.35,821326784,-43849376,161728000,2152080,0.119,25601000,1.720238095,1.645238095,0.691,0.42,0.053000003,-0.193065295,227122000,USD,United Kingdom,159575920,hold,-7.843,-1.636943072,-2.265665151,Healthcare,Biotechnology,50.03
ADD,"Color Star Technology Co., Ltd.",0.334,-105.0511156,-4.13,20,-314.5242983,0.21827112,2.680253528,N/A,8247322,2805210,239473,-7263443,0.01,583915,1.855555556,1.627777778,0.293,0.18,0.0118,0.124615077,22511000,USD,United States,7502916,none,-0.364,3.169722244,9.490186361,Communication Services,Entertainment,46.42
