TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI
AAON,"AAON, Inc.",56.01,29.36366906474821,1.81,12.00,0.5242576158676703,7.077721,339.68645486172915,13.32,4755459072,13456375,5237000,-4669355256,0.064,86105000,1.6141210374639767,1.5994236311239192,55.5,34.7,0.0344,0.16488735184568698,81609504,USD,United States,4674592256,buy,21.262,2.6749710677124043,0.04775881213555445,Industrials,Building Products & Equipment,32.43
AAPD,,22.21,,{},,,{},,Not Found!,,,,,,,,,21.84,19.69,,,,,,,,,,,,,Not Found!
ABAT,,7.16,,-7.25,N/A,,5.3598204,,N/A,,-16136347,2331399,,,6175788,,,7.05,5.925,,,,,,{},,,,,,,37.13
AAPU,,24.32,,{},,,{},,Not Found!,,,,,,,,,23.98,15.55,,,,,,,,,,,,,Not Found!
AAPL,Apple Inc.,174.91,74.99309352517987,5.96,7.40,0.4287524642683659,46.077362,30.156183930231247,8.34,2821717753856,90680500224,62482001920,-2712432037888,3.996,109280002048,1.4086333252798582,1.3947008134009826,173.18,124.17,0.0069,5.800137059936639,15634199552,USD,United States,2774914039808,buy,22.764,72.98158070380707,0.4172521908627698,Technology,Consumer Electronics,41.44
AAXJ,,62.77,,{},,,{},,Not Found!,,,,,,,,,62.83,54.39,,,,,,,,,,,,,Not Found!
ABCB,Ameris Bancorp,37.89,56.66978417266188,4.34,8.00,1.4956395928387933,0.8031892,undefined,"Bancorp)  Altman Z-Score as of today (October 08, 2023) is ",2923984896,{},1319129984,-1327522176,19.141,1666307968,1.337451464878221,1.3069184609954112,37.025,28.33,0.0354,undefined,69139296,USD,United States,2646652160,buy,{},undefined,undefined,Financial Services,Banks - Regional,"Bancorp)  14-Day RSI as of today (October 08, 2023) is 37.72"
ABCL,AbCellera Biologics Inc.,4.42,-3.8064748201438863,-0.26,10.00,-0.8611933982225988,1.0696999,-7.54388542031881,3.14,567290944,-169535120,795694016,-483259584,2.75,84032000,1.0207852193995381,1.0048498845265588,4.351,4.33,0.121800005,-0.5859049751862757,289356000,USD,Canada,1278953600,buy,-6.579,-8.577817442475332,-1.9406826792930616,Healthcare,Biotechnology,23.00
ABLLW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ABLV,,3.17,,0.17,,,1.3313857,,5.29,,-11964331,{},,,{},,,3.19,2.71,,,,,,55786084,,,,,,,35.96
ABCM,Abcam plc,22.74,0.07003597122302159,0.01,0.35,0.003079858013325488,7.2275333,180.52358365166307,8.55,5336256000,28937500,79000000,-5131118144,0.345,217000000,1.8221153846153844,1.814102564102564,22.64,12.48,{},0.1259669209973082,229723008,GBP,United Kingdom,5210118144,hold,50.342,0.882221565402011,0.038796023104749826,Healthcare,Biotechnology,50.56
ABL,"Abacus Life, Inc.",7.07,undefined,-0.02,,undefined,2.7515724,29.509547529421265,228.50,497301472,15084583,20611122,-420120782,0.327,76824976,1.2925045703839124,1.2605118829981719,6.895,5.47,{},0.23958347693915508,62961700,USD,United States,440731904,none,12.969,undefined,undefined,Financial Services,Insurance - Life,43.61
ABIO,"ARCA biopharma, Inc.",2.05,undefined,-0.44,N/A,undefined,0.7455013,-7.047134039063664,N/A,-10574410,-4191875,40156000,10903498,2.787,329000,1.108108108108108,1.081081081081081,2.0,1.85,0.0257,-0.2908983976516471,14410100,USD,United States,29252502,none,1.524,undefined,undefined,Healthcare,Biotechnology,45.68
ABEO,Abeona Therapeutics Inc.,4.3,undefined,-1.79,N/A,undefined,9.54023,-4.652296968041519,-18.82,71938872,-22881250,36772000,-65964984,1.485,5974000,1.9634703196347032,1.8767123287671235,4.11,2.19,0.026800001,-0.9242746173639416,24755900,USD,United States,102736984,buy,-1.703,undefined,undefined,Healthcare,Biotechnology,57.68
ABLVW,,0.0255,,{},,,0.010642738,,N/A,,-11964331,{},,,{},,,0.0255,0.0255,,,,,,{},,,,,,,N/A
ABNB,"Airbnb, Inc.",124.99,76.99604316546764,3.19,22.00,0.6160176267338798,15.761506,18.832139132611292,3.76,73282232320,2829769472,10339999744,-70288293888,16.205,2324000000,1.5259431082895862,1.4898058845073863,122.03,81.91,0.0612,6.637058016609327,426359008,USD,United States,80628293632,hold,37.069,160.1966161562899,1.2816754632873824,Consumer Cyclical,Travel Services,35.93
ABSI,Absci Corporation,1.37,-30.953525179856115,-1.23,23.30,-22.593813999894973,0.5932932,-2.5811998184987552,-0.84,22821116,-49207376,124587000,-3354176,1.344,19467000,1.2123893805309736,1.1534513274336284,1.3034,1.13,0.048499998,-0.5307609237307331,92711000,USD,United States,127941176,buy,-0.284,-13.356846843238165,-9.749523243239535,Healthcare,Biotechnology,42.89
ABOS,"Acumen Pharmaceuticals, Inc.",4.48,-17.283453237410075,-1.2,9.70,-3.8579136690647484,1.0702138,-9.282497762182679,N/A,110058792,-27929000,144880992,-110029760,2.504,29000,1.272727272727273,1.2414772727272727,4.37,3.52,0.0369,-0.48262871856018386,57868500,USD,United States,254910752,strong_buy,-2.109,-6.9512424068884044,-1.5516166086804473,Healthcare,Biotechnology,20.30
ABVC,"ABVC Biopharma, Inc.",0.8999,undefined,-3.35,N/A,undefined,{},1.2246976916474712,-12.95,8861814,2903456,176077,-3024549,0.045,5847265,1.3351632047477744,1.0341246290801185,0.697,0.674,0.0105,0.7347935789684137,3951390,USD,United States,3200626,hold,-0.811,undefined,undefined,Healthcare,Biotechnology,33.03
ABUS,Arbutus Biopharma Corporation,1.9,undefined,-0.47,N/A,undefined,2.4039655,-7.434347899839113,-5.46,174618928,-42822624,152484000,-172576576,0.91,2043000,1.0326086956521738,1.016304347826087,1.87,1.84,0.0461,-0.2555704986635234,167556992,USD,United States,325060576,buy,-2.38,undefined,undefined,Healthcare,Biotechnology,36.92
ACABU,,10.98,,{},,,{},,N/A,,{},2227712,,,0,,,10.98,9.56,,,,,,{},,,,,,,77.31
ACABW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACACW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACAB,Atlantic Coastal Acquisition Co,10.55,undefined,0.17,,undefined,{},undefined,N/A,113143840,{},2227712,-113143928,0.204,0,1.077630234933606,1.077630234933606,10.55,9.79,0.0002,undefined,10935700,USD,United States,115371640,none,{},undefined,undefined,Financial Services,Shell Companies,51.09
ACACU,,10.97,,{},,,{},,N/A,,{},201143,,,910924,,,10.97,9.4396,,,,,,{},,,,,,,45.56
ACAC,Acri Capital Acquisition Corpor,10.921,undefined,0.18,,undefined,{},undefined,N/A,64050968,{},201143,-63139997,0.035,910924,1.095386158475426,1.095285857572718,10.92,9.97,0.0019,undefined,3643690,USD,United States,63341140,none,{},undefined,undefined,Financial Services,Shell Companies,47.52
ACAHW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACAHU,,10.35,,-0.005,,,{},,N/A,,501040,1490339,,,0,,,10.26,9.173,,,,,,{},,,,,,,99.98
ACAD,ACADIA Pharmaceuticals Inc.,21.96,187.53812949640292,-0.68,-357.00,8.539987681985561,8.947585,-756.0695330291242,4.26,3233099776,-4755500,375377984,-3174266560,2.293,58836000,1.5994173343044429,1.5316824471959214,21.03,13.73,0.0875,-0.029044947641282737,163728992,USD,United States,3549644544,buy,-26.013,8.010345811716359,0.3647698457065737,Healthcare,Biotechnology,30.90
ACAH,Atlantic Coastal Acquisition Co,11.14,undefined,0.26,,undefined,{},270.3090851029858,N/A,125556696,501040,1490339,-133459021,0.123,0,1.1321138211382114,1.1321138211382114,11.14,9.84,0.0004,0.04121208133184181,12157600,USD,United States,134949360,none,{},undefined,undefined,Financial Services,Shell Companies,49.46
ACAX,Alset Capital Acquisition Corp.,10.6,undefined,0.11,,undefined,{},undefined,N/A,47658808,{},1219809,-47558155,0.265,100694,2.264957264957265,2.256709401709402,10.5614,4.68,0.0033000002,undefined,2449790,USD,United States,48777964,none,{},undefined,undefined,Financial Services,Shell Companies,54.22
ACAXW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACAXU,,11.14,,{},,,{},,N/A,,{},1219809,,,100694,,,10.91,7.02,,,,,,{},,,,,,,48.70
ACAXR,,0.18,,{},,,{},,Not Found!,,{},1219809,,,100694,,,0.2,0.2,,,,,,{},,,,,,,Not Found!
ACBAW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACBA,Ace Global Business Acquisition,11.67,undefined,0.02,,undefined,{},undefined,N/A,47832104,{},65288,-40294692,0.017,3862855,1.1135496183206106,1.1087786259541983,11.62,10.48,0.0025,undefined,3473320,USD,Hong Kong,40359980,none,{},undefined,undefined,Financial Services,Shell Companies,63.27
ACBAU,,12.035,,-0.208,,,{},,N/A,,{},65288,,,3862855,,,12.035,10.08,,,,,,{},,,,,,,67.61
ACB,Aurora Cannabis Inc.,0.5674,undefined,-5.89,N/A,undefined,0.43697998,-4.543299306389595,-10.24,244470528,-53704500,157855008,-86054608,0.419,156384000,1.307373271889401,1.2490783410138249,0.5421,0.434,{},-0.124887215597269,430024000,CAD,Canada,243909616,hold,-1.701,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,40.20
ACCD,"Accolade, Inc.",8.47,-10.34474820143885,-1.72,-0.90,-1.2213398112678688,1.4255911,51.862908985029975,-0.56,646682944,12449875,292187008,-332916992,3.833,313766016,1.2401171303074672,1.1127379209370425,7.6,6.83,0.0429,0.16331517390289144,76232200,USD,United States,625104000,buy,-6.722,0.9822409020346565,0.1159670486463585,Healthcare,Health Information Services,22.18
ACDC,ProFrac Holding Corp.,9.055,12.67769784172662,3.56,-4.00,1.4000770670045963,1.1055715,3.986339792209611,1.74,2709772800,362051008,26900000,-1386871520,0.169,1275600000,1.0266439909297052,1.0,8.82,8.82,0.118999995,2.2715073154817174,159388000,USD,United States,1413771520,buy,3.038,8.089180727794608,0.8933385673986315,Energy,Oil & Gas Equipment & Services,38.21
ACDCW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACET,"Adicet Bio, Inc.",1.32,-81.52978417266189,-2.74,29.10,-61.76498800959234,0.23239055,-0.852738474000405,N/A,-127262656,-66664500,205460000,149904604,4.771,22642000,1.0645161290322582,1.032258064516129,1.28,1.24,0.092,-1.547954079997771,43066200,USD,United States,55555396,buy,1.077,-46.059986150149506,-34.89392890162841,Healthcare,Biotechnology,26.68
ACER,Acer Therapeutics Inc.,0.7536,undefined,-1.79,N/A,undefined,{},-0.926640212262515,N/A,48578856,-19895364,1553416,-16307530,0.063,32271306,1.3701818181818182,1.2554545454545454,0.6905,0.55,0.048899997,-0.8132606269697552,24463700,USD,United States,17860946,buy,-2.462,undefined,undefined,Healthcare,Biotechnology,45.80
ACGL,Arch Capital Group Ltd.,81.64,132.32525179856117,5.94,19.65,1.6208384590710578,2.205997,17.583553890562342,,31415545856,1731616000,2614000128,-28035358208,7.05,2726000128,1.8296727924697447,1.8216069027342001,81.2801,44.62,0.015700001,4.642974936017844,372953984,USD,Bermuda,30649358336,buy,12.157,103.43145244157739,1.2669212694950684,Financial Services,Insurance - Diversified,44.06
ACGLN,,17.05,,4.691,,,0.4523126,,Not Found!,,1731616000,2614000128,,,2726000128,,,16.5279,16.49,,,,,,{},,,,,,,Not Found!
ACHC,"Acadia Healthcare Company, Inc.",67.76,48.72192805755397,2.98,12.16,0.7190367186770066,2.1616647,-824.4285016747793,2.73,7899539968,-7575625,112173000,-6274411064,1.217,1534548992,1.0191006166340804,1.0,66.49,66.49,0.0318,-0.08219026860710109,92171800,USD,United States,6386584064,buy,13.244,-1.3437813268812802,-0.0198314835726281,Healthcare,Medical Care Facilities,31.89
ACGLO,Arch Capital Group Ltd. - Depos,19.75,undefined,4.691,,undefined,0.5325746,4.5957333542771615,Not Found!,8300447744,1731616000,2614000128,-8954486272,7.05,2726000128,1.014902363823227,1.0073329907502568,19.6027,19.46,{},4.297464295142157,402939008,USD,Bermuda,11568486400,none,3.212,undefined,undefined,Financial Services,Insurance - Diversified,Not Found!
ACHL,Achilles Therapeutics plc,0.8598,-19.081438848920865,-1.76,5.20,-22.192880726821198,0.19962318,-0.8136882313720618,N/A,-100376968,-43266624,143711008,109005008,3.51,8628000,1.1464,1.1122666666666667,0.8342,0.75,{},-1.0566700695058393,40946200,USD,United Kingdom,34706000,buy,1.563,-11.45612801975036,-13.324177738718724,Healthcare,Biotechnology,45.49
ACHV,"Achieve Life Sciences, Inc.",4.0,-55.791366906474835,-3.0,15.00,-13.947841726618709,8.76087,-3.5666374457388494,N/A,75814216,-23670250,25071000,-59985376,1.188,15829000,2.0,1.95,3.9,2.0,0.0399,-1.1215045153464924,21105800,USD,Canada,85056376,buy,-1.916,-20.856756634321464,-5.214189158580366,Healthcare,Biotechnology,35.26
ACIC,American Coastal Insurance Corp,7.36,-215.16474820143887,-9.54,20.00,-29.234340788238974,2.8440368,-0.39628123800011705,,441411040,-806174528,27883000,-295061352,0.649,149692992,25.37931034482759,25.20689655172414,7.31,0.29,0.0779,-18.572668333083755,43406500,USD,United States,322944352,hold,-1.167,-418.8871598864574,-56.91401628892084,Financial Services,Insurance - Property & Casualty,44.77
ACIU,AC Immune SA,2.49,undefined,-0.87,N/A,undefined,1.5057681,-5.388976242097627,3.31,119362232,-38596000,93007000,-114150616,1.099,2529000,1.4821428571428574,1.369047619047619,2.3,1.68,0.01,-0.4620543658271506,83531296,CHF,Switzerland,207157616,strong_buy,-1.835,undefined,undefined,Healthcare,Biotechnology,31.44
ACIW,"ACI Worldwide, Inc.",21.03,10.220503597122304,0.63,12.00,0.485996366957789,1.9533204,17.155337585072342,2.03,3276235776,133122000,132391000,-2157877672,1.219,1118349056,1.0685975609756098,1.0604674796747968,20.87,19.68,0.022,1.2258575440858235,108595000,USD,United States,2290268672,buy,15.472,19.887113395061384,0.9456544648150919,Technology,Software - Infrastructure,26.19
ACLS,"Axcelis Technologies, Inc.",158.94,142.99208633093528,6.34,20.00,0.8996607923174486,7.1560965,36.86912710813676,"Technologies)  Altman Z-Score as of today (October 08, 2023) is 11.06",4945832960,141473744,452864000,-4868493312,13.799,77345000,3.1928485335476093,3.1438328646042586,156.5,49.78,0.044499997,4.310923866839339,32817500,USD,United States,5321357312,buy,21.383,97.22839080964985,0.6117301548361007,Technology,Semiconductor Equipment & Materials,"Technologies)  14-Day RSI as of today (October 08, 2023) is 39.23"
ACLX,"Arcellx, Inc.",35.1,-279.5202877697842,-4.54,69.30,-7.963540962102114,5.95097,-39.63216078796931,2.22,1336295296,-42828876,506484000,-1242660960,10.473,93635000,2.068355922215675,2.020624631703005,34.29,16.97,0.14479999,-0.8856443681631134,48359000,USD,United States,1749144960,strong_buy,-6.95,-54.52765829309298,-1.5534945382647574,Healthcare,Biotechnology,45.44
ACMR,"ACM Research, Inc.",17.3,42.171625899280585,1.04,42.74,2.437666236952635,1.6129313,-7.154159260219874,2.64,1069576000,-133001248,269795008,-847223744,4.495,80923000,3.168498168498169,3.095238095238095,16.9,5.46,0.0454,-2.4181737323343158,55000700,USD,United States,1117018752,buy,11.334,-98.05607499949022,-5.667981213843365,Technology,Semiconductor Equipment & Materials,52.64
ACNB,ACNB Corporation,32.39,undefined,4.57,N/A,undefined,1.0959156,undefined,,333334048,{},84043000,-197678984,9.813,135655008,1.1996296296296296,1.1925925925925926,32.2,27.0,0.0066000004,undefined,8564280,USD,United States,281721984,buy,{},undefined,undefined,Financial Services,Banks - Regional,45.21
ACONW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACNT,Ascent Industries Co.,8.72,-7.442805755395684,-0.45,12.40,-0.8535327701141838,0.7818747,3.212249784777664,2.59,177161568,27587750,717000,-88714760,0.071,88447000,1.1339401820546164,1.1339401820546164,8.72,7.69,0.0015,2.7146083225914373,10162700,USD,United States,89431760,strong_buy,52.275,44.89844988228572,5.148904803014417,Basic Materials,Steel,44.96
ACON,"Aclarion, Inc.",0.427,undefined,-0.61,N/A,undefined,400.0,-2.2488942720809706,-37.31,2629012,-1557110,604518,-2675834,0.074,118838,1.6174242424242422,1.5151515151515151,0.4,0.264,0.0026,-0.18987108700529698,8200880,USD,United States,3280352,buy,-0.525,undefined,undefined,Healthcare,Health Information Services,43.78
ACOR,"Acorda Therapeutics, Inc.",10.6,394.20359712230226,9.14,46.00,37.18901859644361,0.18804905,0.6544639665201019,-3.15,168987552,20117624,25270000,12507423,20.345,181495008,1.6060606060606062,1.4787121212121213,9.7595,6.6,0.0108,16.196460832461156,1242100,USD,United States,12762577,buy,17.714,698.5451992129831,65.90049049179086,Healthcare,Drug Manufacturers - Specialty & Generic,36.69
ACRV,"Acrivon Therapeutics, Inc.",7.32,undefined,-1.93,N/A,undefined,1.0724852,-7.88948215064886,N/A,13675641,-20479624,150954000,-9074528,6.839,4601000,1.0547550432276658,1.0101873198847262,7.0107,6.94,0.023,-0.9278175500274092,22072900,USD,United States,160028528,buy,-0.279,undefined,undefined,Healthcare,Biotechnology,27.48
ACRS,"Aclaris Therapeutics, Inc.",5.92,-102.99877697841731,-1.57,74.40,-17.398442057165088,2.3858268,-10.786706828210567,"Therapeutics)  Altman Z-Score as of today (October 08, 2023) is -0.57",311601536,-38853752,119775000,-309240264,1.692,2361000,1.040421792618629,1.001757469244288,5.7,5.69,0.10609999,-0.5488236673418594,70794600,USD,United States,429015264,strong_buy,{},-36.00520160065049,-6.0819597298396095,Healthcare,Diagnostics & Research,"Therapeutics)  14-Day RSI as of today (October 08, 2023) is 30.92"
ACRX,"AcelRx Pharmaceuticals, Inc.",0.5827,undefined,-3.65,N/A,undefined,0.64662445,-2.5220518561684657,-36.68,2606492,-3775250,7410000,-2606481,0.453,0,1.079074074074074,1.0577777777777777,0.5712,0.54,0.0493,-0.23104203768642786,16340100,USD,United States,10016481,buy,-0.145,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,32.37
ACST,"Acasti Pharma, Inc.",2.58,undefined,-5.78,N/A,undefined,0.3078174,-2.64245302241957,N/A,-1830712,-9177250,21648000,-3260410,2.907,80000,1.5,1.4709302325581395,2.53,1.72,0.0022,-0.9763655126922995,9399400,USD,Canada,24908410,strong_buy,0.111,undefined,undefined,Healthcare,Biotechnology,62.70
ACT,"Enact Holdings, Inc.",28.03,28.57230215827338,4.15,0.20,1.0193472050757537,1.0242045,10.426048524865255,,4523579904,430137248,702265024,-3772767040,4.383,744099968,1.3450095969289828,1.3406909788867563,27.94,20.84,0.0379,2.688458617198145,159994000,USD,United States,4475032064,buy,{},18.509747457975717,0.6603548861211458,Financial Services,Insurance - Specialty,39.36
ACWX,,46.17,,{},,,{},,Not Found!,,,,,,,,,45.885,38.81,,,,,,,,,,,,,Not Found!
ACWI,,91.35,,{},,,{},,Not Found!,,,,,,,,,90.635,75.71,,,,,,,,,,,,,Not Found!
ACTG,Acacia Research Corporation,3.5,-7.6683453237410095,-0.34,20.00,-2.1909558067831454,0.64481074,-11.976005379030797,1.28,20559306,-29191876,444791008,89195776,4.453,62678000,1.0204081632653061,1.0174927113702623,3.49,3.43,0.0168,-0.2922510377398687,99886304,USD,United States,355595232,none,-0.6,-6.591417290032292,-1.8832620828663693,Industrials,Business Equipment & Supplies,43.74
ACXP,"Acurx Pharmaceuticals, Inc.",1.56,undefined,-1.39,N/A,undefined,4.0167365,-8.805054931891746,N/A,15824011,-2304126,9145835,-15823957,0.703,0,1.3333333333333335,1.2820512820512822,1.5,1.17,0.0007,-0.17717095600956548,13005100,USD,United States,24969792,buy,{},undefined,undefined,Healthcare,Biotechnology,29.17
ACVA,ACV Auctions Inc.,14.44,-3.753453237410073,-0.51,0.80,-0.25993443472368927,4.8350167,-532.6805623729392,3.15,1922853376,-3662125,500328000,-1808156864,3.112,114700000,2.218125960061444,2.1459293394777266,13.97,6.51,0.0657,-0.027108178934996126,135092992,USD,United States,2308484864,buy,-22.964,-0.1995083960467701,-0.013816370917366351,Consumer Cyclical,Auto & Truck Dealerships,36.44
ADAG,Adagene Inc.,1.41,undefined,-0.85,N/A,undefined,0.8814187,undefined,-2.65,-37769252,{},128759960,55288672,2.937,25238704,1.5666666666666664,1.5888888888888888,1.43,0.9,0.0008,undefined,43834700,USD,China,73471288,buy,0.961,undefined,undefined,Healthcare,Biotechnology,57.86
ADEA,Adeia Inc.,8.58,16.551438848920867,0.89,15.00,1.929072126913854,2.980198,3.634292511101816,1.31,1513439104,252027248,84311000,-879668584,0.79,633766976,1.2050561797752808,1.1853932584269662,8.44,7.12,0.0375,2.3608446413683923,106753000,USD,United States,963979584,buy,6.054,43.904916531922986,5.117123138918763,Technology,Software - Application,32.81
ADES,"Advanced Emissions Solutions, I",1.68,-41.66546762589929,-0.9,50.00,-24.800873586844816,0.33917257,undefined,1.57,33637284,{},58770000,-832272,1.795,32805000,1.435897435897436,1.4700854700854702,1.72,1.17,0.0011,undefined,32748500,USD,United States,59602272,buy,-1.565,undefined,undefined,Industrials,Pollution & Treatment Controls,46.83
ADBE,Adobe Inc.,516.44,207.56319424460435,11.32,14.67,0.4019115371477893,15.223724,32.131612739173256,13.83,236377407488,7317875200,7516000256,-232281403392,16.508,4096000000,1.8671005061460593,1.8420824295010845,509.52,276.6,0.0095,16.072644849549746,455300000,USD,United States,239797403648,buy,33.581,294.70755343919024,0.5706520669181129,Technology,Software - Infrastructure,40.69
ADD,"Color Star Technology Co., Ltd.",0.7319,-442.7341726618705,-19.63,20.00,-604.91074280895,0.15336742,-0.16725574893889636,-6.62,5989494,-62974056,1293599,-8636191,0.135,680000,1.126,1.0001538461538462,0.6501,0.65,0.0328,-4.375933291640608,14391000,USD,United States,9929790,none,-0.071,-98.69461057045545,-134.84712470345053,Communication Services,Entertainment,34.84
ADAP,Adaptimmune Therapeutics plc,0.72,-3.7589928057553963,-0.5,1.00,-5.220823341326939,1.2688613,-2.740532981041896,-3.35,-13824877,-59420500,204707008,43423744,0.905,26342000,1.0762331838565022,1.0463378176382658,0.7,0.669,{},-0.26272261818439063,226172000,USD,United Kingdom,161283264,buy,0.135,-1.9751448633286923,-2.743256754623184,Healthcare,Biotechnology,45.87
ADI,"Analog Devices, Inc.",172.1,46.00437410071943,7.34,-0.58,0.2673118774010426,2.4145732,25.200819840650773,4.76,92570411008,3403057408,1149245952,-85542438400,2.306,7027979776,1.2893317350913995,1.2745729697332935,170.13,133.48,0.0128999995,6.829142904406231,498313984,USD,United States,86691684352,buy,13.83,42.80251293754467,0.24870722218213057,Technology,Semiconductors,38.07
ADNWW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ADIL,"Adial Pharmaceuticals, Inc",2.77,undefined,-10.33,N/A,undefined,1.0180506,-0.5673851045888877,N/A,2155601,-5946234,1218206,-2216497,1.0,0,1.1352459016393444,1.1352459016393444,2.77,2.44,0.0311,-4.88204568219511,1217980,USD,United States,3434703,buy,-0.19,undefined,undefined,Healthcare,Biotechnology,40.05
ADOC,Edoc Acquisition Corp.,11.42,undefined,-0.71,,undefined,{},-78.38680378749417,N/A,45261316,-529849,9558,-41523610,0.003,3309278,1.1108949416342413,1.1108949416342413,11.42,10.28,0.018099999,-0.14568778733419854,3636880,USD,United States,41533168,none,{},undefined,undefined,Financial Services,Shell Companies,59.14
ADN,"Advent Technologies Holdings, I",0.341,undefined,-1.76,N/A,undefined,0.5408163,-0.6660660623207617,-6.90,23622818,-30709124,10052000,-12201804,0.168,11421000,1.0029411764705882,1.03,0.3502,0.34,0.0495,-0.5119612292087965,59983300,USD,United States,22253804,buy,-0.535,undefined,undefined,Utilities,Utilities - Renewable,29.46
ADOCW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
