TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER
AAOI,"Applied Optoelectronics, Inc.",48.4,undefined,-3.14,N/A,undefined,5.355491,-10.105594093286294,3.92,3101769472,-327021504,136960992,-2866671392,2.006,235163008,4.984038718978478,4.377520337761301,42.5101,9.711,0.1754,-4.789426485292418,68279888,USD,United States,3003632384,none,-125.446,-6.769886670264436,undefined,undefined,Technology,Communication Equipment,54.79,0.04344,-109.10445116725249,-10.319519714754078,21.303253506414137
AAPB,GraniteShares 2x Long AAPL Dail,32.58,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.246896551724138,1.9924137931034482,28.89,14.5,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.2754765044059983
AAPG,Ascentage Pharma Group Internat,24.6,-16.126741573033712,-2.1,0.82,-0.6555586005298256,82.76826,63.1476196906022,1.03,8039035392,36215124,1661453952,-508913280,4.834,1716164992,1.4013101680432927,1.321560808886357,23.2,17.555,0.0,0.38956337737716884,92963369,CNY,China,2170367232,none,-7.699,-0.5149832775919733,2.991613292038004,0.12161029642430911,Healthcare,Biotechnology,36.37,0.0,-0.6223421118147406,-0.6049905383108805,1.863355646285158
AAPL,Apple Inc.,275.5,121.71825468164795,7.51,11.17,0.44180854693883104,43.63621,38.044862446720586,10.27,3866096828416,106312753152,66907000832,-3779981225984,4.557,90509000704,1.628154364399267,1.5376159801430176,260.18,169.21,0.008,7.2414508104956425,14681140000,USD,United States,3846888226816,buy,25.285,1.039251952322236,117.36574620726161,0.42600996808443414,Technology,Consumer Electronics,44.78,0.01702,23.10540104514005,26.31178920341588,-0.35805644664958947
AAPD,Direxion Daily AAPL Bear 1X Sha,12.94,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.043548387096774,1.0443548387096773,12.95,12.4,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.3100804856789864
AARD,"Aardvark Therapeutics, Inc.",12.67,-37.44737827715357,-2.45,10.05,-2.955594181306517,2.1819475,-10.827084471770423,N/A,141570784,-25479376,126350000,-141025776,5.803,545000,2.596311475409836,2.4610655737704916,12.01,4.88,0.125,-1.1702134617158138,21773272,USD,United States,267375776,strong_buy,-2.649,-0.177190635451505,-17.88629639424059,-1.4117045299321695,Healthcare,Biotechnology,41.79,0.14552,N/A,N/A,0.8757928081873235
AAPU,Direxion Daily AAPL Bull 2X Sha,34.0,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1397105097545626,1.9024543738200126,30.23,15.89,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.7009394471429935
AAUS,Alpha Architect US Equity ETF,55.41,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.126540072378319,1.1121945268978977,54.7044,49.186,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.36407174110055357
AAVM,Alpha Architect Global Factor E,33.4001,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5829431279620854,1.564255924170616,33.0058,21.1,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,3.846350992731052
ABAT,American Battery Technology Com,4.15,undefined,-0.35,N/A,undefined,4.162996,-39.952194692930476,64.60,450216832,-13681185,47894544,-449966416,0.364,250415,4.825581395348838,4.3604651162790695,3.75,0.86,0.1443,-0.10387414338302524,131709245,USD,United States,497860960,none,-13.591,-0.8177496991576413,undefined,undefined,Industrials,Waste Management,43.01,0.04171,N/A,N/A,2.7227732471690245
ABCL,AbCellera Biologics Inc.,3.135,-10.006786516853936,-0.54,13.99,-3.1919574216439988,0.9119107,-3.8862527349096925,1.41,526591040,-241470496,495672000,-384373056,1.656,142218000,1.657852987837123,1.5494447382337388,2.93,1.891,0.21190001,-0.8066896864011728,299335048,USD,Canada,880045056,strong_buy,-2.263,-0.15137123745819397,-14.948836068822935,-4.768368761984988,Healthcare,Biotechnology,34.39,0.22969,1.2219743215660563,1.2865164902235413,-4.128439807766095
AAXJ,iShares MSCI All Country Asia e,104.51,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.6245919477693147,1.5992538473496036,102.88,64.33,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,5.024618386526085
ABCS,Alpha Blue Capital US Small-Mid,31.5538,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3141940857975842,1.294868804664723,31.0898,24.01,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,0.1580760867676504
ABEO,Abeona Therapeutics Inc.,5.06,undefined,1.2,N/A,undefined,1.5269277,-5.053424372205634,0.59,87404888,-54261876,207116992,-63297888,3.822,24107000,1.287531806615776,1.2557251908396945,4.935,3.93,0.282,-1.0013012221634368,54191361,USD,United States,270414880,strong_buy,-1.079,-0.07217391304347825,undefined,undefined,Healthcare,Biotechnology,45.67,0.11079001,-3.2591803238433013,-1.5091226100473234,-0.3936992914650354
ABI,VictoryShares Pioneer Asset-Bas,25.0401,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.011925641543746,1.009698929076581,24.985,24.745,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.05947038512988675
ABIG,Argent Large Cap ETF,31.4,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2565026010404161,1.232889155662265,30.8099,24.99,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.23194348725853003
ABLVW,Able View Global Inc. Warrant,0.0273,undefined,N/A,N/A,undefined,0.13928571,undefined,N/A,N/A,3602341,6283350,N/A,0.127,11497127,1.092,1.0,0.025,0.025,N/A,undefined,N/A,USD,China,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,N/A
ABLV,Able View Global Inc.,0.861,undefined,-0.2,N/A,undefined,4.1836734,5.860194531556007,3.31,45713512,3602341,6283350,-34216386,0.127,11497127,1.459322033898305,1.2966101694915255,0.765,0.59,0.0052,0.14692345029907838,24518489,USD,China,40499736,none,-5.774,-0.4083451202263083,undefined,undefined,Consumer Cyclical,Specialty Retail,58.98,0.26943,-0.052694363450113794,-0.05289451718636685,8.301884518889684
ABNB,"Airbnb, Inc.",119.55,88.53393258426968,4.07,17.90,0.7405598710520258,8.188687,15.723502466220351,3.92,60906315776,3233625088,11683999744,-59310845952,19.269,2278000128,1.196936323588306,1.1566890268321988,115.5301,99.88,0.0392,7.6032677997052955,425294120,USD,United States,70994845696,buy,22.06,1.726134585289515,165.39243213740957,1.383458236197487,Consumer Cyclical,Travel Services,27.90,0.0149300005,100.6589172911087,92.22594571279443,-4.060669758099032
ABNG,Leverage Shares 2x Long ABNB Da,13.53,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0809299352880084,1.0319645282415915,12.9171,12.517,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-9.769922619138859
ABOS,"Acumen Pharmaceuticals, Inc.",2.56,-24.983760299625466,-2.21,5.22,-9.759281367041197,1.5539663,-1.963892377034182,N/A,48997484,-78959504,126609000,-18161496,2.09,30836000,2.994152046783626,2.736842105263158,2.34,0.855,0.02,-1.3035337526316202,60573425,USD,United States,144770496,strong_buy,-0.355,-0.02374581939799331,-14.736278198289448,-5.756358671206815,Healthcare,Biotechnology,53.74,0.07463,-91.17242686937604,-5.003478196118896,4.489793884709538
ABP,"Abpro Holdings, Inc",1.27,undefined,-5.45,N/A,undefined,N/A,0.5418370109752028,N/A,2619794,6366625,328000,-1923794,0.121,147000,1.5875,1.0,0.8,0.8,0.0105,2.343878277554801,2716278,USD,United States,2251794,none,-0.282,-0.0188628762541806,undefined,undefined,Healthcare,Biotechnology,19.39,0.34934,N/A,N/A,-31.720430632659717
ABPWW,N/A,0.0133,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,6366625,328000,N/A,0.121,147000,1.0075757575757576,1.0,0.0132,0.0132,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,N/A
ABSI,Absci Corporation,2.6,-13.826546816479404,-0.91,9.94,-5.317902621722848,1.72242,-10.252458485992875,2.09,217644112,-38133876,152475008,-211424128,1.014,6220000,1.2935323383084578,1.1940298507462688,2.4,2.01,0.2913,-0.2535977105932372,150371531,USD,United States,363899136,none,-2.063,-0.13799331103678933,-3.8531655143619656,-1.4819867362930637,Healthcare,Biotechnology,33.43,0.092819996,N/A,N/A,-10.652923597498651
ABTC,American Bitcoin Corp.,1.15,undefined,0.18,N/A,undefined,1.8399999,undefined,1.57,1244383744,N/A,7976000,-1058769728,0.009,185614000,1.8253968253968254,1.761904761904762,1.11,0.63,N/A,undefined,195380091,USD,United States,1066745728,strong_buy,5.562,0.42458015267175575,undefined,undefined,Financial Services,Capital Markets,27.90,0.00901,N/A,N/A,-10.156247991835661
ABTS,Abits Group Inc,3.19,undefined,-0.52,N/A,undefined,0.69965863,undefined,-5.14,8963217,N/A,94132,-6707756,0.04,2250000,12.76,10.6,2.65,0.25,0.021300001,undefined,2369995,USD,Hong Kong,6801888,none,5.752,0.43908396946564887,undefined,undefined,Financial Services,Capital Markets,24.69,0.28069,-0.054780400604818445,-0.05298913871479878,-1.2383906760768453
ABUS,Arbutus Biopharma Corporation,4.16,undefined,-0.22,N/A,undefined,9.950373,-32.92189575837379,2.92,682123328,-24302000,93702000,-677517328,0.487,4606000,1.5350553505535056,1.4206642066420665,3.85,2.71,0.1,-0.12635967352948957,192324017,USD,United States,771219328,none,-22.241,-1.4876923076923076,undefined,undefined,Healthcare,Biotechnology,44.18,0.21802999,-1.7015357970306835,-0.9118459214508531,7.21649168300162
ABVE,Above Food Ingredients Inc.,1.76,undefined,-1.66,N/A,undefined,N/A,undefined,0.24,179683760,N/A,664430,-82778282,0.023,133839864,7.04,6.36,1.59,0.25,0.023599999,undefined,51191848,CAD,Canada,83442712,none,-4.454,-0.38797909407665504,undefined,undefined,Consumer Defensive,Packaged Foods,40.24,0.15996,N/A,N/A,-13.300491388919783
ABVEW,Above Food Ingredients Inc. War,0.5007,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,664430,N/A,0.023,133839864,1.1547509225092252,1.0,0.4336,0.4336,N/A,undefined,N/A,CAD,Canada,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,N/A
ABVC,"ABVC Biopharma, Inc.",1.73,undefined,-0.28,N/A,undefined,3.2490273,-27.229451212442896,-2.04,44012684,-1543949,257243,-40325573,0.011,2472189,4.219512195121951,3.9512195121951224,1.62,0.41,0.0117,-0.06353414861366913,24301089,USD,United States,40582816,none,-9.019,-0.6032775919732442,undefined,undefined,Healthcare,Biotechnology,33.40,0.10705,-0.05288376177562397,-0.04334020020813097,-8.947367278492669
ABVX,Abivax SA,122.77,-36.54430711610487,-5.35,-0.21,-0.29766479690563546,15.964856,-53.879429892573114,N/A,9177241600,-180175376,589702976,-9258001600,7.577,73988000,25.737945492662476,25.653039832285117,122.365,4.77,0.0552,-2.278606144214658,79072628,EUR,France,9847704576,strong_buy,-42.107,-2.816521739130435,-15.564501445013832,-0.12677772619543726,Healthcare,Biotechnology,57.32,0.0,-90.75023944081495,-5.503124612495621,8.10073111728207
ACAD,ACADIA Pharmaceuticals Inc.,22.47,1.6942471910112362,1.49,-7.12,0.07540040903476797,3.9848795,147.43127508202443,5.22,2863809024,25785000,847019008,-2809000192,5.007,54809000,1.676865671641791,1.605223880597015,21.51,13.4,0.0862,0.15240999569120361,169181817,USD,United States,3656019200,buy,26.405,1.7662207357859534,0.1733021524039304,0.007712601353089916,Healthcare,Biotechnology,24.90,0.00543,-2.751851479267981,-2.867003854646472,-7.2637209058481425
ACCL,Acco Group Holdings Limited,1.41,undefined,0.07,N/A,undefined,8.0,10.547076509281139,10.30,17211710,1864911,2522104,-17007756,0.181,273814,1.146341463414634,1.1064227642276423,1.3609,1.23,0.038599998,0.13368633466906574,13949900,USD,Hong Kong,19529860,none,15.787,1.2982730263157896,undefined,undefined,Industrials,Consulting Services,30.39,0.92156,N/A,N/A,-9.03225526601285
ACB,Aurora Cannabis Inc.,3.44,-47.83805243445694,-1.1,44.28,-13.906410591411902,0.48242095,16.44773513706065,-10.17,214554672,11860625,108450000,-82093664,1.912,100995000,1.048780487804878,1.0152439024390245,3.33,3.28,N/A,0.2091473367812729,56709424,CAD,Canada,190543664,buy,-6.554,-0.4048177887584929,9.095637512245052,2.644080672164259,Healthcare,Drug Manufacturers - Specialty & Generic,31.58,0.0,-0.0016957181276081746,-0.0016780857585733569,-8.266666666666667
ACDC,ProFrac Holding Corp.,5.57,8.466456928838952,-2.08,-13.44,1.520010220617406,1.1094798,7.674366705846507,0.57,2265608448,131275000,58000000,-898808576,0.321,1207500032,1.8084415584415585,1.6266233766233764,5.01,3.08,0.16309999,0.7257927870135067,180871183,USD,United States,956808576,none,7.891,0.8614628820960698,-2.9542756588999217,-0.5303906030340972,Energy,Oil & Gas Equipment & Services,56.78,0.84189004,-1.7401992281998488,49.10789922713215,6.095238095238101
ACET,"Adicet Bio, Inc.",6.81,14.733820224719105,-19.65,-9.41,2.1635565675064767,0.352867,-1.1235306248711074,N/A,-19647616,-58188000,103098000,38586004,10.201,15536000,1.0628999531762136,1.0020290307476198,6.42,6.407,0.0857,-6.06125,9600000,USD,United States,64511996,none,0.172,0.011505016722408026,4.54480243445693,0.6673718699643069,Healthcare,Biotechnology,36.30,0.00901,-75.79801925978013,-25.86492274274216,-8.344547007577225
ACEP,ARS Core Equity Portfolio ETF,18.1,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1707632600258733,1.160090556274256,17.935,15.46,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,2.8584410663202875
ACFN,"Acorn Energy, Inc.",18.26,undefined,2.66,N/A,undefined,6.291899,34.54591314134643,-3.32,42073360,1323875,4167000,-40966360,1.664,1046000,1.4702093397745573,1.4492753623188406,18.0,12.42,0.014199999,0.5285719304998031,2504626,USD,United States,45133360,none,15.758,0.7387716830754806,undefined,undefined,Technology,Scientific & Technical Instruments,50.91,0.29322,-2.540904074727821,-2.562714812524107,10.800973951496411
ACGL,Arch Capital Group Ltd.,98.61,115.07895131086143,11.6,3.54,1.167010965529474,1.5269219,1.3218819574750977,,35570524160,26780749824,3681999872,-32526201856,10.3,2728999936,1.195997574287447,1.1847180109157065,97.68,82.45,0.0231,74.59818892479109,359000000,USD,Bermuda,36208201728,buy,6.44,0.689507494646681,740.0587371684893,7.504905558954358,Financial Services,Insurance - Diversified,61.19,0.03186,214.11922433703148,211.45921822137382,-1.5180238640884252
ACGLN,Arch Capital Group Ltd. - Depos,17.5345,undefined,4.691,N/A,undefined,0.26822445,undefined,N/A,6147049472,26780749824,3681999872,N/A,10.3,2728999936,1.0665754257907543,1.0626520681265206,17.47,16.44,N/A,undefined,N/A,USD,Bermuda,N/A,none,1.113,0.11916488222698073,undefined,undefined,Financial Services,Insurance - Diversified,N/A,N/A,N/A,N/A,0.31178752397553317
ACHC,"Acadia Healthcare Company, Inc.",15.53,-9.040434456928839,1.19,-17.72,-0.5821271382439691,0.46051297,-3.884273393905607,1.06,3967467264,-361611872,118693000,-1318466424,1.287,2450544896,1.358705161854768,1.342108486439195,15.3403,11.43,0.3398,-3.9981737702517135,90444261,USD,United States,1437159424,buy,6.33,0.3550196298373528,30.37414110703586,1.9558365168728824,Healthcare,Medical Care Facilities,65.16,0.01836,53.617816921670126,60.72560589885501,14.612544512132244
ACHV,"Achieve Life Sciences, Inc.",4.28,-60.645842696629224,-1.35,46.02,-14.169589415100285,6.493711,-10.474025129407439,N/A,181700368,-21753000,48114000,-171742384,0.904,9958000,2.3260869565217392,2.1739130434782608,4.0,1.84,0.1496,-0.408629915158714,53233988,USD,United States,219856384,strong_buy,-3.487,-0.23324414715719066,-18.35681893026097,-4.288976385574993,Healthcare,Biotechnology,38.23,0.04366,-1.848236940203497,-0.8995787020792303,1.6627069173101008
ACGLO,Arch Capital Group Ltd. - Depos,20.91,undefined,4.691,N/A,undefined,0.31930023,0.3146086167359434,N/A,7341004288,26780749824,3681999872,-8492898304,10.3,2728999936,1.046023011505753,1.0415207603801901,20.82,19.99,N/A,66.46353242622764,402939008,USD,Bermuda,12174898176,none,1.329,0.14229122055674517,undefined,undefined,Financial Services,Insurance - Diversified,N/A,0.0,N/A,N/A,-0.14326902240915912
ACIC,American Coastal Insurance Corp,11.06,12.415827715355807,1.73,0.21,1.1225884010267455,1.4927185,5.943973198880293,,469465792,90738000,188275008,-351556864,4.357,159190000,1.1093279839518555,1.103309929789368,11.0,9.97,0.055999998,1.8607082552262262,48765302,USD,United States,539831872,none,3.747,0.4158712541620422,13.353891980016837,1.2074043381570376,Financial Services,Insurance - Property & Casualty,44.28,0.48719,-11.752273074539746,-12.976547108112973,-1.0733479597511872
ACIW,"ACI Worldwide, Inc.",40.33,46.28058426966293,2.47,14.24,1.1475473411768642,2.7413614,15.292990859722293,N/A,4773613056,271859136,199268000,-3853084768,1.933,924614976,1.0467168440176484,1.0,38.53,38.53,0.0582,2.637155829748031,103088006,USD,United States,4052352768,strong_buy,12.404,0.580983606557377,49.41259619873952,1.2252069476503724,Technology,Software - Infrastructure,33.57,0.01138,25.19625347707415,42.39233785671692,-1.5621215563443007
ACIU,AC Immune SA,3.03,undefined,-0.94,N/A,undefined,3.6507974,-16.507209292880063,-3.30,191811584,-18465750,108468000,-186290016,1.075,4661000,2.1188811188811187,2.013986013986014,2.88,1.43,0.0692,-0.18355616302186878,100600000,CHF,Switzerland,294758016,strong_buy,-2.677,-0.17906354515050169,undefined,undefined,Healthcare,Biotechnology,39.14,0.38006002,-1.7398309134734633,-2.3413974929341848,-0.9803903052459164
ACLS,"Axcelis Technologies, Inc.",91.82,-1.9214981273408267,4.24,-9.05,-0.020926792935535034,2.7511394,44.90922812448858,7.25,2429754624,62766624,449560000,-2357101376,14.502,72653000,2.272772277227723,2.222019801980198,89.7696,40.4,0.22799999,2.0445686518030226,30699201,USD,United States,2806661376,hold,16.385,0.5349330721514856,-0.926564819730959,-0.010091100193105633,Technology,Semiconductor Equipment & Materials,53.04,0.01272,12.13339242721792,12.59929480186798,10.947314680896149
ACLX,"Arcellx, Inc.",69.88,-35.13449438202248,-3.93,2.35,-0.5027832624788564,8.998558,-51.88126890698124,9.26,3559951104,-77882872,461383008,-3508157344,7.979,51794000,1.460091934809862,1.4053489343919767,67.26,47.86,0.215,-1.3469215667274632,57822871,USD,United States,3969540352,strong_buy,-15.102,-1.0101672240802677,-12.041579699544775,-0.1723179693695589,Healthcare,Biotechnology,50.61,0.12913999,-3.768029034084203,-2.7300483177137425,0.7206727679099099
ACMR,"ACM Research, Inc.",70.68,20.566292134831464,1.56,7.50,0.2909775344486625,2.9026852,-85.14201643877875,4.25,3778351616,-49687876,1129806976,-3028773504,17.415,297044000,4.202140309155768,3.769322235434007,63.4,16.82,0.0537,-0.8301424250484173,59854640,USD,United States,4158580480,buy,26.287,0.8582109043421482,-10.944199760937936,-0.1548415359498859,Technology,Semiconductor Equipment & Materials,61.91,0.15001,-3.8941756078006207,-4.3453045622164,25.07521164279934
ACNB,ACNB Corporation,52.69,undefined,3.6,N/A,undefined,1.2916769,undefined,,801387712,N/A,65648000,-477477632,6.329,324567008,1.4759103641456581,1.4459383753501398,51.62,35.7,0.0115,undefined,10372251,USD,United States,543125632,buy,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,59.97,0.035439998,13.857959287026578,14.381575821430836,-0.884123116556013
ACNT,Ascent Industries Co.,17.71,undefined,-0.32,N/A,undefined,1.9061456,3.705487697373446,5.78,129254856,44830752,58042000,-108077792,6.198,21446000,1.6144029170464904,1.5998176845943481,17.55,10.97,0.0344,4.779397867803838,9380000,USD,United States,166119792,none,17.935,1.2810714285714284,undefined,undefined,Basic Materials,Chemicals,72.50,0.18238,5.850502358163664,5.231535091375875,3.627851620107946
ACOG,Alpha Cognition Inc.,5.21,undefined,-1.38,N/A,undefined,2.5395308,-9.988404846013319,2.64,77877528,-11340786,35398900,-79834252,1.628,0,1.3893333333333333,1.3653333333333333,5.12,3.75,0.0162,-0.521604808807832,21742104,USD,Canada,115233152,none,-4.507,-0.3014715719063545,undefined,undefined,Healthcare,Biotechnology,47.21,0.098079994,-1.0196727794339742,-0.5652099979440015,3.7848609520994265
ACON,"Aclarion, Inc.",2.71,undefined,-2258.79,N/A,undefined,0.120661534,-0.6906453187908473,-4.47,-9641488,-4137211,11380339,8649519,16.951,0,1.1581196581196582,1.0726495726495726,2.51,2.34,0.169,-3.9238664568733395,1054371,USD,United States,2730820,none,1.45,0.11924342105263157,undefined,undefined,Healthcare,Health Information Services,32.74,1.0000001e-05,-43.82027387897168,-10.908159593066511,0.37036859776587533
