TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI
ACET,"Adicet Bio, Inc.",1.53,-82.5612284069098,-2.6,29.10,-53.961587194058694,0.2630157,-0.988401413045924,N/A,-116926776,-66664500,205460000,142583348,4.771,22642000,1.0551724137931036,1.0,1.45,1.45,0.0847,-1.547954079997771,43066200,USD,United States,62876652,buy,0.989,-49.154227062347644,-32.12694579238408,Healthcare,Biotechnology,30.45
ACGLN,,18.18,,4.691,,,0.49391997,,Not Found!,,1731616000,2614000128,,,2726000128,,,18.11,16.77,,,,,,{},,,,,,,Not Found!
ACGL,Arch Capital Group Ltd.,80.29,138.59957773512477,5.83,19.65,1.7262371121574887,2.1732478,17.292792036664018,,30714755072,1731616000,2614000128,-27580354048,7.05,2726000128,1.9559074299634596,1.9554202192448233,80.27,41.05,0.0159,4.642974936017844,372953984,USD,Bermuda,30194354176,buy,11.886,110.37982256721119,1.3747642616416886,Financial Services,Insurance—Diversified,64.16
ACGLO,Arch Capital Group Ltd. - Depos,20.96,undefined,4.691,,undefined,0.5583443,4.877294739526547,Not Found!,8715730944,1731616000,2614000128,-9514250752,7.05,2726000128,1.0532663316582915,1.0402010050251256,20.7,19.9,{},4.297464295142157,402939008,USD,Bermuda,12128250880,none,3.373,undefined,undefined,Financial Services,Insurance—Diversified,Not Found!
ACHC,"Acadia Healthcare Company, Inc.",70.48,51.99499424184262,2.98,12.16,0.7377269330567908,2.1884944,-857.5224438907682,2.75,8009224704,-7575625,112173000,-6353678904,1.217,1534548992,1.0539853446986691,1.0484522207267832,70.11,66.87,0.0325,-0.08219026860710109,92171800,USD,United States,6465851904,buy,13.428,-1.4340545446180264,-0.020346971404909566,Healthcare,Medical Care Facilities,32.76
ACIU,AC Immune SA,3.03,undefined,-0.88,N/A,undefined,1.8032788,-6.557669884962172,4.62,165899376,-38596000,93007000,-155080952,1.099,2529000,1.8035714285714286,1.75,2.94,1.68,0.0085,-0.4620543658271506,83531296,CHF,Switzerland,248087952,strong_buy,-2.551,undefined,undefined,Healthcare,Biotechnology,41.52
ACHV,"Achieve Life Sciences, Inc.",4.4,-60.13474088291747,-3.03,15.00,-13.666986564299425,9.478261,-3.923301190312735,N/A,83623344,-23670250,25071000,-66950288,1.188,15829000,2.2,2.1053,4.2106,2.0,0.040999997,-1.1215045153464924,21105800,USD,Canada,92021288,buy,-2.114,-22.25788231992847,-5.058609618165561,Healthcare,Biotechnology,33.14
ACIC,American Coastal Insurance Corp,7.33,-223.84261036468334,-9.3,20.00,-30.5378731738995,2.8440368,-0.3946659612147905,,436685728,-806174528,27883000,-295061352,0.649,149692992,25.27586206896552,25.310344827586206,7.34,0.29,0.0615,-18.572668333083755,43406500,USD,United States,322944352,hold,-1.155,-447.0273721628989,-60.985998930818404,Financial Services,Insurance—Property & Casualty,52.46
ACHL,Achilles Therapeutics plc,0.9199,-22.09880998080614,-1.91,5.20,-24.02305683314071,0.20927933,-0.8705650198175852,N/A,-97416552,-43266624,143711008,107326216,3.51,8628000,1.2265333333333335,1.1533333333333333,0.865,0.75,{},-1.0566700695058393,40946200,USD,United Kingdom,36384792,buy,1.517,-12.225733548908252,-13.290285410270956,Healthcare,Biotechnology,46.88
ACIW,"ACI Worldwide, Inc.",23.4,10.907101727447218,0.63,12.00,0.46611545843791535,2.158933,19.088678054716723,2.10,3527091200,133122000,132391000,-2398958504,1.219,1118349056,1.1890243902439024,1.1780995934959348,23.185,19.68,0.0211,1.2258575440858235,108595000,USD,United States,2531349504,buy,16.657,21.22309989952808,0.9069700811764138,Technology,Software—Infrastructure,47.12
ACLS,"Axcelis Technologies, Inc.",154.56,141.76698656429943,5.89,20.00,0.9172294679367199,6.898804,35.8531035977955,"Technologies)  Altman Z-Score as of today (September 23, 2023) is 10.76",4696748032,141473744,452864000,-4677167616,13.799,77345000,3.1048613901165125,3.127360385697067,155.68,49.78,0.0502,4.310923866839339,32817500,USD,United States,5130031616,buy,20.306,103.76004854158408,0.6713253658228784,Technology,Semiconductor Equipment & Materials,"Technologies)  14-Day RSI as of today (September 23, 2023) is 32.52"
ACMR,"ACM Research, Inc.",15.52,42.40823032629559,0.98,42.74,2.732489067415953,1.3572543,-6.418066573330199,2.42,884106432,-133001248,269795008,-670157312,4.495,80923000,2.8424908424908426,2.8278388278388276,15.44,5.46,0.041100003,-2.4181737323343158,55000700,USD,United States,939952320,buy,9.369,-104.64333531615462,-6.742482945628519,Technology,Semiconductor Equipment & Materials,45.63
ACLX,"Arcellx, Inc.",35.0,-272.6733205374281,-4.15,69.30,-7.790666301069374,5.587364,-39.519248648972244,2.02,1279715328,-42828876,506484000,-1135787616,10.473,93635000,2.0661157024793386,1.9852420306965761,33.63,16.94,0.15439999,-0.8856443681631134,48359000,USD,United States,1642271616,strong_buy,-6.656,-58.190744742724945,-1.6625927069349984,Healthcare,Biotechnology,45.43
ACNT,Ascent Industries Co.,8.78,-7.766295585412668,-0.44,12.40,-0.884543916334017,0.7818747,3.234352420911455,2.59,176958320,27587750,717000,-88714760,0.071,88447000,1.141742522756827,1.1196488946684005,8.6101,7.69,0.0019,2.7146083225914373,10162700,USD,United States,89431760,strong_buy,52.215,47.914660526969016,5.4572506294953325,Basic Materials,Steel,48.75
ACNB,ACNB Corporation,32.23,undefined,4.57,N/A,undefined,1.0660981,undefined,,327638816,{},84043000,-190013960,9.813,135655008,1.1937037037037035,1.1851851851851851,32.0,27.0,0.0066000004,undefined,8564280,USD,United States,274056960,buy,{},undefined,undefined,Financial Services,Banks—Regional,44.09
ACON,"Aclarion, Inc.",0.4001,undefined,-0.48,N/A,undefined,370.0,-2.107219199671186,-37.38,2795490,-1557110,604518,-2429807,0.074,118838,1.1092289735819973,1.0,0.360701,0.360701,0.0029,-0.18987108700529698,8200880,USD,United States,3034325,buy,-0.558,undefined,undefined,Healthcare,Health Information Services,34.69
ACONW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ACOR,"Acorda Therapeutics, Inc.",15.79,445.07984644913626,9.67,46.00,28.187450693422182,0.28587115,0.9749043425804159,-3.14,176098560,20117624,25270000,5868398,20.345,181495008,3.0365384615384614,2.9423076923076925,15.3,5.2,0.0055,16.196460832461156,1242100,USD,United States,19401602,buy,18.459,745.472419889479,47.211679537015776,Healthcare,Drug Manufacturers—Specialty & Generic,56.12
ACRV,"Acrivon Therapeutics, Inc.",9.47,undefined,-1.89,N/A,undefined,1.3831362,-10.20674808287496,N/A,62677516,-20479624,150954000,-55427616,6.839,4601000,1.1749379652605458,1.140198511166253,9.19,8.06,0.023,-0.9278175500274092,22072900,USD,United States,206381616,buy,-1.281,undefined,undefined,Healthcare,Biotechnology,21.48
ACRS,"Aclaris Therapeutics, Inc.",6.82,-109.21796545105568,-1.56,74.40,-16.01436443563866,2.6181104,-12.426577798715554,"Therapeutics)  Altman Z-Score as of today (September 23, 2023) is -0.13",365405472,-38853752,119775000,-351009096,1.692,2361000,1.1819757365684578,1.1213171577123051,6.47,5.77,0.0928,-0.5488236673418594,70794600,USD,United States,470784096,strong_buy,{},-38.423977140041586,-5.634014243407857,Healthcare,Diagnostics & Research,"Therapeutics)  14-Day RSI as of today (September 23, 2023) is 32.86"
ACRX,"AcelRx Pharmaceuticals, Inc.",0.743,undefined,-3.06,N/A,undefined,0.70748943,-3.2158649890735713,-36.63,4730707,-3775250,7410000,-3549305,0.453,0,1.3509090909090908,1.1878181818181817,0.6533,0.55,0.049099997,-0.23104203768642786,16340100,USD,United States,10959305,hold,-0.263,undefined,undefined,Healthcare,Drug Manufacturers—Specialty & Generic,33.65
ACST,"Acasti Pharma, Inc.",1.89,undefined,-5.36,N/A,undefined,0.20559879,-1.5338774360511045,N/A,-7596979,-9177250,21648000,8464987,2.907,80000,1.0988372093023255,1.0,1.72,1.72,0.0032,-1.2321714601042155,7448030,USD,Canada,13183013,strong_buy,0.461,undefined,undefined,Healthcare,Biotechnology,19.77
ACT,"Enact Holdings, Inc.",27.72,30.197850287907873,4.11,0.20,1.089388538524815,1.0113882,10.310740817312338,,4483521536,430137248,702265024,-3716769600,4.383,744099968,1.3301343570057582,1.3238963531669865,27.59,20.84,0.0398,2.688458617198145,159994000,USD,United States,4419034624,buy,{},19.753204580872357,0.7125975678525381,Financial Services,Insurance—Specialty,41.35
ACWI,,93.32,,{},,,{},,Not Found!,,,,,,,,,93.21,75.71,,,,,,,,,,,,,Not Found!
ACVA,ACV Auctions Inc.,14.53,-3.7699808061420352,-0.48,0.80,-0.25946185864707744,4.912458,-536.0005935788647,3.20,1950182272,-3662125,500328000,-1845131200,3.112,114700000,2.2319508448540706,2.220430107526882,14.455,6.51,0.0621,-0.027108178934996126,135092992,USD,United States,2345459200,buy,-23.29,-0.2129110714049984,-0.0146532051896076,Consumer Cyclical,Auto & Truck Dealerships,31.60
ACWX,,47.51,,{},,,{},,Not Found!,,,,,,,,,47.675,38.81,,,,,,,,,,,,,Not Found!
ACTG,Acacia Research Corporation,3.66,-8.183493282149714,-0.34,20.00,-2.2359271262704135,0.64481074,-12.523479910643633,1.28,30547938,-29191876,444791008,89195776,4.453,62678000,1.0670553935860059,1.0379008746355685,3.56,3.43,0.0154,-0.2922510377398687,99886304,USD,United States,355595232,none,-0.892,-7.034218835427936,-1.9219177145977966,Industrials,Business Equipment & Supplies,40.26
ACXP,"Acurx Pharmaceuticals, Inc.",1.6,undefined,-1.05,N/A,undefined,3.200837,-9.030825571171022,N/A,11662370,-2304126,9145835,-10751967,0.703,0,1.0958904109589043,1.0,1.46,1.46,0.0014,-0.17717095600956548,13005100,USD,United States,19897802,buy,{},undefined,undefined,Healthcare,Biotechnology,35.66
ADAG,Adagene Inc.,1.33,undefined,-0.79,N/A,undefined,0.68290097,undefined,-2.79,-45221144,{},128759960,72213200,2.937,25238704,1.4777777777777779,1.4333333333333333,1.29,0.9,0.00090000004,undefined,43834700,USD,China,56546760,buy,1.151,undefined,undefined,Healthcare,Biotechnology,43.27
ADBE,Adobe Inc.,513.88,201.05407293666028,10.69,13.77,0.3912471256648639,14.825414,33.0880965548931,13.56,230909280256,7078875136,7516000256,-226263838720,16.482,4096000000,1.8704910275543258,1.852109343719288,508.83,274.73,0.0093,15.530660675734971,455800000,USD,United States,233779838976,buy,32.804,292.09565802186535,0.5684121935507616,Technology,Software—Infrastructure,38.97
ADAP,Adaptimmune Therapeutics plc,0.7679,-4.492898272552784,-0.56,1.00,-5.850889793661654,1.3923489,-2.922854550197323,-3.30,-4687528,-59420500,204707008,27727408,0.905,26342000,1.1292647058823528,1.102941176470588,0.75,0.68,{},-0.26272261818439063,226172000,USD,United Kingdom,176979600,buy,0.046,-2.1078321382164162,-2.7449305094627117,Healthcare,Biotechnology,48.69
ADD,"Color Star Technology Co., Ltd.",1.24,-402.67600767754317,-16.73,20.00,-324.73871586898645,0.26339185,-0.28336812226292046,-5.76,11158089,-62974056,1293599,-15759735,0.135,680000,1.9076923076923076,1.7076923076923078,1.11,0.65,0.0419,-4.375933291640608,14391000,USD,United States,17053334,none,-0.132,-105.32476675081234,-84.93932802484866,Communication Services,Entertainment,44.54
ADERU,,11.0,,0.219,,,{},,N/A,,-3713756,201539,,,10230130,,,11.05,9.782,,,,,,{},,,,,,,66.01
ADER,26 Capital Acquisition Corp.,11.05,undefined,-0.37,,undefined,{},-10.206389838212312,N/A,123798312,-3713756,201539,-113877021,0.02,10230130,1.1218274111675128,1.116751269035533,11.0,9.85,0.0042,-1.0826550989292263,3430230,USD,United States,114078560,none,{},undefined,undefined,Financial Services,Shell Companies,42.46
ADEA,Adeia Inc.,10.3,17.66333973128599,0.89,15.00,1.7148873525520378,3.429043,4.362845322185164,1.42,1649015936,252027248,84311000,-1024852648,0.79,633766976,2.7632365064856916,2.7323848367530843,10.185,3.727513,0.0332,2.3608446413683923,106753000,USD,United States,1109163648,buy,6.596,46.85438309356849,4.548969232385289,Technology,Software—Application,59.36
ADERW,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
ADIL,"Adial Pharmaceuticals, Inc",2.53,undefined,-9.84,N/A,undefined,0.9097473,-0.5182253843356989,N/A,1863285,-5946234,1218206,-1851103,1.0,0,1.012,1.004,2.51,2.5,0.059,-4.88204568219511,1217980,USD,United States,3069309,buy,-0.164,undefined,undefined,Healthcare,Biotechnology,28.00
ADN,"Advent Technologies Holdings, I",0.446,undefined,-1.67,N/A,undefined,0.65131193,-0.8711597178740754,-6.79,28121570,-30709124,10052000,-16748538,0.168,11421000,1.0350429333952194,1.0,0.4309,0.4309,0.0482,-0.5119612292087965,59983300,USD,United States,26800538,buy,-0.636,undefined,undefined,Utilities,Utilities—Renewable,29.76
ADES,"Advanced Emissions Solutions, I",1.65,-41.00614203454895,-0.83,50.00,-24.852207293666034,0.31680954,undefined,1.53,28070036,{},58770000,3097548,1.795,32805000,1.4102564102564104,1.4017094017094016,1.64,1.17,0.0027,undefined,32748500,USD,United States,55672452,buy,-1.306,undefined,undefined,Industrials,Pollution & Treatment Controls,43.66
ADI,"Analog Devices, Inc.",173.84,49.16176583493283,7.35,-0.58,0.2827989291010862,2.4355307,25.455610232996694,4.79,92505628672,3403057408,1149245952,-86294889984,2.306,7027979776,1.3023673958645492,1.305513934671861,174.26,133.48,0.012200001,6.829142904406231,498313984,USD,United States,87444135936,buy,13.82,45.67792167615132,0.2627584081693012,Technology,Semiconductors,41.64
